voltage,length,id,substations,sh_lines,idx
220.0,0.12754112699594858,w128714139,"['ElmTerm_0199', 'ElmTerm_virtual_0159']","LINESTRING (8.4216365 49.6391597, 8.4229181 49.6399514)",ElmLne_552
220.0,0.37744023478293076,w128714142,"['ElmTerm_0199', 'ElmTerm_virtual_0079']","LINESTRING (8.419497399999999 49.637758, 8.4217879 49.6381998, 8.4225578 49.6391386, 8.423152200000001 49.6398212)",ElmLne_553
220.0,0.1279705312405252,w128714146,"['ElmTerm_0199', 'ElmTerm_virtual_0160']","LINESTRING (8.4216365 49.6391597, 8.4226651 49.6400982)",ElmLne_554
220.0,32.313119792757234,w128975973,"['ElmTerm_0250', 'ElmTerm_0204']","LINESTRING (9.8816609 51.5147904, 9.8792674 51.5137612, 9.879154700000001 51.5110006, 9.879029599999999 51.5080966, 9.8789006 51.5050328, 9.8788509 51.5035936, 9.878761300000001 51.5021906, 9.8786524 51.4992574, 9.878525700000001 51.4963123, 9.878417900000001 51.4935145, 9.8783014 51.4907263, 9.8781857 51.4878467, 9.878041100000001 51.4850263, 9.8746019 51.4836229, 9.8711576 51.4822036, 9.8673743 51.4806553, 9.863369799999999 51.4790104, 9.8592768 51.4773389, 9.8553768 51.4757383, 9.851308299999999 51.4740722, 9.847281799999999 51.4724206, 9.843351699999999 51.4708079, 9.8393158 51.4691513, 9.835266900000001 51.4674983, 9.831295799999999 51.4658579, 9.8269664 51.4640836, 9.822682499999999 51.4623386, 9.8184924 51.4606139, 9.813387000000001 51.4585, 9.8075426 51.4561194, 9.8032337 51.4543569, 9.799635800000001 51.4520501, 9.7959415 51.449719, 9.792691599999999 51.4476325, 9.789405 51.4455622, 9.785977600000001 51.4433671, 9.782643999999999 51.441256, 9.779215199999999 51.439067, 9.7759147 51.4369597, 9.7724405 51.4347183, 9.769181 51.4326328, 9.7661376 51.4307067, 9.7627887 51.4286051, 9.7595221 51.4264887, 9.756123799999999 51.4243237, 9.7535328 51.4225958, 9.7500462 51.4203143, 9.7474705 51.4185982, 9.744964599999999 51.416942, 9.7418244 51.4148418, 9.7383425 51.4125319, 9.7351294 51.4104258, 9.7318915 51.4082609, 9.728441200000001 51.4059629, 9.725200600000001 51.403812, 9.7209653 51.4009926, 9.718892 51.3996322, 9.7157353 51.3978633, 9.712164400000001 51.395837, 9.7087603 51.3939073, 9.705546 51.392111, 9.7022952 51.3902134, 9.699007 51.388345, 9.695746 51.38653, 9.692630899999999 51.3847767, 9.689646 51.383122, 9.686551 51.381381, 9.683412000000001 51.3795553, 9.680452000000001 51.377872, 9.676938 51.375917, 9.673639 51.374038, 9.670002 51.372012, 9.666342999999999 51.369922, 9.662588 51.367819, 9.659020999999999 51.36581, 9.655336 51.363703, 9.6518 51.3617, 9.647906000000001 51.359476, 9.644375999999999 51.357486, 9.640701 51.356186, 9.636768999999999 51.354773, 9.633127 51.353463, 9.629345000000001 51.352126, 9.625579 51.350787, 9.621727 51.34942, 9.618005 51.34812, 9.615752000000001 51.34621, 9.613295000000001 51.344206, 9.610666 51.342081, 9.608036999999999 51.33993, 9.60543 51.337799, 9.602715999999999 51.335573, 9.599990999999999 51.333361, 9.597003000000001 51.330891, 9.594213 51.328601, 9.591435000000001 51.326292, 9.588414 51.324589, 9.585539000000001 51.322949, 9.581622299999999 51.3206937, 9.5785803 51.3189845, 9.575822000000001 51.3206393, 9.572256599999999 51.3227038, 9.568805299999999 51.3246897)",ElmLne_556
380.0,0.11379988964872742,w129640817,"['ElmTerm_virtual_0162', 'ElmTerm_0180']","LINESTRING (8.8115405 50.2045311, 8.810120599999999 50.2040605)",ElmLne_558
380.0,12.325927157840441,w147534818,"['ElmTerm_virtual_0163', 'ElmTerm_0193']","LINESTRING (8.1238878 50.3098226, 8.1242389 50.3117039, 8.124748200000001 50.3134103, 8.1255054 50.3158119, 8.126080999999999 50.3176185, 8.126663799999999 50.3196031, 8.1274452 50.3221067, 8.1281002 50.3242546, 8.1280106 50.326803, 8.127876199999999 50.3295865, 8.1277288 50.3324241, 8.127625699999999 50.3352025, 8.1274953 50.3379056, 8.125348900000001 50.3397239, 8.123198199999999 50.3416134, 8.121344499999999 50.3432052, 8.118796700000001 50.3454004, 8.116465699999999 50.3474245, 8.1139875 50.3495828, 8.114075700000001 50.3522156, 8.114150800000001 50.3541505, 8.1142529 50.3562298, 8.1143407 50.3583235, 8.114469 50.3614062, 8.1145958 50.3640211, 8.113604 50.3664179, 8.1125873 50.3688033, 8.1116566 50.3710783, 8.1090912 50.3727696, 8.1066114 50.3744004, 8.1040279 50.3761296, 8.1027325 50.3775357, 8.1010431 50.3793985, 8.098687699999999 50.3814274, 8.096855100000001 50.3830018, 8.094626699999999 50.3848751, 8.092505600000001 50.3866606, 8.0922295 50.3879847, 8.0899093 50.3894264, 8.0874168 50.3938392, 8.086086999999999 50.3961937, 8.0846094 50.39886, 8.0811545 50.3999627, 8.0770959 50.4012568, 8.073070100000001 50.4025392, 8.068671 50.4039405, 8.0670988 50.4051806)",ElmLne_564
380.0,0.30051474079794177,w152403672,"['ElmTerm_0181', 'ElmTerm_virtual_0164']","LINESTRING (8.481131599999999 50.5925469, 8.477830900000001 50.5942538)",ElmLne_569
220.0,13.423144854077147,w152924519,"['ElmTerm_0199', 'ElmTerm_0460']","LINESTRING (8.415193 49.6348121, 8.412602100000001 49.6330235, 8.4144332 49.6308411, 8.415915099999999 49.6291009, 8.414507 49.6265996, 8.413288100000001 49.6244341, 8.4121407 49.6223958, 8.4109927 49.6203561, 8.409836 49.618301, 8.408710599999999 49.6162248, 8.407496399999999 49.6139794, 8.4060576 49.6114455, 8.4033035 49.6065949, 8.401917600000001 49.6040635, 8.399723699999999 49.6001368, 8.3985412 49.5981794, 8.397159800000001 49.5957001, 8.396989 49.5933618, 8.3968077 49.5910552, 8.396644 49.5892302, 8.3964894 49.5870977, 8.3962953 49.5846035, 8.3960651 49.5820969, 8.395856200000001 49.5794086, 8.395654799999999 49.5766459, 8.3947316 49.5744835, 8.3938279 49.5724737, 8.392941799999999 49.5704051, 8.392046300000001 49.5682824, 8.391076200000001 49.5660954, 8.3901752 49.5639679, 8.389265399999999 49.5617674, 8.3882867 49.5596196, 8.387426400000001 49.5575941, 8.386507 49.5554014, 8.3854884 49.5530902, 8.384524499999999 49.5508758, 8.3832392 49.5476713, 8.387732 49.5458708, 8.3907048 49.5447082, 8.3923232 49.5440646, 8.395459900000001 49.5428305, 8.3946515 49.5404469, 8.393803999999999 49.5379718, 8.392868 49.5352511, 8.395664699999999 49.5339441, 8.398258200000001 49.5327319, 8.4011762 49.5313681, 8.403675399999999 49.5301879, 8.406340500000001 49.528696, 8.4077182 49.5280439)",ElmLne_571
380.0,0.18204787991860943,w154746921,"['ElmTerm_0180', 'ElmTerm_virtual_0158']","LINESTRING (8.8101482 50.2037816, 8.8124859 50.2031171)",ElmLne_573
380.0,9.146554413878757,w157936226,"['ElmTerm_0190', 'ElmTerm_0752']","LINESTRING (8.9566012 50.0816475, 8.955570999999999 50.0821836, 8.952561599999999 50.0828153, 8.945374599999999 50.0854794, 8.940842999999999 50.0869098, 8.93699 50.0881242, 8.9335506 50.0892103, 8.928927099999999 50.0894579, 8.9237039 50.089739, 8.919142799999999 50.0899758, 8.914481 50.0902279, 8.909269800000001 50.0919412, 8.904634399999999 50.0934866, 8.8996887 50.0951049, 8.896694099999999 50.0960848, 8.8926438 50.0982379, 8.8887634 50.1003107, 8.884922700000001 50.1023454, 8.880874 50.1046284, 8.878679999999999 50.1075012, 8.876352300000001 50.1107168, 8.874018599999999 50.1139092, 8.871613399999999 50.117145, 8.8714873 50.1206727, 8.871438400000001 50.123994, 8.8713602 50.1272841, 8.8712838 50.1305126)",ElmLne_576
380.0,0.16792340580107992,w168446946,"['ElmTerm_0185', 'ElmTerm_virtual_0165']","LINESTRING (9.745548899999999 50.9169607, 9.745322999999999 50.9170071, 9.743843200000001 50.9179972)",ElmLne_579
380.0,0.15929625210236764,w168446949,"['ElmTerm_virtual_0165', 'ElmTerm_0185']","LINESTRING (9.743843200000001 50.9179972, 9.7453567 50.9171796, 9.7456105 50.9171062)",ElmLne_580
380.0,0.21140074093056638,w169236153,"['ElmTerm_virtual_0144', 'ElmTerm_virtual_0155']","LINESTRING (8.4397191 50.0585754, 8.4419652 50.0598144)",ElmLne_583
380.0,37.0086808495577,w169236154,"['ElmTerm_virtual_0145', 'ElmTerm_virtual_0163']","LINESTRING (8.4324979 50.0610398, 8.430405499999999 50.0629144, 8.4274928 50.0655326, 8.4249089 50.0678267, 8.421904 50.0704808, 8.419302500000001 50.072797, 8.41652 50.0752749, 8.4135952 50.0778719, 8.4106866 50.0804472, 8.409445 50.0829003, 8.408205000000001 50.0853421, 8.4069264 50.0878537, 8.4056646 50.0903351, 8.4044246 50.0927764, 8.403292499999999 50.095, 8.400740799999999 50.0966747, 8.3981779 50.0983696, 8.395637300000001 50.1000178, 8.3931804 50.1016391, 8.390812499999999 50.1031771, 8.388480400000001 50.1047092, 8.385821 50.1064525, 8.3833229 50.1080875, 8.380717300000001 50.1097911, 8.3774617 50.1119186, 8.3749982 50.1135351, 8.3718805 50.1155781, 8.369877900000001 50.1168935, 8.367936800000001 50.1181371, 8.3647619 50.1202309, 8.3620383 50.1220161, 8.359280200000001 50.1238253, 8.355934700000001 50.1260057, 8.3530186 50.1279276, 8.3500291 50.1298867, 8.349531300000001 50.1325433, 8.348947600000001 50.1356287, 8.348382600000001 50.1386279, 8.3478162 50.1416694, 8.3472174 50.1448428, 8.3466489 50.1478105, 8.346073799999999 50.1508739, 8.342941 50.1529088, 8.339374899999999 50.1552503, 8.3359372 50.1574677, 8.332758699999999 50.1595745, 8.3290197 50.1620107, 8.325912600000001 50.1640471, 8.3220791 50.1665434, 8.3182683 50.1690248, 8.3154901 50.1708369, 8.3120786 50.1730469, 8.308148299999999 50.1756068, 8.3077659 50.1779394, 8.307393299999999 50.1801794, 8.30701 50.182264, 8.306674900000001 50.1843525, 8.3063693 50.1865705, 8.305966700000001 50.1888359, 8.3055719 50.1912201, 8.303295500000001 50.1944326, 8.301243899999999 50.1974433, 8.299264300000001 50.2004845, 8.2971168 50.2036791, 8.2952519 50.2063986, 8.293082200000001 50.2095973, 8.291473699999999 50.2119599, 8.290065 50.2139977, 8.2883379 50.2166226, 8.286918399999999 50.2186913, 8.2852716 50.2210718, 8.283507800000001 50.2236214, 8.2817635 50.2262232, 8.279901499999999 50.2289371, 8.276464900000001 50.2303638, 8.272722099999999 50.2319783, 8.268833600000001 50.2336555, 8.265393100000001 50.2351395, 8.2620583 50.236576, 8.2577371 50.2384372, 8.2548248 50.2397149, 8.2511001 50.2412958, 8.2468849 50.2440189, 8.244500199999999 50.2463972, 8.2425555 50.2483366, 8.2394009 50.2514826, 8.236941699999999 50.2539348, 8.234465800000001 50.2564036, 8.231946600000001 50.2589154, 8.2290584 50.261795, 8.227000800000001 50.2638465, 8.224429000000001 50.2664103, 8.2216582 50.2678701, 8.2188944 50.2693263, 8.2147267 50.2715219, 8.211981 50.2729684, 8.2076267 50.2752622, 8.2048358 50.2767336, 8.2017311 50.2783704, 8.1975976 50.2805486, 8.1940483 50.282415, 8.1904921 50.2842593, 8.186901499999999 50.286164, 8.1832619 50.2880705, 8.179189900000001 50.2902915, 8.1747233 50.2927264, 8.171135599999999 50.2946947, 8.1674791 50.2967044, 8.163635299999999 50.2987799, 8.159145199999999 50.3012509, 8.154549299999999 50.3037398, 8.1498747 50.3063021, 8.146602 50.3080946, 8.1424968 50.308362, 8.136095900000001 50.308855, 8.1304941 50.3092865, 8.1238878 50.3098226)",ElmLne_584
380.0,11.783505042515324,w169240051,"['ElmTerm_0183', 'ElmTerm_virtual_0155']","LINESTRING (8.388006900000001 49.9834448, 8.383507099999999 49.9851267, 8.3794073 49.9873582, 8.374353899999999 49.9900876, 8.373138000000001 49.9934159, 8.3721035 49.9962694, 8.3765523 49.9975834, 8.381175799999999 49.9989126, 8.3813069 50.0029309, 8.381437200000001 50.006931, 8.3828715 50.0102446, 8.380531400000001 50.0131674, 8.377646 50.0167458, 8.3753759 50.0195336, 8.3726077 50.0229191, 8.3743082 50.0254958, 8.3777323 50.0271967, 8.381435700000001 50.0290584, 8.3865809 50.0316764, 8.3905832 50.0336895, 8.3949297 50.0356945, 8.400120899999999 50.0380875, 8.4050961 50.0403493, 8.408441 50.0418706, 8.4132613 50.0441035, 8.4177848 50.0463257, 8.4218736 50.0483861, 8.426033199999999 50.0504481, 8.430564799999999 50.0527243, 8.434734799999999 50.0548017, 8.4373524 50.0572659, 8.4397191 50.0585754)",ElmLne_586
380.0,0.17102206765591088,w196655214,"['ElmTerm_virtual_0158', 'ElmTerm_virtual_0162']","LINESTRING (8.8124859 50.2031171, 8.8115405 50.2045311)",ElmLne_594
380.0,0.1300452190332599,w196655218,"['ElmTerm_virtual_0161', 'ElmTerm_virtual_0162']","LINESTRING (8.8115405 50.2045311, 8.810958899999999 50.2056398)",ElmLne_595
220.0,0.6059998650960448,w202057271,"['ElmTerm_0175', 'ElmTerm_virtual_0166']","LINESTRING (8.737819999999999 50.1585408, 8.7402417 50.1590462, 8.741314299999999 50.1601752, 8.743260599999999 50.162338)",ElmLne_597
380.0,29.52752176091552,w295529253,"['ElmTerm_0201', 'ElmTerm_0200']","LINESTRING (9.512787100000001 51.2595982, 9.509105699999999 51.2598675, 9.5080291 51.2589572, 9.506487699999999 51.2576538, 9.5022777 51.2532347, 9.499059000000001 51.2497495, 9.494498800000001 51.2448604, 9.492530500000001 51.2425214, 9.490497400000001 51.2400513, 9.4875899 51.2367129, 9.4849351 51.2335677, 9.4821504 51.2302302, 9.4796458 51.2272794, 9.477081800000001 51.2242781, 9.4745603 51.2212792, 9.4714489 51.2176236, 9.468981299999999 51.2147002, 9.4670501 51.2126168, 9.4643727 51.2096675, 9.4614116 51.2064076, 9.459024899999999 51.2037779, 9.4564763 51.2010164, 9.4534722 51.1976617, 9.451286899999999 51.195226, 9.447984999999999 51.1939222, 9.443145899999999 51.1919183, 9.43717 51.1894573, 9.4337392 51.1880404, 9.4314515 51.1848309, 9.4291126 51.1815624, 9.4266021 51.1779575, 9.4236731 51.1738006, 9.421119600000001 51.1701816, 9.417868800000001 51.1656675, 9.4164526 51.1635885, 9.4130413 51.1607876, 9.4097475 51.1581567, 9.4068722 51.1557679, 9.404018300000001 51.153453, 9.4011859 51.1511313, 9.397366399999999 51.1480758, 9.3941371 51.1454105, 9.3909793 51.1428148, 9.3879787 51.1403959, 9.3847103 51.1377386, 9.380060800000001 51.1354884, 9.3764989 51.1336842, 9.372142999999999 51.1316442, 9.367862199999999 51.1295234, 9.363967600000001 51.1276044, 9.3603232 51.1257894, 9.355642 51.1235643, 9.351350500000001 51.121443, 9.3475739 51.1196517, 9.344033400000001 51.1178468, 9.3401174 51.1159207, 9.335954600000001 51.1139475, 9.332698300000001 51.1124797, 9.329221799999999 51.110948, 9.3263853 51.1095781, 9.3242279 51.108579, 9.321003599999999 51.107086, 9.317352899999999 51.1053953, 9.313743799999999 51.1037238, 9.310494500000001 51.102219, 9.3061413 51.1001899, 9.3038767 51.0991396, 9.3005868 51.0976137, 9.2966686 51.0957963, 9.2935944 51.0943703, 9.2903425 51.0928619, 9.2868145 51.0912253, 9.2837283 51.0897936, 9.280733400000001 51.0884043, 9.277611200000001 51.0869558, 9.274710900000001 51.085613, 9.271152600000001 51.0839654, 9.267575300000001 51.0823089, 9.2638029 51.0805621, 9.2609876 51.0792584, 9.2613301 51.0757768, 9.261676899999999 51.0722501, 9.2620647 51.0683071, 9.262375799999999 51.0651441, 9.2600888 51.0640641, 9.2576216 51.0628269, 9.256957 51.0614698)",ElmLne_606
380.0,0.16212403616816742,w344252547,"['ElmTerm_0187', 'ElmTerm_0753']","LINESTRING (9.049698299999999 51.167289, 9.047482 51.16773)",ElmLne_607
380.0,0.05179995994299756,w345674978,"['ElmTerm_virtual_0167', 'ElmTerm_virtual_0168']","LINESTRING (8.465075300000001 50.6008153, 8.464525500000001 50.6005067)",ElmLne_608
220.0,0.784904845552846,w351665503,"['ElmTerm_virtual_0160', 'ElmTerm_0199']","LINESTRING (8.4226651 49.6400982, 8.422820099999999 49.6402445, 8.419371059059351 49.63373573093176)",ElmLne_611
220.0,0.7757613714389578,w351665504,"['ElmTerm_virtual_0159', 'ElmTerm_0199']","LINESTRING (8.4229181 49.6399514, 8.423120300000001 49.64008, 8.419371059059351 49.63373573093176)",ElmLne_612
220.0,0.022220889426660187,w351665506,"['ElmTerm_virtual_0079', 'ElmTerm_virtual_0159']","LINESTRING (8.4229181 49.6399514, 8.423152200000001 49.6398212)",ElmLne_613
220.0,0.7673111649799749,w351665509,"['ElmTerm_virtual_0079', 'ElmTerm_0199']","LINESTRING (8.423152200000001 49.6398212, 8.423282 49.6399703, 8.419371059059351 49.63373573093176)",ElmLne_614
380.0,0.8652500485272293,w391412454,"['ElmTerm_0203', 'ElmTerm_0194']","LINESTRING (8.5316265 50.0481434, 8.530444899999999 50.0481978, 8.5207047 50.0494369, 8.5197071 50.0493652)",ElmLne_615
380.0,0.5254156489690733,w408564089,"['ElmTerm_0183', 'ElmTerm_virtual_0169']","LINESTRING (8.389263700000001 49.9825361, 8.3898191 49.9819276, 8.3903737 49.9812715, 8.393115099999999 49.978514)",ElmLne_616
380.0,0.22982446534797496,w412730743,"['ElmTerm_virtual_0161', 'ElmTerm_0180']","LINESTRING (8.810958899999999 50.2056398, 8.8109573 50.2052707, 8.808752800000001 50.2043265)",ElmLne_617
380.0,0.8024586260626936,w24530173,"['ElmTerm_virtual_0170', 'ElmTerm_virtual_0171']","LINESTRING (12.618699 53.589086, 12.612991 53.588641, 12.607927 53.590965)",ElmLne_618
380.0,0.724611844821434,w30416985,"['ElmTerm_virtual_0120', 'ElmTerm_virtual_0171']","LINESTRING (12.607927 53.590965, 12.612154 53.588488, 12.6114579 53.5855258)",ElmLne_619
380.0,41.94474565332335,w30416986,"['ElmTerm_virtual_0171', 'ElmTerm_0214']","LINESTRING (12.607927 53.590965, 12.602209 53.593499, 12.59752 53.595589, 12.595063 53.598733, 12.592038 53.602649, 12.589141 53.606322, 12.586491 53.609721, 12.582521 53.612655, 12.578005 53.616016, 12.573466 53.619332, 12.568982 53.622653, 12.56439 53.625994, 12.559841 53.629372, 12.55527 53.6327, 12.55071 53.636097, 12.546129 53.639455, 12.5416156 53.642763, 12.5345171 53.6433753, 12.529875 53.643774, 12.524436 53.646642, 12.519608 53.649142, 12.5152106 53.6513693, 12.507677 53.655354, 12.5028005 53.6579057, 12.497571 53.660587, 12.4928523 53.663078, 12.4876185 53.6658122, 12.482121 53.668654, 12.476703 53.6715003, 12.4714706 53.6742207, 12.466403 53.676853, 12.463303 53.679274, 12.459698 53.682146, 12.458432 53.686391, 12.4575965 53.6894874, 12.456458 53.6931, 12.455192 53.697286, 12.453979 53.70158, 12.452831 53.705663, 12.451533 53.709899, 12.450525 53.713493, 12.445471 53.716147, 12.440279 53.718883, 12.434742 53.721734, 12.429196 53.724559, 12.423778 53.727377, 12.418392 53.730195, 12.412899 53.73302, 12.407416 53.73592, 12.401923 53.738763, 12.396441 53.741619, 12.391205 53.744334, 12.386152 53.746974, 12.381946 53.749797, 12.378191 53.752404, 12.373384 53.75562, 12.36861 53.758849, 12.364608 53.761551, 12.359877 53.764785, 12.355413 53.767766, 12.350628 53.771063, 12.3458 53.774316, 12.3410439 53.7775238, 12.33622 53.780795, 12.331606 53.7839034, 12.326821 53.787096, 12.322068 53.790348, 12.320502 53.793244, 12.318281 53.797382, 12.316403 53.800956, 12.314204 53.805081, 12.312058 53.809047, 12.309902 53.813152, 12.307928 53.816781, 12.304054 53.818194, 12.29795 53.820442, 12.291759 53.82271, 12.286803 53.824534, 12.280773 53.825034, 12.273874 53.825585, 12.266632 53.82618, 12.259412 53.826756, 12.252148 53.827333, 12.245239 53.827902, 12.238072 53.828479, 12.230895 53.829055, 12.224532 53.829568, 12.217999 53.830074, 12.212913 53.830492, 12.207474 53.828878, 12.202163 53.827193, 12.200199 53.825028, 12.19741 53.821899, 12.194738 53.818878, 12.192636 53.816452, 12.189481 53.815857)",ElmLne_620
380.0,49.88423429314851,w30416989,"['ElmTerm_virtual_0170', 'ElmTerm_virtual_0172']","LINESTRING (12.618699 53.589086, 12.620448 53.591061, 12.623312 53.594321, 12.626574 53.598033, 12.629986 53.601904, 12.6320335 53.6042211, 12.633215 53.605558, 12.636584 53.609371, 12.6373151 53.6102189, 12.639213 53.61242, 12.644298 53.614457, 12.648686 53.616264, 12.654029 53.618396, 12.659726 53.620763, 12.665209 53.622997, 12.670745 53.625224, 12.676517 53.62754, 12.681216 53.630397, 12.686323 53.633501, 12.691387 53.636587, 12.696451 53.639684, 12.701504 53.642776, 12.70659 53.645873, 12.711675 53.648957, 12.715902 53.651501, 12.720022 53.653981, 12.723799 53.656289, 12.728305 53.659061, 12.73236 53.661521, 12.736083 53.664853, 12.739645 53.668126, 12.743175 53.671266, 12.746941 53.674736, 12.750535 53.677965, 12.754419 53.68153, 12.758013 53.684751, 12.761489 53.687921, 12.766103 53.690895, 12.769847 53.693366, 12.773999 53.696047, 12.778677 53.699058, 12.783537 53.702221, 12.787946 53.705098, 12.792399 53.707905, 12.797281 53.711118, 12.802162 53.714318, 12.806185 53.716852, 12.810209 53.71946, 12.814178 53.722039, 12.819049 53.725233, 12.823963 53.728419, 12.828941 53.731606, 12.833469 53.734551, 12.838018 53.737419, 12.842631 53.740427, 12.847459 53.743541, 12.851826 53.746365, 12.856783 53.74953, 12.86175 53.752728, 12.866664 53.755893, 12.871503 53.759014, 12.876867 53.761519, 12.881877 53.763872, 12.887542 53.766529, 12.893207 53.769174, 12.898593 53.771678, 12.903721 53.77405, 12.909204 53.776579, 12.914557 53.779071, 12.919579 53.781423, 12.924632 53.783775, 12.929975 53.786291, 12.935404 53.78882, 12.941176 53.791482, 12.946669 53.794081, 12.952398 53.796736, 12.958159 53.799416, 12.963889 53.802052, 12.969618 53.804726, 12.975336 53.807413, 12.980754 53.809928, 12.986537 53.812557, 12.992095 53.815154, 12.9975119 53.8176829, 13.003328 53.820398, 13.009046 53.823064, 13.014132 53.825357, 13.01749 53.828327, 13.020998 53.831398, 13.024549 53.834431, 13.028058 53.837432, 13.031684 53.840534, 13.035278 53.843654, 13.038701 53.846648, 13.042306 53.84975, 13.045471 53.852496, 13.050073 53.854844, 13.054912 53.857331, 13.059129 53.859457, 13.062605 53.861235, 13.067186 53.86357, 13.071574 53.865797, 13.075941 53.867992, 13.080404 53.86946, 13.085715 53.871187, 13.089877 53.872547, 13.094523 53.874077, 13.099136 53.875545, 13.10478 53.877335, 13.110402 53.879156, 13.116013 53.88094, 13.12157 53.882723, 13.127224 53.884469, 13.13187 53.886005, 13.131988 53.888775, 13.13217 53.892101, 13.132321 53.895262, 13.132482 53.897936, 13.132567 53.90018, 13.133276 53.901931, 13.1344121 53.9046148)",ElmLne_621
380.0,0.6368037760182115,w30416990,"['ElmTerm_virtual_0120', 'ElmTerm_virtual_0170']","LINESTRING (12.6114579 53.5855258, 12.617626 53.587851, 12.618699 53.589086)",ElmLne_622
220.0,21.551943919804007,w31031057,"['ElmTerm_0754', 'ElmTerm_0219']","LINESTRING (13.1429139 53.9059171, 13.1440318 53.9059655, 13.1469906 53.9052272, 13.1489944 53.9025786, 13.1510317 53.8997807, 13.1529951 53.8971698, 13.1547754 53.8947126, 13.1568356 53.8919283, 13.1590248 53.88909, 13.1628255 53.887111, 13.1667817 53.8850871, 13.1706666 53.8830766, 13.1744647 53.8811115, 13.1784088 53.8790708, 13.1822829 53.8770662, 13.1862394 53.8750421, 13.1899836 53.8730813, 13.1924308 53.8706827, 13.1948269 53.8683261, 13.1973696 53.8658777, 13.1998479 53.8634514, 13.2023585 53.861025, 13.2047832 53.8586395, 13.2072526 53.8561524, 13.21136 53.8545074, 13.2152967 53.8529204, 13.2192779 53.8511976, 13.2231295 53.849628, 13.2270885 53.8479824, 13.2309294 53.8463811, 13.2349098 53.8447418, 13.2387722 53.8431276, 13.2429886 53.8413615, 13.2472587 53.839608, 13.2513249 53.8379177, 13.2551851 53.8362991, 13.2590282 53.8346952, 13.2629442 53.8330427, 13.2669192 53.8314758, 13.2712162 53.8303011, 13.2755935 53.8291613, 13.2799816 53.8280279, 13.2842732 53.8268817, 13.2886291 53.8257545, 13.2930064 53.8245956, 13.2974053 53.8234557, 13.3015788 53.8223855, 13.3059883 53.8211884, 13.3103657 53.8200421, 13.3147323 53.8188957, 13.3190239 53.8177683, 13.3227261 53.816604, 13.3273494 53.8151017, 13.3314425 53.8137715, 13.3355708 53.8124604, 13.340267 53.8109684, 13.3447731 53.8095114, 13.3490861 53.8081144, 13.3535868 53.8066605, 13.3579159 53.8052699, 13.3622676 53.8037993, 13.3667886 53.8023996, 13.3713265 53.80101, 13.3759296 53.7995102, 13.3804464 53.7980908, 13.3850162 53.7965967, 13.3895981 53.7955307, 13.3942008 53.7944343, 13.3984709 53.7933319)",ElmLne_623
