name,geometry
EnBW Umspannwerk Wendlingen,"POLYGON ((9.3970834 48.6672464, 9.3976978 48.6681028, 9.397876 48.6683512, 9.398212300000001 48.668267, 9.398561000000001 48.6687949, 9.399275899999999 48.6685345, 9.399676899999999 48.6683884, 9.402409799999999 48.6672974, 9.402780399999999 48.6677367, 9.4031594 48.6677513, 9.4042855 48.6673205, 9.403408199999999 48.6664005, 9.403291299999999 48.6663745, 9.402832800000001 48.6665479, 9.4026099 48.6663145, 9.4025193 48.6662248, 9.402806699999999 48.6661203, 9.402955800000001 48.6659692, 9.4031874 48.6658621, 9.403231 48.6657977, 9.4031859 48.6657473, 9.4031708 48.6657323, 9.4025274 48.6650953, 9.4024641 48.66509, 9.401692499999999 48.6652614, 9.400804000000001 48.6655286, 9.3993614 48.6661597, 9.397847000000001 48.6668418, 9.3970992 48.6670902, 9.3970834 48.6672464))"
EnBW Umspannwerk Bünzwangen,"POLYGON ((9.5631602 48.7020848, 9.5637071 48.7012404, 9.562486 48.7008959, 9.5622319 48.7012882, 9.5619379 48.7017359, 9.562451299999999 48.7018828, 9.5629308 48.7020201, 9.5631602 48.7020848))"
EnBW Umspannwerk Laichingen,"POLYGON ((9.7036295 48.4655024, 9.7033568 48.4651687, 9.7033431 48.464659, 9.703339400000001 48.4645205, 9.703701000000001 48.4644011, 9.7038841 48.4643406, 9.704147300000001 48.4646943, 9.704369399999999 48.4646165, 9.7050556 48.464631, 9.7054411 48.4650995, 9.704459399999999 48.465445, 9.7036295 48.4655024))"
Netze BW Umspannwerk Oberjettingen,"POLYGON ((8.784826199999999 48.5824029, 8.787933499999999 48.5833447, 8.7873014 48.5841777, 8.7867975 48.5847651, 8.786377999999999 48.5850531, 8.7835777 48.5841884, 8.7844578 48.5834, 8.784826199999999 48.5824029))"
EnBW Umspannwerk Metzingen,"POLYGON ((9.27342 48.5488761, 9.2745488 48.5490777, 9.274858 48.5483523, 9.2758675 48.5485822, 9.2753272 48.5498863, 9.274778400000001 48.5511517, 9.273892099999999 48.5509883, 9.274342600000001 48.5498304, 9.273568300000001 48.5496885, 9.273405800000001 48.5500395, 9.2731008 48.5499682, 9.27342 48.5488761))"
EnBW Umspannwerk Metzingen,"POLYGON ((9.27342 48.5488761, 9.2745488 48.5490777, 9.274858 48.5483523, 9.2758675 48.5485822, 9.2753272 48.5498863, 9.274778400000001 48.5511517, 9.273892099999999 48.5509883, 9.274342600000001 48.5498304, 9.273568300000001 48.5496885, 9.273405800000001 48.5500395, 9.2731008 48.5499682, 9.27342 48.5488761))"
Umspannwerk Niederstotzingen,"POLYGON ((10.2322509 48.5316712, 10.2341344 48.5309909, 10.2334105 48.5304136, 10.2326322 48.5297745, 10.2319006 48.5290272, 10.2303702 48.5276278, 10.229292 48.5279937, 10.2298986 48.5291005, 10.2304887 48.5289158, 10.2313247 48.5297745, 10.2304764 48.5301353, 10.2306242 48.5304085, 10.2309504 48.5303111, 10.2315971 48.5309497, 10.2322509 48.5316712))"
Umspannwerk Obermooweiler,"POLYGON ((9.8011632 47.6528816, 9.800683100000001 47.6525559, 9.800591499999999 47.6522106, 9.801094600000001 47.6521187, 9.801865899999999 47.6522584, 9.8019894 47.6528641, 9.8011632 47.6528816))"
380kV-Umspannwerk Grünkraut,"POLYGON ((9.6447939 47.7455989, 9.646304199999999 47.744795, 9.646388399999999 47.7448559, 9.6473291 47.7443519, 9.6468896 47.7439722, 9.6464591 47.7439089, 9.645929300000001 47.744179, 9.645626099999999 47.7439156, 9.6453734 47.7438108, 9.6451575 47.7438807, 9.64479 47.7439142, 9.644775299999999 47.743825, 9.6444489 47.7438462, 9.6444615 47.7439312, 9.6440453 47.7439712, 9.6441835 47.7446874, 9.6440698 47.7447992, 9.6441883 47.7455426, 9.6442906 47.745631, 9.6447939 47.7455989))"
Umspannwerk Stockach,"POLYGON ((9.012461800000001 47.8440208, 9.0137438 47.8448003, 9.0132507 47.8451393, 9.0137552 47.8458914, 9.0147484 47.8455706, 9.0152105 47.8460019, 9.013617099999999 47.8466221, 9.013208199999999 47.8461338, 9.0134259 47.8460375, 9.012927899999999 47.8452846, 9.011782699999999 47.8444723, 9.012461800000001 47.8440208))"
Umspannwerk Gurtweil,"POLYGON ((8.250604299999999 47.6406343, 8.2505519 47.6406295, 8.2505063 47.6406285, 8.2504662 47.6404775, 8.2509753 47.6387408, 8.251041600000001 47.6387302, 8.2512287 47.6388454, 8.252573999999999 47.6378553, 8.252845300000001 47.6379638, 8.2532196 47.6381927, 8.25343 47.6383214, 8.2529983 47.6386408, 8.253557900000001 47.6389873, 8.2533849 47.6392218, 8.253100699999999 47.6398972, 8.253167700000001 47.6399368, 8.253218 47.639968, 8.2527876 47.6406183, 8.2518715 47.6412693, 8.250981899999999 47.6417425, 8.2508851 47.6417052, 8.250749000000001 47.6416514, 8.250595499999999 47.6407489, 8.250604299999999 47.6406343))"
Tiengen,"POLYGON ((8.256805399999999 47.6336892, 8.257523900000001 47.6341121, 8.2579891 47.6343991, 8.2563067 47.6355965, 8.2569634 47.6360684, 8.2577488 47.6365991, 8.2585499 47.6359351, 8.259540299999999 47.6353462, 8.260586 47.6350319, 8.26032 47.6348149, 8.2613351 47.6343365, 8.2615485 47.6344854, 8.261690099999999 47.6344142, 8.261917499999999 47.6342821, 8.260947699999999 47.6336643, 8.260574500000001 47.6331672, 8.2598681 47.63302, 8.2600234 47.6326803, 8.2601911 47.6323434, 8.2585458 47.6319522, 8.258134699999999 47.6326078, 8.256805399999999 47.6336892))"
Tiengen,"POLYGON ((8.256805399999999 47.6336892, 8.257523900000001 47.6341121, 8.2579891 47.6343991, 8.2563067 47.6355965, 8.2569634 47.6360684, 8.2577488 47.6365991, 8.2585499 47.6359351, 8.259540299999999 47.6353462, 8.260586 47.6350319, 8.26032 47.6348149, 8.2613351 47.6343365, 8.2615485 47.6344854, 8.261690099999999 47.6344142, 8.261917499999999 47.6342821, 8.260947699999999 47.6336643, 8.260574500000001 47.6331672, 8.2598681 47.63302, 8.2600234 47.6326803, 8.2601911 47.6323434, 8.2585458 47.6319522, 8.258134699999999 47.6326078, 8.256805399999999 47.6336892))"
220-kV-Umspannwerk Kuppenheim,"POLYGON ((8.248027 48.8474036, 8.247264100000001 48.8468547, 8.2473133 48.8463583, 8.2486342 48.8456704, 8.2490164 48.8456804, 8.2499316 48.8452141, 8.250517200000001 48.8457166, 8.2494479 48.8462691, 8.249742100000001 48.8465237, 8.2495349 48.8466297, 8.249465600000001 48.8466568, 8.248027 48.8474036))"
Umspannwerk Winnenden,"POLYGON ((9.378247200000001 48.88039, 9.3790909 48.8804508, 9.3795518 48.880484, 9.380254499999999 48.8803111, 9.380444499999999 48.8792893, 9.3784961 48.8791256, 9.378410300000001 48.8794643, 9.3773546 48.8793909, 9.377234400000001 48.8800796, 9.3782902 48.8801473, 9.378247200000001 48.88039))"
Umspannwerk Oberwald,"POLYGON ((8.444740299999999 48.9871281, 8.4455758 48.9869766, 8.4462744 48.9868499, 8.4469624 48.9864528, 8.446886599999999 48.9862092, 8.4468821 48.9861946, 8.446895400000001 48.9861533, 8.446907599999999 48.9861156, 8.4469476 48.9859913, 8.4468212 48.9856912, 8.446602499999999 48.985172, 8.446356099999999 48.9850392, 8.4449199 48.9853056, 8.444992900000001 48.9854846, 8.4443248 48.985603, 8.443929300000001 48.9860178, 8.4441898 48.9865646, 8.444490399999999 48.9865092, 8.4445777 48.9867023, 8.444576700000001 48.9867065, 8.4445704 48.9867087, 8.444506499999999 48.9867181, 8.444495699999999 48.986722, 8.444485500000001 48.9867284, 8.444478500000001 48.9867356, 8.444475799999999 48.9867444, 8.444637699999999 48.9870923, 8.444740299999999 48.9871281))"
Umspannwerk Karlsruhe-Ost,"POLYGON ((8.4503711 49.0075417, 8.450935400000001 49.0075265, 8.450908099999999 49.0070915, 8.451816000000001 49.0070668, 8.451901299999999 49.0070648, 8.452554299999999 49.007047, 8.4527169 49.0070504, 8.452741 49.0070574, 8.4527658 49.0070746, 8.452784599999999 49.007097, 8.4528892 49.0073336, 8.452887799999999 49.0074462, 8.452708100000001 49.0074796, 8.452457300000001 49.0075105, 8.4520929 49.0075221, 8.452092199999999 49.0075418, 8.452093899999999 49.0075791, 8.4514105 49.0075977, 8.451421399999999 49.0078095, 8.4503892 49.0078303, 8.4503711 49.0075417))"
Karlsruhe-West,"POLYGON ((8.3484707 49.0129482, 8.349241599999999 49.0127103, 8.3493817 49.0126774, 8.3494481 49.0127754, 8.3500984 49.0125817, 8.3501698 49.01259, 8.3503708 49.0128859, 8.3503349 49.0129227, 8.3501402 49.0129841, 8.348826300000001 49.0133822, 8.3481448 49.0135814, 8.3479052 49.0132408, 8.3485409 49.0130505, 8.3484707 49.0129482))"
220 kV-Umspannwerk Birkenfeld,"POLYGON ((8.6406983 48.8887561, 8.6422159 48.8888593, 8.6419201 48.8898335, 8.6426309 48.8899617, 8.643025399999999 48.8907724, 8.642826100000001 48.8912573, 8.6412437 48.8910441, 8.6413207 48.8907359, 8.641251 48.8907147, 8.640271200000001 48.8906039, 8.6406983 48.8887561))"
Umspannwerk Trossingen,"POLYGON ((8.6143392 48.0664332, 8.616961099999999 48.0677159, 8.617927 48.0668341, 8.617843300000001 48.0667932, 8.617557099999999 48.0666532, 8.6178002 48.0664312, 8.618936700000001 48.0653938, 8.6165339 48.0642183, 8.615084400000001 48.0655415, 8.6152353 48.0656153, 8.6143392 48.0664332))"
EnBW Umspannwerk Altbach 1,"POLYGON ((9.371510799999999 48.7194892, 9.370346400000001 48.7195228, 9.370333 48.7187451, 9.371510799999999 48.7187575, 9.371510799999999 48.7194892))"
Umspannwerk Rotensohl,"POLYGON ((10.2229802 48.736252, 10.2224786 48.7361831, 10.2219354 48.7363405, 10.221289 48.7365855, 10.2219703 48.7372639, 10.222087 48.7372489, 10.222779 48.7371772, 10.223581 48.7368332, 10.2229802 48.736252))"
Bühl,"POLYGON ((8.119980999999999 48.7047491, 8.1210643 48.7044231, 8.1215043 48.7050156, 8.120952000000001 48.7051928, 8.121224 48.7056778, 8.120648900000001 48.7062817, 8.1203304 48.7063816, 8.119865799999999 48.7057118, 8.1201933 48.7052851, 8.119980999999999 48.7047491))"
Drehstromschaltwerk Neckarwestheim,"POLYGON ((9.2040425 49.042811, 9.2054966 49.042766, 9.205491800000001 49.0427, 9.205512499999999 49.0427001, 9.2055401 49.0426997, 9.205568400000001 49.0426993, 9.2055662 49.0426792, 9.205561599999999 49.0426204, 9.205553099999999 49.0425316, 9.206650099999999 49.0424975, 9.2065912 49.0417346, 9.206438199999999 49.0417374, 9.2039431 49.0418388, 9.2040425 49.042811))"
Umspannwerk Dellmensingen,"POLYGON ((9.884418200000001 48.3025289, 9.8840047 48.3026359, 9.883573999999999 48.302548, 9.882080200000001 48.302838, 9.882889799999999 48.3050346, 9.887082700000001 48.3058603, 9.8874964 48.3049512, 9.8886392 48.3051916, 9.8890756 48.3034536, 9.884418200000001 48.3025289))"
Umspannwerk Dellmensingen,"POLYGON ((9.884418200000001 48.3025289, 9.8840047 48.3026359, 9.883573999999999 48.302548, 9.882080200000001 48.302838, 9.882889799999999 48.3050346, 9.887082700000001 48.3058603, 9.8874964 48.3049512, 9.8886392 48.3051916, 9.8890756 48.3034536, 9.884418200000001 48.3025289))"
Umspannwerk Villingen,"POLYGON ((8.4652657 48.0442417, 8.4653385 48.0439206, 8.4653899 48.0436941, 8.4662183 48.0437863, 8.466431999999999 48.04381, 8.466557099999999 48.0430982, 8.464746999999999 48.04299, 8.4646866 48.0432571, 8.4645195 48.0440111, 8.464486600000001 48.0441634, 8.4652657 48.0442417))"
Umspannwerk Goldshöfe,"POLYGON ((10.1197025 48.8974281, 10.119856 48.8961839, 10.1197133 48.8960638, 10.1192929 48.8960112, 10.1191802 48.8961239, 10.1191899 48.8965308, 10.1191011 48.8965321, 10.1190402 48.8965317, 10.1190148 48.8960939, 10.1186233 48.8960281, 10.1182317 48.8960239, 10.1182496 48.896572, 10.1173762 48.8965831, 10.1168777 48.8965894, 10.116867 48.896222, 10.1143774 48.8962572, 10.1144149 48.8970586, 10.1155735 48.897045, 10.1160312 48.8973083, 10.1160342 48.8981666, 10.1173632 48.8981582, 10.117372 48.8979728, 10.1185192 48.8979604, 10.1186379 48.8979846, 10.1187257 48.8980355, 10.1187687 48.8983917, 10.1188375 48.8984256, 10.1193449 48.8984278, 10.1194309 48.8984075, 10.1194911 48.8983498, 10.1195066 48.8982831, 10.1195083 48.8976261, 10.1197025 48.8974281))"
Umspannwerk Goldshöfe,"POLYGON ((10.1197025 48.8974281, 10.119856 48.8961839, 10.1197133 48.8960638, 10.1192929 48.8960112, 10.1191802 48.8961239, 10.1191899 48.8965308, 10.1191011 48.8965321, 10.1190402 48.8965317, 10.1190148 48.8960939, 10.1186233 48.8960281, 10.1182317 48.8960239, 10.1182496 48.896572, 10.1173762 48.8965831, 10.1168777 48.8965894, 10.116867 48.896222, 10.1143774 48.8962572, 10.1144149 48.8970586, 10.1155735 48.897045, 10.1160312 48.8973083, 10.1160342 48.8981666, 10.1173632 48.8981582, 10.117372 48.8979728, 10.1185192 48.8979604, 10.1186379 48.8979846, 10.1187257 48.8980355, 10.1187687 48.8983917, 10.1188375 48.8984256, 10.1193449 48.8984278, 10.1194309 48.8984075, 10.1194911 48.8983498, 10.1195066 48.8982831, 10.1195083 48.8976261, 10.1197025 48.8974281))"
EnBW Umspannwerk Engstlatt,"POLYGON ((8.872626799999999 48.3089323, 8.872203300000001 48.3091751, 8.870187400000001 48.3097971, 8.871567199999999 48.3118807, 8.8754267 48.3106138, 8.874445399999999 48.3082078, 8.8742722 48.3082518, 8.873134 48.3085643, 8.872626799999999 48.3089323))"
380kV-Umspannwerk Pulverdingen,"POLYGON ((9.0458763 48.9025356, 9.045583499999999 48.9026166, 9.0454884 48.902468, 9.0454758 48.9024483, 9.045646 48.9024013, 9.0456737 48.9023936, 9.045697499999999 48.902376, 9.0457106 48.9023573, 9.0457111 48.902333, 9.0452429 48.9015861, 9.0446898 48.9015656, 9.0425345 48.9021644, 9.0424106 48.901975, 9.042411599999999 48.9019474, 9.042429500000001 48.9014397, 9.0420885 48.9014345, 9.042071200000001 48.9019235, 9.0419547 48.9020281, 9.041475699999999 48.9024584, 9.041013299999999 48.9025918, 9.042182499999999 48.9044233, 9.0432463 48.9041403, 9.0442938 48.9041916, 9.0458195 48.9037811, 9.0466491 48.9040156, 9.046809 48.9042721, 9.049084499999999 48.9036288, 9.0491017 48.9031323, 9.050489799999999 48.9027425, 9.0505256 48.9019448, 9.0504421 48.9019255, 9.0504012 48.9019161, 9.0503673 48.9019083, 9.0502761 48.9018873, 9.0492525 48.9021647, 9.049000400000001 48.9017814, 9.046453700000001 48.9024911, 9.0463945 48.9023923, 9.0459139 48.9025252, 9.0458763 48.9025356))"
380kV-Umspannwerk Pulverdingen,"POLYGON ((9.0458763 48.9025356, 9.045583499999999 48.9026166, 9.0454884 48.902468, 9.0454758 48.9024483, 9.045646 48.9024013, 9.0456737 48.9023936, 9.045697499999999 48.902376, 9.0457106 48.9023573, 9.0457111 48.902333, 9.0452429 48.9015861, 9.0446898 48.9015656, 9.0425345 48.9021644, 9.0424106 48.901975, 9.042411599999999 48.9019474, 9.042429500000001 48.9014397, 9.0420885 48.9014345, 9.042071200000001 48.9019235, 9.0419547 48.9020281, 9.041475699999999 48.9024584, 9.041013299999999 48.9025918, 9.042182499999999 48.9044233, 9.0432463 48.9041403, 9.0442938 48.9041916, 9.0458195 48.9037811, 9.0466491 48.9040156, 9.046809 48.9042721, 9.049084499999999 48.9036288, 9.0491017 48.9031323, 9.050489799999999 48.9027425, 9.0505256 48.9019448, 9.0504421 48.9019255, 9.0504012 48.9019161, 9.0503673 48.9019083, 9.0502761 48.9018873, 9.0492525 48.9021647, 9.049000400000001 48.9017814, 9.046453700000001 48.9024911, 9.0463945 48.9023923, 9.0459139 48.9025252, 9.0458763 48.9025356))"
Umspannwerk Wiesloch,"POLYGON ((8.6727536 49.2912899, 8.672864199999999 49.2906375, 8.6727972 49.2905905, 8.6732063 49.2894393, 8.674243000000001 49.2898312, 8.6748248 49.2900293, 8.6750189 49.2900687, 8.675103999999999 49.2900859, 8.6743308 49.2909905, 8.6738488 49.2909199, 8.673764 49.291364, 8.6727536 49.2912899))"
Umspannwerk Wiesloch,"POLYGON ((8.6727536 49.2912899, 8.672864199999999 49.2906375, 8.6727972 49.2905905, 8.6732063 49.2894393, 8.674243000000001 49.2898312, 8.6748248 49.2900293, 8.6750189 49.2900687, 8.675103999999999 49.2900859, 8.6743308 49.2909905, 8.6738488 49.2909199, 8.673764 49.291364, 8.6727536 49.2912899))"
EnBW Umspannwerk Endersbach,"POLYGON ((9.3772559 48.813167, 9.3767005 48.8124535, 9.3771053 48.8122947, 9.3780416 48.8120708, 9.378436600000001 48.8126602, 9.3783379 48.8128157, 9.3781704 48.8129047, 9.3778586 48.8129907, 9.377766599999999 48.8129985, 9.3777256 48.8130093, 9.3776951 48.81302, 9.3776048 48.8130681, 9.3772559 48.813167))"
220-kV-Umspannwerk Eichstetten,"POLYGON ((7.7511643 48.096829, 7.750935 48.096673, 7.7509556 48.0966294, 7.7509171 48.0966009, 7.7508746 48.0965695, 7.7508148 48.0965911, 7.7500325 48.0960202, 7.7496867 48.0956952, 7.7499417 48.0955679, 7.750017 48.0956088, 7.7500483 48.0955908, 7.7500758 48.0955735, 7.75016 48.0955289, 7.7503664 48.0954196, 7.7503326 48.0953884, 7.7509175 48.0951113, 7.7510559 48.0951153, 7.751096 48.0951382, 7.7511349 48.0951143, 7.7511646 48.0950971, 7.7537999 48.0970673, 7.7542905 48.0974307, 7.7542567 48.0974531, 7.754213 48.0974821, 7.7541928 48.0974955, 7.7541146 48.0975481, 7.7540758 48.0975743, 7.7540427 48.0975928, 7.7539887 48.09755, 7.7540218 48.0975314, 7.7539635 48.0974961, 7.7538708 48.0975513, 7.7537586 48.0976193, 7.7536712 48.0976764, 7.7524287 48.0973209, 7.7521372 48.0972435, 7.7518958 48.0971613, 7.7518216 48.0971325, 7.7516491 48.0970654, 7.7514154 48.0969669, 7.7511643 48.096829))"
Schwörstadt,"POLYGON ((7.8422827 47.5865281, 7.8439266 47.586312, 7.8436686 47.5853705, 7.8436131 47.5851657, 7.8419002 47.5854403, 7.8418594 47.5855905, 7.8417835 47.5859243, 7.8421102 47.5859436, 7.8421865 47.586202, 7.8422827 47.5865281))"
Lastverteilung/Schaltanlage Kühmoos,"POLYGON ((7.9553237 47.5933359, 7.9552699 47.5958074, 7.95675 47.5958292, 7.9567937 47.5958084, 7.9567937 47.5957844, 7.9578749 47.5957941, 7.9578474 47.5968939, 7.9576761 47.5970118, 7.9576454 47.5982409, 7.957729 47.598241, 7.957727 47.5985853, 7.9577598 47.5985857, 7.9586318 47.5985962, 7.9598677 47.598611, 7.9598999 47.5971642, 7.9599123 47.5959255, 7.9600966 47.5958121, 7.9601184 47.5945238, 7.9600994 47.5945198, 7.960101 47.594479, 7.9601009 47.5944251, 7.9601321 47.5944152, 7.9601169 47.5933989, 7.9553237 47.5933359))"
Lastverteilung/Schaltanlage Kühmoos,"POLYGON ((7.9553237 47.5933359, 7.9552699 47.5958074, 7.95675 47.5958292, 7.9567937 47.5958084, 7.9567937 47.5957844, 7.9578749 47.5957941, 7.9578474 47.5968939, 7.9576761 47.5970118, 7.9576454 47.5982409, 7.957729 47.598241, 7.957727 47.5985853, 7.9577598 47.5985857, 7.9586318 47.5985962, 7.9598677 47.598611, 7.9598999 47.5971642, 7.9599123 47.5959255, 7.9600966 47.5958121, 7.9601184 47.5945238, 7.9600994 47.5945198, 7.960101 47.594479, 7.9601009 47.5944251, 7.9601321 47.5944152, 7.9601169 47.5933989, 7.9553237 47.5933359))"
Umspannwerk Leinfelden,"POLYGON ((9.148324300000001 48.7001345, 9.1483252 48.7000578, 9.148195400000001 48.7000571, 9.148192699999999 48.7002719, 9.1483755 48.7002729, 9.148377200000001 48.7001348, 9.148324300000001 48.7001345))"
Marbach,"POLYGON ((9.2359452 48.9277405, 9.235746799999999 48.9262214, 9.2366469 48.92619, 9.2369269 48.926313, 9.237071800000001 48.927677, 9.2359452 48.9277405))"
Beuren,"POLYGON ((8.862827299999999 47.8063679, 8.8620447 47.8060543, 8.862345100000001 47.8057161, 8.8613591 47.805321, 8.860176599999999 47.8066522, 8.8607879 47.8068971, 8.8610115 47.8069867, 8.860873699999999 47.8071418, 8.8618074 47.807516, 8.862827299999999 47.8063679))"
Umspannwerk Kupferzell,"POLYGON ((9.6936289 49.2314078, 9.6936044 49.2307725, 9.6942126 49.2304032, 9.696574699999999 49.232551, 9.6964696 49.2332775, 9.6958737 49.2336769, 9.694129200000001 49.2344139, 9.6929084 49.233351, 9.6930022 49.2331182, 9.6935576 49.2320057, 9.6936289 49.2314078))"
Umspannwerk Hüffenhardt,"POLYGON ((9.093017100000001 49.2960276, 9.092372900000001 49.2963891, 9.0919586 49.2963692, 9.091710600000001 49.2961734, 9.0918484 49.2960929, 9.0916329 49.295922, 9.0913843 49.296058, 9.0912503 49.2959179, 9.0903437 49.2952276, 9.0905559 49.2951064, 9.0902675 49.2949137, 9.090304700000001 49.2947463, 9.090314299999999 49.2947008, 9.0902785 49.2946966, 9.090314299999999 49.2946047, 9.090543200000001 49.2945475, 9.091025999999999 49.2941688, 9.090347 49.2936481, 9.0916335 49.2929541, 9.0918472 49.2930934, 9.0918969 49.2930946, 9.091966299999999 49.2930963, 9.091969300000001 49.293175, 9.0924475 49.2934465, 9.092843999999999 49.2936244, 9.0936594 49.2942924, 9.093631800000001 49.2945008, 9.092378200000001 49.2952036, 9.0922602 49.2954477, 9.093017100000001 49.2960276))"
