name,geometry
Umspannwerk Altheim,"POLYGON ((12.2174023 48.5860548, 12.2184215 48.5840864, 12.2200117 48.5844467, 12.2242685 48.5854112, 12.2232493 48.5873796, 12.2174023 48.5860548))"
Isar,"POLYGON ((12.2948145 48.6070861, 12.2954918 48.6058898, 12.2970618 48.6062784, 12.2971328 48.6061531, 12.2972347 48.6061783, 12.2979151 48.6063468, 12.2978102 48.606532, 12.2989369 48.6068187, 12.2985685 48.6074751, 12.2983023 48.6079495, 12.2949914 48.6071299, 12.2948145 48.6070861))"
Umspannwerk Plattling,"POLYGON ((12.8521936 48.7659566, 12.85327 48.7661752, 12.8544587 48.7642178, 12.853788 48.7640783, 12.8537584 48.7641208, 12.8535889 48.7640796, 12.8535362 48.7640833, 12.8535115 48.7641127, 12.8534725 48.764103, 12.8534284 48.7640901, 12.853473 48.7640147, 12.8533433 48.7639883, 12.8521936 48.7659566))"
Umspannwerk Plattling,"POLYGON ((12.8508742 48.76311, 12.8508019 48.7633768, 12.8520363 48.7636085, 12.8521877 48.763564, 12.8523163 48.7635981, 12.8525098 48.763255, 12.852255 48.7629355, 12.8516819 48.7631319, 12.8508742 48.76311))"
Umspannwerk Gundelfingen,"POLYGON ((10.3903212 48.5200917, 10.3927583 48.5201267, 10.3928008 48.51919, 10.3928019 48.5191656, 10.3932901 48.5191859, 10.3933603 48.5176529, 10.3933792 48.5170858, 10.3927159 48.516947, 10.3904334 48.5168732, 10.3903212 48.5200917))"
Umspannwerk Kempten-Au,"POLYGON ((10.3185234 47.6833488, 10.3185424 47.6831623, 10.3186351 47.6820864, 10.3194959 47.682077, 10.3196392 47.6820782, 10.319645 47.6822073, 10.319666 47.6826746, 10.3197615 47.6826753, 10.3197184 47.6832807, 10.3195399 47.6832867, 10.3195375 47.6833072, 10.3195221 47.6833703, 10.3185234 47.6833488))"
Umspannwerk Pirach,"POLYGON ((12.7454411 48.1495426, 12.7454943 48.1495791, 12.7457394 48.1496251, 12.7457703 48.1496482, 12.7458011 48.1496712, 12.7461889 48.1501043, 12.7463068 48.1501653, 12.7464106 48.1501998, 12.7467315 48.1502501, 12.7470033 48.1502878, 12.7472891 48.1502164, 12.7498375 48.1488327, 12.7484644 48.1478493, 12.7486061 48.1477645, 12.7486984 48.1477129, 12.7493661 48.1473238, 12.7486329 48.146775, 12.7451824 48.148915, 12.7448498 48.149129, 12.7454411 48.1495426))"
Umspannwerk Simbach,"POLYGON ((13.0025783 48.2609453, 13.0010539 48.2622922, 13.0021466 48.2628566, 13.0029601 48.2629354, 13.0032919 48.262641, 13.0042134 48.2618645, 13.0045767 48.2615455, 13.0038634 48.2611907, 13.0037352 48.2611991, 13.0035567 48.2613062, 13.0035188 48.2612842, 13.0032802 48.2611456, 13.0031344 48.2612661, 13.0027703 48.2610567, 13.0025783 48.2609453))"
Umspannwerk Mechlenreuth,"POLYGON ((11.811357 50.1826397, 11.8103884 50.1829407, 11.8088264 50.1834585, 11.8097259 50.1846781, 11.8097894 50.1847642, 11.8106036 50.1847052, 11.811425 50.1844876, 11.8112975 50.1843089, 11.8116586 50.1842156, 11.8117436 50.1843426, 11.8127561 50.1840297, 11.8125831 50.1838037, 11.8124021 50.1835673, 11.8121118 50.1836444, 11.8118502 50.1832962, 11.811357 50.1826397))"
Umspannwerk Mechlenreuth,"POLYGON ((11.811357 50.1826397, 11.8103884 50.1829407, 11.8088264 50.1834585, 11.8097259 50.1846781, 11.8097894 50.1847642, 11.8106036 50.1847052, 11.811425 50.1844876, 11.8112975 50.1843089, 11.8116586 50.1842156, 11.8117436 50.1843426, 11.8127561 50.1840297, 11.8125831 50.1838037, 11.8124021 50.1835673, 11.8121118 50.1836444, 11.8118502 50.1832962, 11.811357 50.1826397))"
Grafenrheinfeld,"POLYGON ((10.19163 49.9812443, 10.1916781 49.9812027, 10.1914521 49.9805441, 10.1913238 49.9801705, 10.1912655 49.9801555, 10.1912422 49.9801054, 10.1849461 49.9809407, 10.1847011 49.9809732, 10.1841839 49.9813158, 10.1845378 49.9823536, 10.1876955 49.981936, 10.1878468 49.9820035, 10.1879145 49.9819937, 10.1886599 49.9818859, 10.1885891 49.9816626, 10.19163 49.9812443))"
Zolling - Irsching,"POLYGON ((11.8057816 48.456218, 11.8083502 48.4564154, 11.8086244 48.4561819, 11.809288 48.4556169, 11.8093601 48.4547598, 11.8093699 48.4546434, 11.8073014 48.4544629, 11.807267 48.4545633, 11.8070227 48.4545454, 11.8070075 48.4544605, 11.8068433 48.4544546, 11.8068539 48.4543673, 11.8065483 48.4543446, 11.8064724 48.4550101, 11.8059549 48.4552302, 11.8057816 48.456218))"
Umspannwerk Ludersheim,"POLYGON ((11.3287192 49.3943057, 11.3294283 49.3941888, 11.3295442 49.3941697, 11.3291929 49.3929633, 11.3290049 49.392504, 11.3287698 49.3921048, 11.3267751 49.3924231, 11.3247442 49.3927424, 11.3243265 49.3931721, 11.3246082 49.394026, 11.3246815 49.3942483, 11.3256344 49.3948092, 11.3287192 49.3943057))"
Irsching,"POLYGON ((11.5768272 48.7661, 11.5834195 48.7661546, 11.5834972 48.7643887, 11.5851255 48.7643614, 11.5855816 48.7643565, 11.5856116 48.7638182, 11.5854689 48.7637469, 11.5854791 48.7633471, 11.5836763 48.7633339, 11.5836821 48.7631647, 11.5835729 48.7631199, 11.5833909 48.7631135, 11.5832162 48.7630815, 11.5831337 48.7631839, 11.5831262 48.7633244, 11.5816458 48.7633335, 11.5816457 48.7643629, 11.5794782 48.7643731, 11.5779839 48.7650627, 11.5768833 48.765107, 11.5768272 48.7661))"
Irsching,"POLYGON ((11.5768272 48.7661, 11.5834195 48.7661546, 11.5834972 48.7643887, 11.5851255 48.7643614, 11.5855816 48.7643565, 11.5856116 48.7638182, 11.5854689 48.7637469, 11.5854791 48.7633471, 11.5836763 48.7633339, 11.5836821 48.7631647, 11.5835729 48.7631199, 11.5833909 48.7631135, 11.5832162 48.7630815, 11.5831337 48.7631839, 11.5831262 48.7633244, 11.5816458 48.7633335, 11.5816457 48.7643629, 11.5794782 48.7643731, 11.5779839 48.7650627, 11.5768833 48.765107, 11.5768272 48.7661))"
 ,"POLYGON ((11.8029997 48.4553162, 11.8030212 48.4551739, 11.8031606 48.4551561, 11.8032518 48.4551704, 11.8032786 48.4552095, 11.8032465 48.4553554, 11.8029997 48.4553162))"
Schweinfurt,"POLYGON ((10.1964211 50.027472, 10.1974235 50.0279987, 10.1971892 50.0282122, 10.1966857 50.0282629, 10.1966669 50.0282384, 10.196569 50.0282226, 10.1964484 50.0282854, 10.1962714 50.0283013, 10.1960333 50.0282835, 10.1957779 50.0282431, 10.1955397 50.0281699, 10.1964211 50.027472))"
380 kV-Kabel Terminal Berlin,"POLYGON ((13.2808518 52.5264818, 13.2808108 52.5264356, 13.2808513 52.5264117, 13.2809238 52.5264067, 13.2811118 52.5265341, 13.2812569 52.5266404, 13.2812474 52.5266716, 13.2811998 52.5267005, 13.2811422 52.5266864, 13.2809958 52.5265835, 13.2808518 52.5264818))"
Umspannwerk Malchow,"POLYGON ((13.4918058 52.5905644, 13.4932131 52.5911523, 13.4946724 52.5917263, 13.4964621 52.5898931, 13.4980285 52.5883939, 13.4964192 52.5882636, 13.4960973 52.588609, 13.4946918 52.5880876, 13.4944665 52.5881006, 13.4918058 52.5905644))"
Umspannwerk Wuhlheide,"POLYGON ((13.5042772 52.4730279, 13.5043253 52.4742965, 13.5043954 52.4743706, 13.5069731 52.4747633, 13.5070145 52.4747519, 13.5070582 52.4747368, 13.5070929 52.474789, 13.5074726 52.4748469, 13.5075567 52.4747632, 13.5084108 52.4739855, 13.5078513 52.4737536, 13.5078743 52.4737305, 13.5079633 52.4736414, 13.5067294 52.4731242, 13.5054403 52.4725896, 13.5047701 52.473201, 13.504487 52.4730721, 13.5044546 52.4731049, 13.5042772 52.4730279))"
Umspannwerk Marzahn,"POLYGON ((13.523648 52.5354198, 13.5234709 52.5353784, 13.5234525 52.5354096, 13.5232099 52.5357808, 13.5233364 52.5358146, 13.5246625 52.5361592, 13.5249317 52.5357541, 13.5251317 52.5354416, 13.523845 52.5351178, 13.523648 52.5354198))"
Umspannwerk Marzahn,"POLYGON ((13.523648 52.5354198, 13.5234709 52.5353784, 13.5234525 52.5354096, 13.5232099 52.5357808, 13.5233364 52.5358146, 13.5246625 52.5361592, 13.5249317 52.5357541, 13.5251317 52.5354416, 13.523845 52.5351178, 13.523648 52.5354198))"
Teufelsbruch,"POLYGON ((13.2122694 52.5803757, 13.2107931 52.5803914, 13.2107938 52.5807812, 13.2111542 52.580776, 13.2111457 52.5809429, 13.2119096 52.5809325, 13.2119181 52.5807656, 13.2122529 52.5807656, 13.2122694 52.5803757))"
Berlin/Mitte,"POLYGON ((13.3671664 52.5028712, 13.3673627 52.5031197, 13.3674885 52.5032634, 13.3675325 52.5032463, 13.3683438 52.504043, 13.3700744 52.5032577, 13.3696472 52.5028308, 13.369364 52.5023587, 13.3689641 52.5024505, 13.3671664 52.5028712))"
Umspannwerk Friedrichshain,"POLYGON ((13.4552853 52.5212629, 13.4554176 52.5214464, 13.4558042 52.5219536, 13.4559479 52.5219284, 13.4560806 52.5219048, 13.4575644 52.5216417, 13.4570722 52.5209492, 13.4569418 52.5209693, 13.4557206 52.5211919, 13.4552853 52.5212629))"
Umspannwerk Reuter,"POLYGON ((13.2497918 52.5317109, 13.249675 52.5311775, 13.2494736 52.5311372, 13.2482587 52.5315437, 13.2481921 52.531628, 13.2481499 52.5316444, 13.248083 52.5316643, 13.2483152 52.5318985, 13.2488626 52.5320354, 13.2490356 52.5321035, 13.2491601 52.5320736, 13.2492055 52.5319304, 13.2497918 52.5317109))"
Umspannwerk Charlottenburg,"POLYGON ((13.3153709 52.5221724, 13.3154679 52.5221759, 13.3154652 52.5222028, 13.3156934 52.5222111, 13.315707 52.5220711, 13.3157648 52.5220732, 13.315778 52.5219373, 13.3157204 52.5219353, 13.3157303 52.5218335, 13.3152817 52.5218174, 13.3152552 52.5220901, 13.3153655 52.5220941, 13.3153643 52.5221065, 13.3154768 52.5221105, 13.3154752 52.5221269, 13.3153757 52.5221233, 13.3153709 52.5221724))"
Umspannwerk Preilack,"POLYGON ((14.4275686 51.8869171, 14.4272655 51.8871396, 14.4268852 51.8869428, 14.4258158 51.8863715, 14.42537 51.8867213, 14.4251122 51.8869696, 14.4255172 51.8871337, 14.423891 51.888419, 14.4298396 51.8914368, 14.4320811 51.8898372, 14.4319626 51.8897804, 14.4313872 51.8894493, 14.4320849 51.889009, 14.4309345 51.8884835, 14.4308709 51.8884544, 14.4309396 51.8883831, 14.42795 51.886862, 14.4276853 51.8869897, 14.4276448 51.8869658, 14.4275686 51.8869171))"
Wustermark,"POLYGON ((12.9423097 52.5604852, 12.9422239 52.5604869, 12.9417806 52.5604957, 12.9417394 52.5597278, 12.9416701 52.5597292, 12.9414558 52.5597335, 12.9414533 52.5596855, 12.94145 52.5596249, 12.9395318 52.5596629, 12.9397973 52.5646103, 12.9427096 52.5645525, 12.9426381 52.5632196, 12.944287 52.5631869, 12.94414 52.5604489, 12.9423097 52.5604852))"
Wustermark,"POLYGON ((12.9423097 52.5604852, 12.9422239 52.5604869, 12.9417806 52.5604957, 12.9417394 52.5597278, 12.9416701 52.5597292, 12.9414558 52.5597335, 12.9414533 52.5596855, 12.94145 52.5596249, 12.9395318 52.5596629, 12.9397973 52.5646103, 12.9427096 52.5645525, 12.9426381 52.5632196, 12.944287 52.5631869, 12.94414 52.5604489, 12.9423097 52.5604852))"
Umspannwerk Schönewalde,"POLYGON ((13.1569436 51.827493, 13.1552316 51.8285024, 13.1560043 51.8289695, 13.1560692 51.8290087, 13.156922 51.829045, 13.1572195 51.8291808, 13.1577926 51.8292612, 13.1589055 51.828561, 13.1573949 51.8276557, 13.1569436 51.827493))"
Thyrow,"POLYGON ((13.3044394 52.230292, 13.3032008 52.2304899, 13.3034266 52.2310788, 13.3039976 52.2324818, 13.3041063 52.233023, 13.3054997 52.2329564, 13.3054725 52.2326816, 13.3053434 52.232207, 13.3054209 52.2321979, 13.3057992 52.2321397, 13.3061893 52.2320809, 13.3064806 52.232005, 13.3063725 52.2316664, 13.3081278 52.2313937, 13.3080487 52.2307333, 13.3071192 52.2285023, 13.3053635 52.2287798, 13.3055244 52.2292025, 13.3051191 52.2292687, 13.3051706 52.2294792, 13.3052139 52.2295896, 13.3054265 52.2301312, 13.3044394 52.230292))"
Thyrow,"POLYGON ((13.3044394 52.230292, 13.3032008 52.2304899, 13.3034266 52.2310788, 13.3039976 52.2324818, 13.3041063 52.233023, 13.3054997 52.2329564, 13.3054725 52.2326816, 13.3053434 52.232207, 13.3054209 52.2321979, 13.3057992 52.2321397, 13.3061893 52.2320809, 13.3064806 52.232005, 13.3063725 52.2316664, 13.3081278 52.2313937, 13.3080487 52.2307333, 13.3071192 52.2285023, 13.3053635 52.2287798, 13.3055244 52.2292025, 13.3051191 52.2292687, 13.3051706 52.2294792, 13.3052139 52.2295896, 13.3054265 52.2301312, 13.3044394 52.230292))"
Bertikow,"POLYGON ((13.9552854 53.2523127, 13.9575973 53.253191, 13.9587781 53.2520327, 13.9576627 53.2516362, 13.956315 53.2511571, 13.9552854 53.2523127))"
Bertikow,"POLYGON ((13.9552854 53.2523127, 13.9575973 53.253191, 13.9587781 53.2520327, 13.9576627 53.2516362, 13.956315 53.2511571, 13.9552854 53.2523127))"
Hennigsdorf,"POLYGON ((13.2068171 52.6579113, 13.2069459 52.6569325, 13.2075605 52.6569539, 13.2075723 52.656789, 13.2075969 52.6565716, 13.206993 52.6565306, 13.2049695 52.6564741, 13.2049924 52.6566542, 13.2051315 52.6571309, 13.2050971 52.6575683, 13.2050886 52.6578494, 13.2068171 52.6579113))"
Vierraden,"POLYGON ((14.2697328 53.0970891, 14.2723353 53.0967977, 14.2725937 53.096767, 14.2724544 53.0963627, 14.2723147 53.0963812, 14.2722848 53.096302, 14.2722436 53.0962092, 14.2723195 53.0961279, 14.2723 53.0960572, 14.2721982 53.0960036, 14.2720217 53.0955201, 14.2716437 53.0955716, 14.2715831 53.09553, 14.2711452 53.0955794, 14.2690486 53.0958158, 14.2690638 53.0958563, 14.269272 53.0964122, 14.269482 53.0963909, 14.2695253 53.096514, 14.269544 53.0965827, 14.2697328 53.0970891))"
Brandenburg-West,"POLYGON ((12.4984606 52.4043247, 12.4979429 52.405675, 12.5005248 52.4060434, 12.5008829 52.4051093, 12.49994 52.4049748, 12.5000996 52.4045585, 12.4984606 52.4043247))"
Eisenhüttenstadt,"POLYGON ((14.6035417 52.1732656, 14.6039994 52.1737388, 14.6024349 52.1743751, 14.6038588 52.1757443, 14.6035817 52.1758511, 14.6036881 52.1759502, 14.6037333 52.1759937, 14.6040004 52.1758897, 14.6053464 52.1753657, 14.6065748 52.1748874, 14.6045527 52.1728887, 14.6035417 52.1732656))"
Umspannwerk Perleberg,"POLYGON ((11.8535078 53.0847649, 11.8528038 53.0850843, 11.8519263 53.0854792, 11.8506271 53.0860472, 11.8525153 53.0883155, 11.8540388 53.0876517, 11.8556703 53.0871243, 11.8544358 53.085696, 11.8535078 53.0847649))"
Neuenhagen,"POLYGON ((13.7081017 52.5363684, 13.7067168 52.5369286, 13.7053441 52.5374734, 13.704054 52.5379981, 13.7040051 52.5380226, 13.7039175 52.5380571, 13.7044039 52.5385135, 13.7043769 52.5385244, 13.7045881 52.5387271, 13.7048847 52.5390006, 13.704961 52.5390703, 13.7079429 52.5417933, 13.7087274 52.5425141, 13.7087386 52.5429205, 13.7088431 52.5431914, 13.7092569 52.5435702, 13.7098551 52.5432938, 13.7090362 52.5426388, 13.7101435 52.5421744, 13.7106476 52.5426366, 13.7107097 52.5426168, 13.7107645 52.5425973, 13.7108145 52.5425974, 13.7123915 52.5419657, 13.7123797 52.5419244, 13.7124257 52.5419024, 13.712487 52.5418829, 13.7125553 52.541899, 13.7126623 52.5418579, 13.715497 52.5407166, 13.715462 52.5404175, 13.7134591 52.5385786, 13.7132641 52.5385195, 13.7131875 52.538522, 13.7131665 52.5385005, 13.7131471 52.5384805, 13.7130265 52.5384553, 13.7126454 52.5386051, 13.7121465 52.5381601, 13.7115374 52.5379791, 13.7103216 52.5384764, 13.7091292 52.53895, 13.7080938 52.5380007, 13.7093511 52.5374928, 13.7081017 52.5363684))"
Neuenhagen,"POLYGON ((13.7081017 52.5363684, 13.7067168 52.5369286, 13.7053441 52.5374734, 13.704054 52.5379981, 13.7040051 52.5380226, 13.7039175 52.5380571, 13.7044039 52.5385135, 13.7043769 52.5385244, 13.7045881 52.5387271, 13.7048847 52.5390006, 13.704961 52.5390703, 13.7079429 52.5417933, 13.7087274 52.5425141, 13.7087386 52.5429205, 13.7088431 52.5431914, 13.7092569 52.5435702, 13.7098551 52.5432938, 13.7090362 52.5426388, 13.7101435 52.5421744, 13.7106476 52.5426366, 13.7107097 52.5426168, 13.7107645 52.5425973, 13.7108145 52.5425974, 13.7123915 52.5419657, 13.7123797 52.5419244, 13.7124257 52.5419024, 13.712487 52.5418829, 13.7125553 52.541899, 13.7126623 52.5418579, 13.715497 52.5407166, 13.715462 52.5404175, 13.7134591 52.5385786, 13.7132641 52.5385195, 13.7131875 52.538522, 13.7131665 52.5385005, 13.7131471 52.5384805, 13.7130265 52.5384553, 13.7126454 52.5386051, 13.7121465 52.5381601, 13.7115374 52.5379791, 13.7103216 52.5384764, 13.7091292 52.53895, 13.7080938 52.5380007, 13.7093511 52.5374928, 13.7081017 52.5363684))"
Umspannwerk Ragow,"POLYGON ((13.9064671 51.8760487, 13.9064896 51.8760239, 13.9070501 51.8753366, 13.9085925 51.8738622, 13.9033804 51.872028, 13.9006109 51.8710533, 13.9005232 51.8710884, 13.8996581 51.872031, 13.8993338 51.8723638, 13.8967805 51.8751499, 13.8964877 51.8756683, 13.9042965 51.8784128, 13.905178 51.8774533, 13.9063814 51.8761436, 13.906449 51.87607, 13.9064671 51.8760487))"
Umspannwerk Putlitz,"POLYGON ((12.0873096 53.2513389, 12.0883735 53.2512595, 12.0882206 53.2505258, 12.0871567 53.2506051, 12.0873096 53.2513389))"
Niedervieland,"POLYGON ((8.696634700000001 53.0919948, 8.696484 53.0923314, 8.6964319 53.0927072, 8.696501400000001 53.0930447, 8.694698900000001 53.0936225, 8.6932431 53.09259, 8.695726499999999 53.0913531, 8.696539899999999 53.0919294, 8.696634700000001 53.0919948))"
Umspannwerk Blockland,"POLYGON ((8.818300000000001 53.1079458, 8.8182145 53.1078479, 8.8181993 53.1078305, 8.8181707 53.1078283, 8.818020199999999 53.107667, 8.817974899999999 53.1075437, 8.817957700000001 53.1075189, 8.8178447 53.107345, 8.8209553 53.1062972, 8.8211499 53.1065045, 8.821691899999999 53.1070816, 8.821719699999999 53.1071124, 8.821741100000001 53.1071386, 8.8217868 53.1071842, 8.821892699999999 53.1073356, 8.8219938 53.1074466, 8.8219254 53.1074673, 8.8221089 53.1076574, 8.820447 53.1081539, 8.8200921 53.10826, 8.819759599999999 53.1078359, 8.8182724 53.1083365, 8.8182516 53.1083045, 8.818231900000001 53.1082743, 8.8181862 53.1081313, 8.818255499999999 53.1081059, 8.818197100000001 53.1080437, 8.818216400000001 53.1080372, 8.818171400000001 53.1079893, 8.818300000000001 53.1079458))"
Umspannwerk Farge,"POLYGON ((8.516546999999999 53.2036714, 8.516066800000001 53.2044785, 8.5158419 53.2044305, 8.514308099999999 53.2041032, 8.514788299999999 53.203296, 8.516546999999999 53.2036714))"
Umspannwerk Hamburg/Süd,"POLYGON ((9.907143100000001 53.4864439, 9.9075208 53.4871913, 9.9065996 53.487387, 9.907622399999999 53.4892846, 9.908078700000001 53.4900834, 9.908690999999999 53.4899625, 9.9086023 53.4898009, 9.911260199999999 53.4892595, 9.909474899999999 53.485998, 9.907143100000001 53.4864439))"
Umspannwerk Hamburg/Ost,"POLYGON ((10.1552913 53.5568028, 10.1562783 53.556507, 10.1564156 53.5566804, 10.156922 53.5565478, 10.1567675 53.5563541, 10.159188 53.5556505, 10.1595914 53.5561093, 10.1620204 53.5554006, 10.1617117 53.5550224, 10.1607673 53.5538455, 10.1588189 53.5544115, 10.1587417 53.5543095, 10.1585872 53.5543605, 10.158673 53.5544573, 10.1583081 53.5545617, 10.1580726 53.5542791, 10.1578981 53.5541628, 10.1575484 53.5542751, 10.1571879 53.553857, 10.1569142 53.5536116, 10.1534545 53.5546358, 10.1544151 53.5557691, 10.1552913 53.5568028))"
Umspannwerk Frankfurt Nord,"POLYGON ((8.735905600000001 50.160716, 8.735916700000001 50.1606868, 8.736081800000001 50.1602775, 8.7361877 50.1602919, 8.7362632 50.160303, 8.736351299999999 50.1597782, 8.736981999999999 50.157952, 8.7343405 50.1575685, 8.733607899999999 50.1594503, 8.7333257 50.1603576, 8.733951899999999 50.1604662, 8.7339638 50.1606012, 8.7342689 50.1606857, 8.7355144 50.1607118, 8.735905600000001 50.160716))"
Umspannwerk Urberach,"POLYGON ((8.770686299999999 49.9764305, 8.7719372 49.9762475, 8.772037600000001 49.9764873, 8.772114800000001 49.9764748, 8.7727699 49.9763705, 8.7728248 49.9763594, 8.772837299999999 49.9763573, 8.772880499999999 49.9763564, 8.773011199999999 49.9765285, 8.774949100000001 49.9762652, 8.7739618 49.9732753, 8.773702999999999 49.9725072, 8.7734933 49.9724892, 8.772956799999999 49.97258, 8.772892199999999 49.9726379, 8.7728474 49.9726453, 8.772804199999999 49.9726517, 8.7727054 49.9726108, 8.771775099999999 49.9727517, 8.7713339 49.9727252, 8.771440399999999 49.9730033, 8.770734300000001 49.9731049, 8.770846000000001 49.9734207, 8.770973399999999 49.9737806, 8.7698692 49.9739437, 8.7701922 49.9749174, 8.770686299999999 49.9764305))"
Umspannwerk Urberach,"POLYGON ((8.770686299999999 49.9764305, 8.7719372 49.9762475, 8.772037600000001 49.9764873, 8.772114800000001 49.9764748, 8.7727699 49.9763705, 8.7728248 49.9763594, 8.772837299999999 49.9763573, 8.772880499999999 49.9763564, 8.773011199999999 49.9765285, 8.774949100000001 49.9762652, 8.7739618 49.9732753, 8.773702999999999 49.9725072, 8.7734933 49.9724892, 8.772956799999999 49.97258, 8.772892199999999 49.9726379, 8.7728474 49.9726453, 8.772804199999999 49.9726517, 8.7727054 49.9726108, 8.771775099999999 49.9727517, 8.7713339 49.9727252, 8.771440399999999 49.9730033, 8.770734300000001 49.9731049, 8.770846000000001 49.9734207, 8.770973399999999 49.9737806, 8.7698692 49.9739437, 8.7701922 49.9749174, 8.770686299999999 49.9764305))"
 ,"POLYGON ((8.535970000000001 50.0783121, 8.5372784 50.0772767, 8.538468699999999 50.0778125, 8.5371635 50.0789154, 8.535970000000001 50.0783121))"
Dörnigheim 220 kV,"POLYGON ((8.8717425 50.1303849, 8.8721558 50.1318599, 8.8728283 50.1317433, 8.8744424 50.1309167, 8.874041099999999 50.1301749, 8.8738172 50.130109, 8.8738774 50.1300447, 8.8738473 50.1299611, 8.8717425 50.1303849))"
Umspannwerk Karben,"POLYGON ((8.8086786 50.2043527, 8.8087356 50.2025021, 8.8089516 50.2025053, 8.809264199999999 50.2025639, 8.8093187 50.2025657, 8.809390199999999 50.2025639, 8.8095877 50.2025182, 8.810554400000001 50.2025249, 8.810479000000001 50.2044964, 8.8086786 50.2043527))"
Umspannwerk Aßlar,"POLYGON ((8.479988000000001 50.5919667, 8.4817348 50.5914843, 8.4812432 50.5907668, 8.481427699999999 50.5907032, 8.481350900000001 50.5905772, 8.4812145 50.5905752, 8.481196000000001 50.5905485, 8.480994300000001 50.5902579, 8.4809672 50.5902189, 8.4810465 50.5901666, 8.480871799999999 50.5898812, 8.478171100000001 50.5906299, 8.478706499999999 50.5914078, 8.4795056 50.5911883, 8.479988000000001 50.5919667))"
Dillenburg,"POLYGON ((8.284053 50.7593309, 8.285441 50.7603945, 8.2859187 50.7601872, 8.2846388 50.7592227, 8.284891200000001 50.7591326, 8.285008400000001 50.7592227, 8.285197699999999 50.7591236, 8.2849182 50.7588802, 8.285675400000001 50.7585016, 8.284900199999999 50.7579158, 8.2843234 50.7581591, 8.284503600000001 50.7582943, 8.2841431 50.758763, 8.2840439 50.7590064, 8.284251299999999 50.7591957, 8.284053 50.7593309))"
Umspannstation Bischofsheim,"POLYGON ((8.388663899999999 49.981071, 8.390400100000001 49.9817223, 8.3902968 49.9818463, 8.3903517 49.9818685, 8.390441900000001 49.9819049, 8.389487799999999 49.9829039, 8.3891188 49.9831718, 8.3883785 49.9828827, 8.387655000000001 49.9833841, 8.3863161 49.9829977, 8.3879383 49.9818332, 8.388663899999999 49.981071))"
Umspannwerk Hof Schönau,"POLYGON ((8.4030015 49.9643563, 8.403559400000001 49.9648753, 8.4044607 49.9644778, 8.4039199 49.9639533, 8.4030015 49.9643563))"
Mecklar,"POLYGON ((9.747142 50.9176811, 9.747160000000001 50.917634, 9.74719 50.9175768, 9.7469728 50.916991, 9.747149 50.9168768, 9.7468071 50.9160386, 9.746065099999999 50.9161867, 9.744904099999999 50.9163774, 9.7452735 50.9173059, 9.747142 50.9176811))"
Umspannwerk Kriftel,"POLYGON ((8.4713963 50.0959864, 8.470841200000001 50.0963833, 8.470203 50.0960403, 8.468962400000001 50.0970403, 8.4698198 50.097449, 8.469478199999999 50.0977369, 8.4711032 50.0985044, 8.4714186 50.0982425, 8.4719826 50.0985348, 8.4738755 50.0970777, 8.4717802 50.0959833, 8.4713963 50.0959864))"
UW Waldeck,"POLYGON ((9.049931600000001 51.166588, 9.0491666 51.167099, 9.0507987 51.1680597, 9.0512403 51.1677648, 9.051563700000001 51.1675488, 9.049931600000001 51.166588))"
Umspannwerk Twistetal,"POLYGON ((8.9924777 51.3415466, 8.9912624 51.3439664, 8.991239999999999 51.3440109, 8.992627499999999 51.3442714, 8.992685 51.3442737, 8.9927235 51.3442685, 8.992760799999999 51.3442482, 8.9928005 51.3442211, 8.9928414 51.3442073, 8.992907499999999 51.3442094, 8.993639999999999 51.344331, 8.994092999999999 51.3434332, 8.9936069 51.3433549, 8.993297800000001 51.3432876, 8.994104999999999 51.341688, 8.992979699999999 51.3414585, 8.992965999999999 51.3415076, 8.992900499999999 51.3416298, 8.9924777 51.3415466))"
 ,"POLYGON ((9.047492099999999 51.1680856, 9.047791699999999 51.1679798, 9.047410899999999 51.1675557, 9.0473172 51.1675888, 9.0472292 51.1674944, 9.04702 51.1675599, 9.047492099999999 51.1680856))"
Umspannwerk Großkrotzenburg,"POLYGON ((8.9592437 50.0846166, 8.9598434 50.0846112, 8.9600568 50.0848127, 8.9602013 50.0847546, 8.9601994 50.0846988, 8.962002 50.0837474, 8.957656999999999 50.0803341, 8.957429100000001 50.0803547, 8.9557951 50.0811959, 8.955829700000001 50.081801, 8.9559497 50.0818106, 8.955979299999999 50.0818162, 8.9560143 50.0818228, 8.9559959 50.0819427, 8.958211800000001 50.0836698, 8.958138 50.0837118, 8.9581976 50.0837585, 8.9581783 50.0837684, 8.9592437 50.0846166))"
Umspannwerk Großkrotzenburg,"POLYGON ((8.9592437 50.0846166, 8.9598434 50.0846112, 8.9600568 50.0848127, 8.9602013 50.0847546, 8.9601994 50.0846988, 8.962002 50.0837474, 8.957656999999999 50.0803341, 8.957429100000001 50.0803547, 8.9557951 50.0811959, 8.955829700000001 50.081801, 8.9559497 50.0818106, 8.955979299999999 50.0818162, 8.9560143 50.0818228, 8.9559959 50.0819427, 8.958211800000001 50.0836698, 8.958138 50.0837118, 8.9581976 50.0837585, 8.9581783 50.0837684, 8.9592437 50.0846166))"
