name,source,capacity(MW),assigned_term,lat,lon,sh_pp_agg,idx
Kernkraftwerk Gundremmingen,unknown,2688.0,ElmTerm_0749,10.40164369626166,48.514594200000005,POINT (10.40164369626166 48.5145942),SM_0207
Isar 2,nuclear,1485.0,ElmTerm_0127,12.296883807499354,48.60690994567718,POINT (12.29688380749935 48.60690994567718),SM_0208
Uppenbornwerk II,hydro,18.0,ElmTerm_0126,12.220835362323827,48.58573299903572,POINT (12.22083536232383 48.58573299903572),SM_0209
Laufwasserkraftwerk Egglfing-Obernberg,hydro,80.7,ElmTerm_0133,13.002782153236362,48.261968292460516,POINT (13.00278215323636 48.26196829246052),SM_0210
Wasserkraftwerk Neuötting,hydro,26.1,ElmTerm_0132,12.747462509137112,48.148745343941634,POINT (12.74746250913711 48.14874534394163),SM_0211
,electricity,34.0,ElmTerm_0088,10.843117802275607,49.3786926568176,POINT (10.84311780227561 49.3786926568176),SM_0212
Laufwasserkraftwerk Eitting,hydro,26.0,ElmTerm_0779,11.80760570062169,48.45542681955668,POINT (11.80760570062169 48.45542681955668),SM_0213
Kraftwerk Geisling,hydro,25.0,ElmTerm_0109,12.15040164610605,49.012751838045375,POINT (12.15040164610605 49.01275183804538),SM_0214
Pumpspeicherwerk Happurg,hydro,160.0,ElmTerm_0138,11.326954195915937,49.39348134884771,POINT (11.32695419591594 49.39348134884771),SM_0215
Walchenseekraftwerk,hydro,124.0,ElmTerm_0122,11.277721101390524,47.49587269567863,POINT (11.27772110139052 47.49587269567863),SM_0216
Uppenbornwerk 1,hydro,26.4,ElmTerm_0779,11.80760570062169,48.45542681955668,POINT (11.80760570062169 48.45542681955668),SM_0217
Laufwasserkraftwerk Bittenbrunn,hydro,20.2,ElmTerm_0097,11.50773061334959,48.76112398371965,POINT (11.50773061334959 48.76112398371965),SM_0218
Laufwasserkraftwerk Gummering,hydro,14.8,ElmTerm_0127,12.296883807499354,48.60690994567718,POINT (12.29688380749935 48.60690994567718),SM_0219
Gasturbinen-Heizkraftwerk,gas,30.0,ElmTerm_0117,10.936728976041149,48.40130648732158,POINT (10.93672897604115 48.40130648732158),SM_0220
Pumpspeicherkraftwerk Leitzach,hydro,49.0,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0221
Kraftwerk Straubing,hydro,12.5,ElmTerm_0129,12.851745119882445,48.763297852608254,POINT (12.85174511988244 48.76329785260825),SM_0222
Laufwasserkraftwerk Bertoldsheim,hydro,18.9,ElmTerm_0124,10.86376165953402,48.54682313334514,POINT (10.86376165953402 48.54682313334514),SM_0223
Laufwasserkraftwerk Vohburg,hydro,23.3,ElmTerm_0139,11.581370530534224,48.76489406892629,POINT (11.58137053053422 48.76489406892629),SM_0224
Laufwasserkraftwerk Perach,hydro,19.4,ElmTerm_0132,12.747462509137112,48.148745343941634,POINT (12.74746250913711 48.14874534394163),SM_0225
Kraftwerk Meitingen,hydro,11.8,ElmTerm_0124,10.86376165953402,48.54682313334514,POINT (10.86376165953402 48.54682313334514),SM_0226
Kraftwerk Altheim,hydro,17.8,ElmTerm_0126,12.220835362323827,48.58573299903572,POINT (12.22083536232383 48.58573299903572),SM_0227
Wasserkraftwerk Oberaudorf-Ebbs,hydro,59.0,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0228
Pumpspeicherkraftwerk Tanzmühle,hydro,38.0,ElmTerm_0108,12.114769886106249,49.63115222636119,POINT (12.11476988610625 49.63115222636119),SM_0229
Laufwasserkraftwerk Nußdorf,hydro,25.4,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0230
Wasserkraftwerk Rosenheim,hydro,35.1,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0231
Wasserkraftwerk Stammham,hydro,23.2,ElmTerm_0133,13.002782153236362,48.261968292460516,POINT (13.00278215323636 48.26196829246052),SM_0232
Kraftwerk Zolling,coal;biomass,449.0,ElmTerm_0779,11.80760570062169,48.45542681955668,POINT (11.80760570062169 48.45542681955668),SM_0233
Kraftwerk Hausham,gas,100.0,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0234
Kraftwerk Senkelbach,hydro,320.0,ElmTerm_0117,10.936728976041149,48.40130648732158,POINT (10.93672897604115 48.40130648732158),SM_0235
Pumpspeicherkraftwerk Reisach,hydro,105.0,ElmTerm_0108,12.114769886106249,49.63115222636119,POINT (12.11476988610625 49.63115222636119),SM_0236
Solarpark Giebelstadt,solar,28.0,ElmTerm_0096,9.594301654057542,49.79844273337363,POINT (9.594301654057542 49.79844273337363),SM_0237
Wasserkraftwerk Faimingen,hydro,10.1,ElmTerm_0130,10.39177608189584,48.518460910341204,POINT (10.39177608189584 48.5184609103412),SM_0238
Alzwerke GmbH,hydro,42.0,ElmTerm_0132,12.747462509137112,48.148745343941634,POINT (12.74746250913711 48.14874534394163),SM_0239
GuD-Kraftwerk Wacker Burghausen,gas,120.0,ElmTerm_0132,12.747462509137112,48.148745343941634,POINT (12.74746250913711 48.14874534394163),SM_0240
,gas,60.0,ElmTerm_0118,9.090517560997903,49.97004135710877,POINT (9.090517560997903 49.97004135710877),SM_0241
Flusskraftwerk Rott,hydro,27.2,ElmTerm_0132,12.747462509137112,48.148745343941634,POINT (12.74746250913711 48.14874534394163),SM_0242
Kraftwerk Kachlet,hydro,53.0,ElmTerm_0099,13.10343465655084,48.66679296188136,POINT (13.10343465655084 48.66679296188136),SM_0243
Wasserkraftwerk Feldkirchen,hydro,38.0,ElmTerm_0123,12.130190649732526,47.91316549606221,POINT (12.13019064973253 47.91316549606221),SM_0244
GuD1,gas,280.0,ElmTerm_0081,11.639312138801586,48.17878342774281,POINT (11.63931213880159 48.17878342774281),SM_0245
GuD2,gas,427.0,ElmTerm_0081,11.639312138801586,48.17878342774281,POINT (11.63931213880159 48.17878342774281),SM_0246
,electricity,50.0,ElmTerm_0084,11.440774657323077,48.17180356172823,POINT (11.44077465732308 48.17180356172823),SM_0247
,electricity,50.0,ElmTerm_0084,11.440774657323077,48.17180356172823,POINT (11.44077465732308 48.17180356172823),SM_0248
,electricity,32.0,ElmTerm_0118,9.090517560997903,49.97004135710877,POINT (9.090517560997903 49.97004135710877),SM_0249
,electricity,32.0,ElmTerm_0118,9.090517560997903,49.97004135710877,POINT (9.090517560997903 49.97004135710877),SM_0250
,electricity,30.0,ElmTerm_0088,10.843117802275607,49.3786926568176,POINT (10.84311780227561 49.3786926568176),SM_0251
,gas,125.0,ElmTerm_0129,12.851745119882445,48.763297852608254,POINT (12.85174511988244 48.76329785260825),SM_0252
,electricity,30.0,ElmTerm_0088,10.843117802275607,49.3786926568176,POINT (10.84311780227561 49.3786926568176),SM_0253
,solar,18.7,ElmTerm_0090,10.160303296996513,49.989156750002486,POINT (10.16030329699651 49.98915675000249),SM_0254
Wasserkraftwerk Ering-Frauenstein,hydro,72.9,ElmTerm_0133,13.002782153236362,48.261968292460516,POINT (13.00278215323636 48.26196829246052),SM_0255
,oil,740.0,ElmTerm_0099,13.10343465655084,48.66679296188136,POINT (13.10343465655084 48.66679296188136),SM_0256
Kraftwerk Plattling,unknown,125.0,ElmTerm_0129,12.851745119882445,48.763297852608254,POINT (12.85174511988244 48.76329785260825),SM_0257
Heizkraftwerk Sandreuth,Gas,225.0,ElmTerm_0105,10.972903946853963,49.55850741164437,POINT (10.97290394685396 49.55850741164437),SM_0258
Photovoltaikanlage Farchet,solar,1400000.0,ElmTerm_0086,11.293972749310488,48.052042789622035,POINT (11.29397274931049 48.05204278962204),SM_0259
,electricity,15.0,ElmTerm_0134,11.810702583470762,50.183765546671026,POINT (11.81070258347076 50.18376554667103),SM_0260
,electricity,15.0,ElmTerm_0134,11.810702583470762,50.183765546671026,POINT (11.81070258347076 50.18376554667103),SM_0261
,biogas,190.0,ElmTerm_0117,10.936728976041149,48.40130648732158,POINT (10.93672897604115 48.40130648732158),SM_0262
Kraftwerk Pfrombach,hydro,22.3,ElmTerm_0779,11.80760570062169,48.45542681955668,POINT (11.80760570062169 48.45542681955668),SM_0263
Müllheizkraftwerk Coburg,unknown,10.6,ElmTerm_0092,11.19371432287162,50.16220208476587,POINT (11.19371432287162 50.16220208476587),SM_0264
Kraftwerk Berlin-Wilmersdorf,unknown,280.0,ElmTerm_0152,13.315515907362077,52.52199939459188,POINT (13.31551590736208 52.52199939459188),SM_0265
Heizkraftwerk Reuter West,coal,564.0,ElmTerm_0151,13.249028410108577,52.531623931206575,POINT (13.24902841010858 52.53162393120657),SM_0266
Kraftwerk Berlin-Moabit,coal,151.0,ElmTerm_0152,13.315515907362077,52.52199939459188,POINT (13.31551590736208 52.52199939459188),SM_0267
Heizkraftwerk Lichterfelde,gas,432.0,ElmTerm_0149,13.368654053295382,52.50314757780132,POINT (13.36865405329538 52.50314757780132),SM_0268
Heizkraftwerk Berlin-Mitte,gas,440.0,ElmTerm_0150,13.45643074459869,52.521451771228726,POINT (13.45643074459869 52.52145177122873),SM_0269
,oil,110.0,ElmTerm_0152,13.315515907362077,52.52199939459188,POINT (13.31551590736208 52.52199939459188),SM_0270
,oil,110.0,ElmTerm_0152,13.315515907362077,52.52199939459188,POINT (13.31551590736208 52.52199939459188),SM_0271
,oil,110.0,ElmTerm_0152,13.315515907362077,52.52199939459188,POINT (13.31551590736208 52.52199939459188),SM_0272
Holzheizkraftwerk Berlin-Neukölln,biomass,20.0,ElmTerm_0145,13.506128016235799,52.47382270381009,POINT (13.5061280162358 52.47382270381009),SM_0273
,electricity,32.0,ElmTerm_0145,13.506128016235799,52.47382270381009,POINT (13.5061280162358 52.47382270381009),SM_0274
Spitzenlastgasturbinenkraftwerk Thyrow,gas,296.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0275
Solarpark Luckau-Alteno,solar,21.0,ElmTerm_0168,13.90243459102636,51.87472345767119,POINT (13.90243459102636 51.87472345767119),SM_0276
Solarpark Mixdorf,solar,24.1,ElmTerm_0164,14.604476631533368,52.17449415962834,POINT (14.60447663153337 52.17449415962834),SM_0277
Kraftwerk Schwarze Pumpe,lignite,1600.0,ElmTerm_0750,14.355679994956077,51.53539869999997,POINT (14.35567999495608 51.53539869999997),SM_0278
,electricity,32.0,ElmTerm_0750,14.355679994956077,51.53539869999997,POINT (14.35567999495608 51.53539869999997),SM_0279
,electricity,24.0,ElmTerm_0160,13.957005594217906,53.25217165722352,POINT (13.95700559421791 53.25217165722352),SM_0280
Kraftwerk Kirchmöser,gas,160.0,ElmTerm_0163,12.499366022061011,52.405228449731375,POINT (12.49936602206101 52.40522844973137),SM_0281
Solarpark Fürstenwalde,solar,40.0,ElmTerm_0166,13.709669603335318,52.53979523272345,POINT (13.70966960333532 52.53979523272345),SM_0282
Solarkraftwerk Reckahn II,solar,13.3,ElmTerm_0163,12.499366022061011,52.405228449731375,POINT (12.49936602206101 52.40522844973137),SM_0283
Solarstrom-Kraftwerk Cottbus-Drewitz,solar,30.2,ElmTerm_0153,14.428180445821532,51.888864134778764,POINT (14.42818044582153 51.88886413477876),SM_0284
Solarpark Bronkow,solar,11.425,ElmTerm_0168,13.90243459102636,51.87472345767119,POINT (13.90243459102636 51.87472345767119),SM_0285
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0286
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0287
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0288
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0289
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0290
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0291
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0292
,electricity,15.0,ElmTerm_0158,13.305753338727778,52.23078183237908,POINT (13.30575333872778 52.23078183237908),SM_0293
,electricity,15.0,ElmTerm_0168,13.90243459102636,51.87472345767119,POINT (13.90243459102636 51.87472345767119),SM_0294
,electricity,15.0,ElmTerm_0168,13.90243459102636,51.87472345767119,POINT (13.90243459102636 51.87472345767119),SM_0295
,electricity,24.0,ElmTerm_0813,14.4528701,51.8341511,POINT (14.4528701 51.8341511),SM_0296
,electricity,32.0,ElmTerm_0164,14.604476631533368,52.17449415962834,POINT (14.60447663153337 52.17449415962834),SM_0297
,electricity,32.0,ElmTerm_0165,11.853105142684262,53.08654405435254,POINT (11.85310514268426 53.08654405435254),SM_0298
,electricity,24.0,ElmTerm_0155,12.941646614317973,52.56211436938793,POINT (12.94164661431797 52.56211436938793),SM_0299
Solarpark Jocksdorf,solar,103.955,ElmTerm_0489,14.47196548812241,51.553812751930906,POINT (14.47196548812241 51.55381275193091),SM_0300
Solarkraftwerk Bochow,solar,28.8,ElmTerm_0163,12.499366022061011,52.405228449731375,POINT (12.49936602206101 52.40522844973137),SM_0301
Solarpark Eggersdorf,solar,20.3,ElmTerm_0166,13.709669603335318,52.53979523272345,POINT (13.70966960333532 52.53979523272345),SM_0302
,biomass,21.0,ElmTerm_0495,13.382323399203107,51.35599611970666,POINT (13.38232339920311 51.35599611970666),SM_0303
Kraftwerk Hastedt,coal,268.0,ElmTerm_0171,8.820024897379845,53.107388323280006,POINT (8.820024897379845 53.10738832328001),SM_0304
Kraftwerk Hafen,coal,416.0,ElmTerm_0170,8.695160787478077,53.092536124483765,POINT (8.695160787478077 53.09253612448376),SM_0305
Umrichter I,electricity,100.0,ElmTerm_0170,8.695160787478077,53.092536124483765,POINT (8.695160787478077 53.09253612448376),SM_0306
Umrichter III,electricity,40.0,ElmTerm_0170,8.695160787478077,53.092536124483765,POINT (8.695160787478077 53.09253612448376),SM_0307
Umrichter II,electricity,80.0,ElmTerm_0170,8.695160787478077,53.092536124483765,POINT (8.695160787478077 53.09253612448376),SM_0308
Kraftwerk Tiefstack,coal;gas,321.0,ElmTerm_0174,10.15750570921605,53.55512663174911,POINT (10.15750570921605 53.55512663174911),SM_0309
Kraftwerk Moorburg,unknown,1730.0,ElmTerm_0751,9.949828696416484,53.48881519999997,POINT (9.949828696416484 53.48881519999997),SM_0310
,electricity,70.0,ElmTerm_0751,9.949828696416484,53.48881519999997,POINT (9.949828696416484 53.48881519999997),SM_0311
Müllverbrennungsanlage,waste,47.0,ElmTerm_0175,8.735135785664829,50.1591915543415,POINT (8.735135785664829 50.1591915543415),SM_0312
Müllheizkraftwerk Kassel,waste,14.7,ElmTerm_0204,9.567102052949537,51.32525735484706,POINT (9.567102052949537 51.32525735484706),SM_0313
Kernkraftwerk Biblis B,nuclear,1300.0,ElmTerm_0207,8.412356734942074,49.71026613701905,POINT (8.412356734942074 49.71026613701905),SM_0314
Kernkraftwerk Biblis A,nuclear,1225.0,ElmTerm_0207,8.412356734942074,49.71026613701905,POINT (8.412356734942074 49.71026613701905),SM_0315
,electricity,25.0,ElmTerm_0200,9.259383841813307,51.06036683297761,POINT (9.259383841813307 51.06036683297761),SM_0316
Kraftwerk Staudinger,coal;gas;waste,1132.0,ElmTerm_0192,8.954644125917085,50.08601575066757,POINT (8.954644125917085 50.08601575066757),SM_0317
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0318
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0319
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0320
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0321
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0322
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0323
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0324
,electricity,15.0,ElmTerm_0193,8.065737999671715,50.406068149148815,POINT (8.065737999671715 50.40606814914882),SM_0325
Kombi-HKW,gas,52.9,ElmTerm_0201,9.51424014918183,51.259035598165696,POINT (9.51424014918183 51.2590355981657),SM_0326
Fernwärmekraftwerk Kassel,coal,33.5,ElmTerm_0201,9.51424014918183,51.259035598165696,POINT (9.51424014918183 51.2590355981657),SM_0327
Solarpark Fuldatal-Rothwesten,solar,23.0,ElmTerm_0204,9.567102052949537,51.32525735484706,POINT (9.567102052949537 51.32525735484706),SM_0328
Solarpark Fuldatal-Rothwesten,solar,23.0,ElmTerm_0204,9.567102052949537,51.32525735484706,POINT (9.567102052949537 51.32525735484706),SM_0329
,solar,124.48,ElmTerm_0182,8.284861807526852,50.75907351621421,POINT (8.284861807526852 50.75907351621421),SM_0330
Kraftwerk Rostock,coal,553.0,ElmTerm_0826,12.1304799,54.1408596,POINT (12.1304799 54.1408596),SM_0331
Heizkraftwerk Schwerin Süd,gas,54.2,ElmTerm_0213,11.370637407700553,53.600991093460564,POINT (11.37063740770055 53.60099109346056),SM_0332
,electricity,24.0,ElmTerm_0213,11.370637407700553,53.600991093460564,POINT (11.37063740770055 53.60099109346056),SM_0333
EBS-HKW Rostock,waste,20.0,ElmTerm_0826,12.1304799,54.1408596,POINT (12.1304799 54.1408596),SM_0334
Baltic 1,unknown,48.3,ElmTerm_0210,13.078642147008415,54.284846182727165,POINT (13.07864214700841 54.28484618272716),SM_0335
,electricity,32.0,ElmTerm_0216,12.214773485313241,54.10032345906777,POINT (12.21477348531324 54.10032345906777),SM_0336
,electricity,32.0,ElmTerm_0210,13.078642147008415,54.284846182727165,POINT (13.07864214700841 54.28484618272716),SM_0337
,electricity,24.0,ElmTerm_0219,13.399828861035658,53.79444782187111,POINT (13.39982886103566 53.79444782187111),SM_0338
Arcadis Ost 1,unknown,348.0,ElmTerm_0210,13.078642147008415,54.284846182727165,POINT (13.07864214700841 54.28484618272716),SM_0339
Gemeinschaftskraftwerk Mehrum,coal,750.0,ElmTerm_0293,10.087646860415088,52.31513058511497,POINT (10.08764686041509 52.31513058511497),SM_0340
Kernkraftwerk Grohnde,nuclear,1430.0,ElmTerm_0827,9.4116852,52.0341715,POINT (9.411685200000001 52.0341715),SM_0341
Heizkraftwerk Wolfsburg Nord/Süd,coal,140.0,ElmTerm_0232,10.76104040544837,52.36772939441982,POINT (10.76104040544837 52.36772939441982),SM_0342
Uniper Kraftwerk Wilhelmshaven,coal,756.0,ElmTerm_0284,8.147837116306189,53.56354694125225,POINT (8.147837116306189 53.56354694125225),SM_0343
Kraftwerk Robert Frank,gas,530.0,ElmTerm_0249,9.113210076691638,52.54385335300371,POINT (9.113210076691638 52.54385335300371),SM_0344
Engie SA Steinkohlekraftwerk Wilhelmshaven,coal,800.0,ElmTerm_0283,8.122157064680097,53.56583235422451,POINT (8.122157064680097 53.56583235422451),SM_0345
Kernkraftwerk Emsland,nuclear,1400.0,ElmTerm_0286,7.319522030703788,52.47276057587703,POINT (7.319522030703788 52.47276057587703),SM_0346
Erdgaskraftwerk Emsland,gas,1826.0,ElmTerm_0270,7.3082478290692485,52.47679008917318,POINT (7.308247829069249 52.47679008917318),SM_0347
Kernkraftwerk Lingen,nuclear,268.0,ElmTerm_0270,7.3082478290692485,52.47679008917318,POINT (7.308247829069249 52.47679008917318),SM_0348
Gemeinschaftskraftwerk Hannover,coal,300.0,ElmTerm_0225,9.522575993780427,52.36040907572478,POINT (9.522575993780427 52.36040907572478),SM_0349
Solarpark Wiefelstede,solar,20.874,ElmTerm_0229,8.054087405692828,53.332302710088435,POINT (8.054087405692828 53.33230271008843),SM_0350
Biomasseheizkraftwerk,biomass,20.0,ElmTerm_0249,9.113210076691638,52.54385335300371,POINT (9.113210076691638 52.54385335300371),SM_0351
Solarpark Oldenburg,solar,12.0,ElmTerm_0229,8.054087405692828,53.332302710088435,POINT (8.054087405692828 53.33230271008843),SM_0352
,solar,15.0,ElmTerm_0228,9.821583875299215,52.4248552879316,POINT (9.821583875299215 52.4248552879316),SM_0353
,unknown,9200.0,ElmTerm_0236,10.505499184652082,52.30183792010768,POINT (10.50549918465208 52.30183792010768),SM_0354
Kraftwerk Buschhaus,coal,352.0,ElmTerm_0755,10.976705996066158,52.16892159999998,POINT (10.97670599606616 52.16892159999998),SM_0355
Nordergründe,unknown,110.0,ElmTerm_0252,8.060057019715762,53.62020261567137,POINT (8.060057019715762 53.62020261567137),SM_0356
Kraftwerk Bergkamen,coal,747.0,ElmTerm_0437,7.618669070844216,51.63768206356135,POINT (7.618669070844216 51.63768206356135),SM_0357
Gasturbinenkraftwerk Kirchlengern,gas,184.5,ElmTerm_0318,8.571258853263133,52.10536496655768,POINT (8.571258853263133 52.10536496655768),SM_0358
RWE Kraftwerk Weisweiler,coal,2528.0,ElmTerm_0839,6.3216969,50.8368749,POINT (6.3216969 50.8368749),SM_0359
Kraftwerk Scholven,coal,2126.0,ElmTerm_0759,7.007891697446934,51.6001531,POINT (7.007891697446934 51.6001531),SM_0360
RWE Kraftwerk Frimmersdorf,coal,562.0,ElmTerm_0874,6.5790513,51.0554564,POINT (6.5790513 51.0554564),SM_0361
Kraftwerk Niederaußem,coal,3700.0,ElmTerm_0858,6.670766,50.9920908,POINT (6.670766 50.9920908),SM_0362
Kraftwerk Lausward,gas,520.0,ElmTerm_0345,6.808906283581142,51.26860763479729,POINT (6.808906283581142 51.26860763479729),SM_0363
Kraftwerk Herne Baukau,coal,960.0,ElmTerm_0364,7.179771880997131,51.54778830696482,POINT (7.179771880997131 51.54778830696482),SM_0364
Kraftwerk Duisburg-Walsum,unknown,1185.0,ElmTerm_0329,6.715252618121883,51.526790887819615,POINT (6.715252618121883 51.52679088781962),SM_0365
Kraftwerk Walsum Block 7-9,coal,560.0,ElmTerm_0847,6.7119398,51.5283255,POINT (6.7119398 51.5283255),SM_0366
Kraftwerk Heyden,coal,920.0,ElmTerm_0441,8.996208218591036,52.37958802402377,POINT (8.996208218591036 52.37958802402377),SM_0367
RWE Kraftwerk Neurath,coal,2067.0,ElmTerm_0420,6.612402366241938,51.03592429806163,POINT (6.612402366241938 51.03592429806163),SM_0368
Kraftwerk Knepper,coal,345.0,ElmTerm_0844,7.3498773,51.5670342,POINT (7.3498773 51.5670342),SM_0369
,unknown,2372.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0370
Statkraft Kraftwerk Knapsack I,gas,800.0,ElmTerm_0439,6.842231207203153,50.85986473732495,POINT (6.842231207203153 50.85986473732495),SM_0371
,gas,245.0,ElmTerm_0417,6.72031005361076,51.391532574328465,POINT (6.72031005361076 51.39153257432847),SM_0372
Industriekraftwerk Goldenberg,coal,171.0,ElmTerm_0439,6.842231207203153,50.85986473732495,POINT (6.842231207203153 50.85986473732495),SM_0373
GuD-Kraftwerk Hamm-Uentrop,gas,850.0,ElmTerm_0425,7.93077013845842,51.672971032074486,POINT (7.93077013845842 51.67297103207449),SM_0374
Gersteinwerk Block H,gas,410.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0375
Gersteinwerk Block I,gas,410.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0376
Gersteinwerk Block F,gas,410.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0377
Gersteinwerk Block G,gas,410.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0378
Gersteinwerk Block K,coal,732.0,ElmTerm_0770,7.716793797195397,51.67489710000003,POINT (7.716793797195397 51.67489710000003),SM_0379
Pumpspeicherkraftwerk Herdecke,hydro,153.0,ElmTerm_0862,7.4529291,51.410733,POINT (7.4529291 51.410733),SM_0380
,solar,18.0,ElmTerm_0321,6.167381738181591,50.80204432454053,POINT (6.167381738181591 50.80204432454053),SM_0381
Kraftwerk Walsum Block 10,coal,600.0,ElmTerm_0423,6.711145295090912,51.52618758532413,POINT (6.711145295090912 51.52618758532413),SM_0382
RWE Kraftwerk Neurath BoA Bl. F/G,coal,2100.0,ElmTerm_0766,6.63304219758066,51.035804199999994,POINT (6.63304219758066 51.03580419999999),SM_0383
Kraftwerk Datteln 4,coal,1100.0,ElmTerm_0444,7.338612635681364,51.631978153309106,POINT (7.338612635681364 51.63197815330911),SM_0384
Trianel Kraftwerk Lünen,coal,750.0,ElmTerm_0768,7.4616014972857485,51.614750799999996,POINT (7.461601497285749 51.6147508),SM_0385
,solar,16.0,ElmTerm_0321,6.167381738181591,50.80204432454053,POINT (6.167381738181591 50.80204432454053),SM_0386
Pumpspeicherwerk Rönkhausen,hydro,140.0,ElmTerm_0396,8.21170543089225,51.17798501975082,POINT (8.21170543089225 51.17798501975082),SM_0387
Kraftwerk Werdohl-Elverlingsen,unknown,693.0,ElmTerm_0411,7.706357689648909,51.27858033373516,POINT (7.706357689648909 51.27858033373516),SM_0388
Industriekraftwerk Berrenrath,coal,151.0,ElmTerm_0300,6.842650697005863,50.863538522961555,POINT (6.842650697005863 50.86353852296156),SM_0389
Kraftwerk Hamborn Block 5,gas,240.0,ElmTerm_0845,6.7232278999999995,51.4913419,POINT (6.723227899999999 51.4913419),SM_0390
Koepchenwerk,unknown,153.0,ElmTerm_0862,7.4529291,51.410733,POINT (7.4529291 51.410733),SM_0391
Cuno Kraftwerk,gas,400.0,ElmTerm_0862,7.4529291,51.410733,POINT (7.4529291 51.410733),SM_0392
Gemeinschaftskraftwerk Veltheim,coal;gas;oil,892.0,ElmTerm_0360,8.932218489281093,52.193312453726705,POINT (8.932218489281093 52.1933124537267),SM_0393
ThyssenKrupp Kraftwerk Ruhrort,gas,344.0,ElmTerm_0377,6.732124976233764,51.45944375967822,POINT (6.732124976233764 51.45944375967822),SM_0394
,electricity,15.0,ElmTerm_0345,6.808906283581142,51.26860763479729,POINT (6.808906283581142 51.26860763479729),SM_0395
,electricity,15.0,ElmTerm_0345,6.808906283581142,51.26860763479729,POINT (6.808906283581142 51.26860763479729),SM_0396
Biomasse-Heizkraftwerk Recklinghausen,biomass,16.5,ElmTerm_0361,7.264083473226962,51.57357343555289,POINT (7.264083473226962 51.57357343555289),SM_0397
RZR Herten II,waste,99.418,ElmTerm_0364,7.179771880997131,51.54778830696482,POINT (7.179771880997131 51.54778830696482),SM_0398
RWE Power AG Kraftwerk Ibbenbüren,coal,848.0,ElmTerm_0434,7.746792541057255,52.28851153902107,POINT (7.746792541057255 52.28851153902107),SM_0399
EWV Solar Power plant (11MW),solar,11.0,ElmTerm_0349,6.216193003760034,50.91236183485131,POINT (6.216193003760034 50.91236183485131),SM_0400
Statkraft Kraftwerk Knapsack II,gas,430.0,ElmTerm_0769,6.847972097503918,50.86188929999998,POINT (6.847972097503918 50.86188929999998),SM_0401
Block A,unknown,312.0,ElmTerm_0420,6.612402366241938,51.03592429806163,POINT (6.612402366241938 51.03592429806163),SM_0402
Block B,unknown,312.0,ElmTerm_0420,6.612402366241938,51.03592429806163,POINT (6.612402366241938 51.03592429806163),SM_0403
Block C,unknown,312.0,ElmTerm_0420,6.612402366241938,51.03592429806163,POINT (6.612402366241938 51.03592429806163),SM_0404
