Time from [CET/CEST],Time to [CET/CEST],Power [MW]
2021-04-05 22:00:00,2021-04-05 23:00:00,6280.000
2021-04-05 23:00:00,2021-04-06 00:00:00,6005.800
2021-04-06 00:00:00,2021-04-06 01:00:00,5822.000
2021-04-06 01:00:00,2021-04-06 02:00:00,5623.900
2021-04-06 02:00:00,2021-04-06 03:00:00,5598.700
2021-04-06 03:00:00,2021-04-06 04:00:00,5536.000
2021-04-06 04:00:00,2021-04-06 05:00:00,5826.700
2021-04-06 05:00:00,2021-04-06 06:00:00,6521.600
2021-04-06 06:00:00,2021-04-06 07:00:00,7677.500
2021-04-06 07:00:00,2021-04-06 08:00:00,8443.400
2021-04-06 08:00:00,2021-04-06 09:00:00,8848.500
2021-04-06 09:00:00,2021-04-06 10:00:00,8908.900
2021-04-06 10:00:00,2021-04-06 11:00:00,8979.000
2021-04-06 11:00:00,2021-04-06 12:00:00,9125.300
2021-04-06 12:00:00,2021-04-06 13:00:00,8970.900
2021-04-06 13:00:00,2021-04-06 14:00:00,8758.000
2021-04-06 14:00:00,2021-04-06 15:00:00,8542.600
2021-04-06 15:00:00,2021-04-06 16:00:00,8385.300
2021-04-06 16:00:00,2021-04-06 17:00:00,8166.800
2021-04-06 17:00:00,2021-04-06 18:00:00,8126.800
2021-04-06 18:00:00,2021-04-06 19:00:00,8285.900
2021-04-06 19:00:00,2021-04-06 20:00:00,8338.400
2021-04-06 20:00:00,2021-04-06 21:00:00,8184.000
2021-04-06 21:00:00,2021-04-06 22:00:00,7611.600
2021-04-06 22:00:00,2021-04-06 23:00:00,7444.700
2021-04-06 23:00:00,2021-04-07 00:00:00,6945.500
2021-04-07 00:00:00,2021-04-07 01:00:00,6599.500
2021-04-07 01:00:00,2021-04-07 02:00:00,6320.900
2021-04-07 02:00:00,2021-04-07 03:00:00,6257.500
2021-04-07 03:00:00,2021-04-07 04:00:00,6151.200
2021-04-07 04:00:00,2021-04-07 05:00:00,6364.000
2021-04-07 05:00:00,2021-04-07 06:00:00,7032.700
2021-04-07 06:00:00,2021-04-07 07:00:00,8021.000
2021-04-07 07:00:00,2021-04-07 08:00:00,8706.100
2021-04-07 08:00:00,2021-04-07 09:00:00,9011.500
2021-04-07 09:00:00,2021-04-07 10:00:00,9015.800
2021-04-07 10:00:00,2021-04-07 11:00:00,9121.800
2021-04-07 11:00:00,2021-04-07 12:00:00,9212.000
2021-04-07 12:00:00,2021-04-07 13:00:00,9073.800
2021-04-07 13:00:00,2021-04-07 14:00:00,8863.700
2021-04-07 14:00:00,2021-04-07 15:00:00,8639.500
2021-04-07 15:00:00,2021-04-07 16:00:00,8470.500
2021-04-07 16:00:00,2021-04-07 17:00:00,8337.600
2021-04-07 17:00:00,2021-04-07 18:00:00,8398.500
2021-04-07 18:00:00,2021-04-07 19:00:00,8496.900
2021-04-07 19:00:00,2021-04-07 20:00:00,8454.800
2021-04-07 20:00:00,2021-04-07 21:00:00,8291.100
2021-04-07 21:00:00,2021-04-07 22:00:00,7762.500
2021-04-07 22:00:00,2021-04-07 23:00:00,7589.200
2021-04-07 23:00:00,2021-04-08 00:00:00,7117.600
2021-04-08 00:00:00,2021-04-08 01:00:00,6779.900
2021-04-08 01:00:00,2021-04-08 02:00:00,6501.900
2021-04-08 02:00:00,2021-04-08 03:00:00,6389.100
2021-04-08 03:00:00,2021-04-08 04:00:00,6298.300
2021-04-08 04:00:00,2021-04-08 05:00:00,6477.400
2021-04-08 05:00:00,2021-04-08 06:00:00,7171.300
2021-04-08 06:00:00,2021-04-08 07:00:00,8142.700
2021-04-08 07:00:00,2021-04-08 08:00:00,8857.700
2021-04-08 08:00:00,2021-04-08 09:00:00,9098.300
2021-04-08 09:00:00,2021-04-08 10:00:00,9153.700
2021-04-08 10:00:00,2021-04-08 11:00:00,9199.400
2021-04-08 11:00:00,2021-04-08 12:00:00,9189.500
2021-04-08 12:00:00,2021-04-08 13:00:00,8929.900
2021-04-08 13:00:00,2021-04-08 14:00:00,8715.400
2021-04-08 14:00:00,2021-04-08 15:00:00,8417.400
2021-04-08 15:00:00,2021-04-08 16:00:00,8210.200
2021-04-08 16:00:00,2021-04-08 17:00:00,8101.100
2021-04-08 17:00:00,2021-04-08 18:00:00,8125.500
2021-04-08 18:00:00,2021-04-08 19:00:00,8214.800
2021-04-08 19:00:00,2021-04-08 20:00:00,8248.900
2021-04-08 20:00:00,2021-04-08 21:00:00,8263.200
2021-04-08 21:00:00,2021-04-08 22:00:00,7760.900
2021-04-08 22:00:00,2021-04-08 23:00:00,7556.700
2021-04-08 23:00:00,2021-04-09 00:00:00,7068.700
2021-04-09 00:00:00,2021-04-09 01:00:00,6786.500
2021-04-09 01:00:00,2021-04-09 02:00:00,6530.500
2021-04-09 02:00:00,2021-04-09 03:00:00,6412.400
2021-04-09 03:00:00,2021-04-09 04:00:00,6372.300
2021-04-09 04:00:00,2021-04-09 05:00:00,6522.300
2021-04-09 05:00:00,2021-04-09 06:00:00,7192.400
2021-04-09 06:00:00,2021-04-09 07:00:00,8174.800
2021-04-09 07:00:00,2021-04-09 08:00:00,8749.700
2021-04-09 08:00:00,2021-04-09 09:00:00,8773.500
2021-04-09 09:00:00,2021-04-09 10:00:00,8512.500
2021-04-09 10:00:00,2021-04-09 11:00:00,8370.400
2021-04-09 11:00:00,2021-04-09 12:00:00,8289.300
2021-04-09 12:00:00,2021-04-09 13:00:00,8002.300
2021-04-09 13:00:00,2021-04-09 14:00:00,7639.800
2021-04-09 14:00:00,2021-04-09 15:00:00,7402.500
2021-04-09 15:00:00,2021-04-09 16:00:00,7302.300
2021-04-09 16:00:00,2021-04-09 17:00:00,7349.000
2021-04-09 17:00:00,2021-04-09 18:00:00,7479.100
2021-04-09 18:00:00,2021-04-09 19:00:00,7648.700
2021-04-09 19:00:00,2021-04-09 20:00:00,7681.100
2021-04-09 20:00:00,2021-04-09 21:00:00,7619.100
2021-04-09 21:00:00,2021-04-09 22:00:00,7092.200
2021-04-09 22:00:00,2021-04-09 23:00:00,6982.700
2021-04-09 23:00:00,2021-04-10 00:00:00,6568.600
2021-04-10 00:00:00,2021-04-10 01:00:00,6151.700
2021-04-10 01:00:00,2021-04-10 02:00:00,5898.700
2021-04-10 02:00:00,2021-04-10 03:00:00,5781.700
2021-04-10 03:00:00,2021-04-10 04:00:00,5656.900
2021-04-10 04:00:00,2021-04-10 05:00:00,5684.200
2021-04-10 05:00:00,2021-04-10 06:00:00,6002.700
2021-04-10 06:00:00,2021-04-10 07:00:00,6278.200
2021-04-10 07:00:00,2021-04-10 08:00:00,6574.500
2021-04-10 08:00:00,2021-04-10 09:00:00,6711.400
2021-04-10 09:00:00,2021-04-10 10:00:00,6758.800
2021-04-10 10:00:00,2021-04-10 11:00:00,6775.300
2021-04-10 11:00:00,2021-04-10 12:00:00,6820.100
2021-04-10 12:00:00,2021-04-10 13:00:00,6528.600
2021-04-10 13:00:00,2021-04-10 14:00:00,6220.600
2021-04-10 14:00:00,2021-04-10 15:00:00,5934.600
2021-04-10 15:00:00,2021-04-10 16:00:00,5823.500
2021-04-10 16:00:00,2021-04-10 17:00:00,5840.100
2021-04-10 17:00:00,2021-04-10 18:00:00,5991.400
2021-04-10 18:00:00,2021-04-10 19:00:00,6253.900
2021-04-10 19:00:00,2021-04-10 20:00:00,6456.800
2021-04-10 20:00:00,2021-04-10 21:00:00,6557.700
2021-04-10 21:00:00,2021-04-10 22:00:00,6173.200
2021-04-10 22:00:00,2021-04-10 23:00:00,6141.000
2021-04-10 23:00:00,2021-04-11 00:00:00,5751.700
2021-04-11 00:00:00,2021-04-11 01:00:00,5425.200
2021-04-11 01:00:00,2021-04-11 02:00:00,5136.100
2021-04-11 02:00:00,2021-04-11 03:00:00,5059.700
2021-04-11 03:00:00,2021-04-11 04:00:00,4964.500
2021-04-11 04:00:00,2021-04-11 05:00:00,5004.100
2021-04-11 05:00:00,2021-04-11 06:00:00,5182.500
2021-04-11 06:00:00,2021-04-11 07:00:00,5311.100
2021-04-11 07:00:00,2021-04-11 08:00:00,5604.500
2021-04-11 08:00:00,2021-04-11 09:00:00,5896.100
2021-04-11 09:00:00,2021-04-11 10:00:00,6134.300
2021-04-11 10:00:00,2021-04-11 11:00:00,6317.000
2021-04-11 11:00:00,2021-04-11 12:00:00,6501.200
2021-04-11 12:00:00,2021-04-11 13:00:00,6221.800
2021-04-11 13:00:00,2021-04-11 14:00:00,5848.600
2021-04-11 14:00:00,2021-04-11 15:00:00,5572.400
2021-04-11 15:00:00,2021-04-11 16:00:00,5491.200
2021-04-11 16:00:00,2021-04-11 17:00:00,5521.300
2021-04-11 17:00:00,2021-04-11 18:00:00,5723.400
2021-04-11 18:00:00,2021-04-11 19:00:00,6043.500
2021-04-11 19:00:00,2021-04-11 20:00:00,6276.400
2021-04-11 20:00:00,2021-04-11 21:00:00,6422.900
2021-04-11 21:00:00,2021-04-11 22:00:00,6130.600
2021-04-11 22:00:00,2021-04-11 23:00:00,6282.800
2021-04-11 23:00:00,2021-04-12 00:00:00,5932.200
2021-04-12 00:00:00,2021-04-12 01:00:00,5666.700
2021-04-12 01:00:00,2021-04-12 02:00:00,5441.400
2021-04-12 02:00:00,2021-04-12 03:00:00,5366.000
2021-04-12 03:00:00,2021-04-12 04:00:00,5335.400
2021-04-12 04:00:00,2021-04-12 05:00:00,5553.700
2021-04-12 05:00:00,2021-04-12 06:00:00,6283.600
2021-04-12 06:00:00,2021-04-12 07:00:00,7405.500
2021-04-12 07:00:00,2021-04-12 08:00:00,8208.300
2021-04-12 08:00:00,2021-04-12 09:00:00,8387.300
2021-04-12 09:00:00,2021-04-12 10:00:00,8404.100
2021-04-12 10:00:00,2021-04-12 11:00:00,8520.500
2021-04-12 11:00:00,2021-04-12 12:00:00,8756.600
2021-04-12 12:00:00,2021-04-12 13:00:00,8713.200
2021-04-12 13:00:00,2021-04-12 14:00:00,8813.500
2021-04-12 14:00:00,2021-04-12 15:00:00,8776.900
2021-04-12 15:00:00,2021-04-12 16:00:00,8759.600
2021-04-12 16:00:00,2021-04-12 17:00:00,8706.100
2021-04-12 17:00:00,2021-04-12 18:00:00,8675.200
2021-04-12 18:00:00,2021-04-12 19:00:00,8655.500
2021-04-12 19:00:00,2021-04-12 20:00:00,8495.300
2021-04-12 20:00:00,2021-04-12 21:00:00,8143.300
2021-04-12 21:00:00,2021-04-12 22:00:00,7532.200
2021-04-12 22:00:00,2021-04-12 23:00:00,7316.000
2021-04-12 23:00:00,2021-04-13 00:00:00,6889.400
2021-04-13 00:00:00,2021-04-13 01:00:00,6606.700
2021-04-13 01:00:00,2021-04-13 02:00:00,6320.900
2021-04-13 02:00:00,2021-04-13 03:00:00,6217.200
2021-04-13 03:00:00,2021-04-13 04:00:00,6136.800
2021-04-13 04:00:00,2021-04-13 05:00:00,6251.900
2021-04-13 05:00:00,2021-04-13 06:00:00,6929.700
2021-04-13 06:00:00,2021-04-13 07:00:00,7898.900
2021-04-13 07:00:00,2021-04-13 08:00:00,8753.500
2021-04-13 08:00:00,2021-04-13 09:00:00,9077.700
2021-04-13 09:00:00,2021-04-13 10:00:00,9133.600
2021-04-13 10:00:00,2021-04-13 11:00:00,9310.700
2021-04-13 11:00:00,2021-04-13 12:00:00,9464.100
2021-04-13 12:00:00,2021-04-13 13:00:00,9356.200
2021-04-13 13:00:00,2021-04-13 14:00:00,9196.900
2021-04-13 14:00:00,2021-04-13 15:00:00,9010.200
2021-04-13 15:00:00,2021-04-13 16:00:00,8885.700
2021-04-13 16:00:00,2021-04-13 17:00:00,8776.100
2021-04-13 17:00:00,2021-04-13 18:00:00,8746.700
2021-04-13 18:00:00,2021-04-13 19:00:00,8773.500
2021-04-13 19:00:00,2021-04-13 20:00:00,8585.200
2021-04-13 20:00:00,2021-04-13 21:00:00,8279.200
2021-04-13 21:00:00,2021-04-13 22:00:00,7700.800
2021-04-13 22:00:00,2021-04-13 23:00:00,7523.900
2021-04-13 23:00:00,2021-04-14 00:00:00,7059.300
2021-04-14 00:00:00,2021-04-14 01:00:00,6745.400
2021-04-14 01:00:00,2021-04-14 02:00:00,6454.900
2021-04-14 02:00:00,2021-04-14 03:00:00,6359.800
2021-04-14 03:00:00,2021-04-14 04:00:00,6287.500
2021-04-14 04:00:00,2021-04-14 05:00:00,6455.200
2021-04-14 05:00:00,2021-04-14 06:00:00,7057.500
2021-04-14 06:00:00,2021-04-14 07:00:00,8064.800
2021-04-14 07:00:00,2021-04-14 08:00:00,8734.200
2021-04-14 08:00:00,2021-04-14 09:00:00,8925.100
2021-04-14 09:00:00,2021-04-14 10:00:00,8857.000
2021-04-14 10:00:00,2021-04-14 11:00:00,8902.000
2021-04-14 11:00:00,2021-04-14 12:00:00,9006.700
2021-04-14 12:00:00,2021-04-14 13:00:00,8820.100
2021-04-14 13:00:00,2021-04-14 14:00:00,8573.200
2021-04-14 14:00:00,2021-04-14 15:00:00,8361.900
2021-04-14 15:00:00,2021-04-14 16:00:00,8228.200
2021-04-14 16:00:00,2021-04-14 17:00:00,8154.500
2021-04-14 17:00:00,2021-04-14 18:00:00,8252.500
2021-04-14 18:00:00,2021-04-14 19:00:00,8398.600
2021-04-14 19:00:00,2021-04-14 20:00:00,8403.400
2021-04-14 20:00:00,2021-04-14 21:00:00,8235.400
2021-04-14 21:00:00,2021-04-14 22:00:00,7720.400
2021-04-14 22:00:00,2021-04-14 23:00:00,7553.000
2021-04-14 23:00:00,2021-04-15 00:00:00,7065.700
2021-04-15 00:00:00,2021-04-15 01:00:00,6744.400
2021-04-15 01:00:00,2021-04-15 02:00:00,6429.800
2021-04-15 02:00:00,2021-04-15 03:00:00,6401.900
2021-04-15 03:00:00,2021-04-15 04:00:00,6334.000
2021-04-15 04:00:00,2021-04-15 05:00:00,6461.400
2021-04-15 05:00:00,2021-04-15 06:00:00,7133.200
2021-04-15 06:00:00,2021-04-15 07:00:00,8084.900
2021-04-15 07:00:00,2021-04-15 08:00:00,8719.800
2021-04-15 08:00:00,2021-04-15 09:00:00,8867.600
2021-04-15 09:00:00,2021-04-15 10:00:00,8712.500
2021-04-15 10:00:00,2021-04-15 11:00:00,8767.000
2021-04-15 11:00:00,2021-04-15 12:00:00,8947.100
2021-04-15 12:00:00,2021-04-15 13:00:00,8793.600
2021-04-15 13:00:00,2021-04-15 14:00:00,8586.000
2021-04-15 14:00:00,2021-04-15 15:00:00,8335.500
2021-04-15 15:00:00,2021-04-15 16:00:00,8239.100
2021-04-15 16:00:00,2021-04-15 17:00:00,8116.000
2021-04-15 17:00:00,2021-04-15 18:00:00,8215.100
2021-04-15 18:00:00,2021-04-15 19:00:00,8327.400
2021-04-15 19:00:00,2021-04-15 20:00:00,8379.600
2021-04-15 20:00:00,2021-04-15 21:00:00,8213.100
2021-04-15 21:00:00,2021-04-15 22:00:00,7673.000
2021-04-15 22:00:00,2021-04-15 23:00:00,7480.400
2021-04-15 23:00:00,2021-04-16 00:00:00,6940.200
2021-04-16 00:00:00,2021-04-16 01:00:00,6669.100
2021-04-16 01:00:00,2021-04-16 02:00:00,6430.900
2021-04-16 02:00:00,2021-04-16 03:00:00,6332.600
2021-04-16 03:00:00,2021-04-16 04:00:00,6279.900
2021-04-16 04:00:00,2021-04-16 05:00:00,6394.900
2021-04-16 05:00:00,2021-04-16 06:00:00,7075.200
2021-04-16 06:00:00,2021-04-16 07:00:00,7978.300
2021-04-16 07:00:00,2021-04-16 08:00:00,8584.900
2021-04-16 08:00:00,2021-04-16 09:00:00,8712.300
2021-04-16 09:00:00,2021-04-16 10:00:00,8534.500
2021-04-16 10:00:00,2021-04-16 11:00:00,8555.800
2021-04-16 11:00:00,2021-04-16 12:00:00,8646.300
2021-04-16 12:00:00,2021-04-16 13:00:00,8451.700
2021-04-16 13:00:00,2021-04-16 14:00:00,8130.400
2021-04-16 14:00:00,2021-04-16 15:00:00,7872.800
2021-04-16 15:00:00,2021-04-16 16:00:00,7675.300
2021-04-16 16:00:00,2021-04-16 17:00:00,7599.800
2021-04-16 17:00:00,2021-04-16 18:00:00,7702.000
2021-04-16 18:00:00,2021-04-16 19:00:00,7869.700
2021-04-16 19:00:00,2021-04-16 20:00:00,7842.600
2021-04-16 20:00:00,2021-04-16 21:00:00,7639.400
2021-04-16 21:00:00,2021-04-16 22:00:00,7136.200
2021-04-16 22:00:00,2021-04-16 23:00:00,7033.400
2021-04-16 23:00:00,2021-04-17 00:00:00,6625.900
2021-04-17 00:00:00,2021-04-17 01:00:00,6332.100
2021-04-17 01:00:00,2021-04-17 02:00:00,6059.600
2021-04-17 02:00:00,2021-04-17 03:00:00,5930.600
2021-04-17 03:00:00,2021-04-17 04:00:00,5794.900
2021-04-17 04:00:00,2021-04-17 05:00:00,5844.200
2021-04-17 05:00:00,2021-04-17 06:00:00,6082.600
2021-04-17 06:00:00,2021-04-17 07:00:00,6365.700
2021-04-17 07:00:00,2021-04-17 08:00:00,6730.100
2021-04-17 08:00:00,2021-04-17 09:00:00,7117.700
2021-04-17 09:00:00,2021-04-17 10:00:00,7357.200
2021-04-17 10:00:00,2021-04-17 11:00:00,7438.800
2021-04-17 11:00:00,2021-04-17 12:00:00,7502.600
2021-04-17 12:00:00,2021-04-17 13:00:00,7330.900
2021-04-17 13:00:00,2021-04-17 14:00:00,7053.900
2021-04-17 14:00:00,2021-04-17 15:00:00,6884.400
2021-04-17 15:00:00,2021-04-17 16:00:00,6790.200
2021-04-17 16:00:00,2021-04-17 17:00:00,6826.900
2021-04-17 17:00:00,2021-04-17 18:00:00,6974.000
2021-04-17 18:00:00,2021-04-17 19:00:00,7070.100
2021-04-17 19:00:00,2021-04-17 20:00:00,7016.800
2021-04-17 20:00:00,2021-04-17 21:00:00,6809.400
2021-04-17 21:00:00,2021-04-17 22:00:00,6376.900
2021-04-17 22:00:00,2021-04-17 23:00:00,6351.700
2021-04-17 23:00:00,2021-04-18 00:00:00,5968.900
2021-04-18 00:00:00,2021-04-18 01:00:00,5599.600
2021-04-18 01:00:00,2021-04-18 02:00:00,5308.600
2021-04-18 02:00:00,2021-04-18 03:00:00,5222.000
2021-04-18 03:00:00,2021-04-18 04:00:00,5109.300
2021-04-18 04:00:00,2021-04-18 05:00:00,5127.300
2021-04-18 05:00:00,2021-04-18 06:00:00,5305.200
2021-04-18 06:00:00,2021-04-18 07:00:00,5427.500
2021-04-18 07:00:00,2021-04-18 08:00:00,5782.000
2021-04-18 08:00:00,2021-04-18 09:00:00,6158.100
2021-04-18 09:00:00,2021-04-18 10:00:00,6507.700
2021-04-18 10:00:00,2021-04-18 11:00:00,6912.000
2021-04-18 11:00:00,2021-04-18 12:00:00,7134.700
2021-04-18 12:00:00,2021-04-18 13:00:00,6891.200
2021-04-18 13:00:00,2021-04-18 14:00:00,6548.300
2021-04-18 14:00:00,2021-04-18 15:00:00,6334.900
2021-04-18 15:00:00,2021-04-18 16:00:00,6219.000
2021-04-18 16:00:00,2021-04-18 17:00:00,6234.100
2021-04-18 17:00:00,2021-04-18 18:00:00,6401.100
2021-04-18 18:00:00,2021-04-18 19:00:00,6624.900
2021-04-18 19:00:00,2021-04-18 20:00:00,6764.900
2021-04-18 20:00:00,2021-04-18 21:00:00,6658.200
2021-04-18 21:00:00,2021-04-18 22:00:00,6314.800
2021-04-18 22:00:00,2021-04-18 23:00:00,6425.200
2021-04-18 23:00:00,2021-04-19 00:00:00,6130.800
2021-04-19 00:00:00,2021-04-19 01:00:00,5890.200
2021-04-19 01:00:00,2021-04-19 02:00:00,5654.200
2021-04-19 02:00:00,2021-04-19 03:00:00,5611.400
2021-04-19 03:00:00,2021-04-19 04:00:00,5569.900
2021-04-19 04:00:00,2021-04-19 05:00:00,5747.600
2021-04-19 05:00:00,2021-04-19 06:00:00,6509.600
2021-04-19 06:00:00,2021-04-19 07:00:00,7621.400
2021-04-19 07:00:00,2021-04-19 08:00:00,8443.000
2021-04-19 08:00:00,2021-04-19 09:00:00,8749.400
2021-04-19 09:00:00,2021-04-19 10:00:00,8771.500
2021-04-19 10:00:00,2021-04-19 11:00:00,8813.900
2021-04-19 11:00:00,2021-04-19 12:00:00,8931.300
2021-04-19 12:00:00,2021-04-19 13:00:00,8737.800
2021-04-19 13:00:00,2021-04-19 14:00:00,8521.200
2021-04-19 14:00:00,2021-04-19 15:00:00,8329.800
2021-04-19 15:00:00,2021-04-19 16:00:00,8232.000
2021-04-19 16:00:00,2021-04-19 17:00:00,8153.400
2021-04-19 17:00:00,2021-04-19 18:00:00,8147.000
2021-04-19 18:00:00,2021-04-19 19:00:00,8203.900
2021-04-19 19:00:00,2021-04-19 20:00:00,8170.800
2021-04-19 20:00:00,2021-04-19 21:00:00,7889.300
2021-04-19 21:00:00,2021-04-19 22:00:00,7342.300
2021-04-19 22:00:00,2021-04-19 23:00:00,7091.900
2021-04-19 23:00:00,2021-04-20 00:00:00,6642.800
2021-04-20 00:00:00,2021-04-20 01:00:00,6401.700
2021-04-20 01:00:00,2021-04-20 02:00:00,6132.400
2021-04-20 02:00:00,2021-04-20 03:00:00,6047.000
2021-04-20 03:00:00,2021-04-20 04:00:00,5957.500
2021-04-20 04:00:00,2021-04-20 05:00:00,6090.700
2021-04-20 05:00:00,2021-04-20 06:00:00,6725.100
2021-04-20 06:00:00,2021-04-20 07:00:00,7682.300
2021-04-20 07:00:00,2021-04-20 08:00:00,8480.100
2021-04-20 08:00:00,2021-04-20 09:00:00,8807.900
2021-04-20 09:00:00,2021-04-20 10:00:00,8783.400
2021-04-20 10:00:00,2021-04-20 11:00:00,8873.600
2021-04-20 11:00:00,2021-04-20 12:00:00,8912.800
2021-04-20 12:00:00,2021-04-20 13:00:00,8552.900
2021-04-20 13:00:00,2021-04-20 14:00:00,8313.100
2021-04-20 14:00:00,2021-04-20 15:00:00,8054.300
2021-04-20 15:00:00,2021-04-20 16:00:00,7876.900
2021-04-20 16:00:00,2021-04-20 17:00:00,7739.200
2021-04-20 17:00:00,2021-04-20 18:00:00,7768.100
2021-04-20 18:00:00,2021-04-20 19:00:00,7879.000
2021-04-20 19:00:00,2021-04-20 20:00:00,7882.200
2021-04-20 20:00:00,2021-04-20 21:00:00,7793.300
2021-04-20 21:00:00,2021-04-20 22:00:00,7376.000
2021-04-20 22:00:00,2021-04-20 23:00:00,7203.800
2021-04-20 23:00:00,2021-04-21 00:00:00,6729.000
2021-04-21 00:00:00,2021-04-21 01:00:00,6384.800
2021-04-21 01:00:00,2021-04-21 02:00:00,6095.000
2021-04-21 02:00:00,2021-04-21 03:00:00,5992.700
2021-04-21 03:00:00,2021-04-21 04:00:00,5951.600
2021-04-21 04:00:00,2021-04-21 05:00:00,6145.400
2021-04-21 05:00:00,2021-04-21 06:00:00,6826.600
2021-04-21 06:00:00,2021-04-21 07:00:00,7678.000
2021-04-21 07:00:00,2021-04-21 08:00:00,8213.700
2021-04-21 08:00:00,2021-04-21 09:00:00,8257.800
2021-04-21 09:00:00,2021-04-21 10:00:00,8052.100
2021-04-21 10:00:00,2021-04-21 11:00:00,7938.900
2021-04-21 11:00:00,2021-04-21 12:00:00,7999.700
2021-04-21 12:00:00,2021-04-21 13:00:00,7814.700
2021-04-21 13:00:00,2021-04-21 14:00:00,7780.600
2021-04-21 14:00:00,2021-04-21 15:00:00,7611.600
2021-04-21 15:00:00,2021-04-21 16:00:00,7541.000
2021-04-21 16:00:00,2021-04-21 17:00:00,7359.700
2021-04-21 17:00:00,2021-04-21 18:00:00,7444.800
2021-04-21 18:00:00,2021-04-21 19:00:00,7618.100
2021-04-21 19:00:00,2021-04-21 20:00:00,7672.800
2021-04-21 20:00:00,2021-04-21 21:00:00,7662.000
2021-04-21 21:00:00,2021-04-21 22:00:00,7191.700
2021-04-21 22:00:00,2021-04-21 23:00:00,6999.400
2021-04-21 23:00:00,2021-04-22 00:00:00,6475.200
2021-04-22 00:00:00,2021-04-22 01:00:00,6151.600
2021-04-22 01:00:00,2021-04-22 02:00:00,5928.700
2021-04-22 02:00:00,2021-04-22 03:00:00,5822.200
2021-04-22 03:00:00,2021-04-22 04:00:00,5774.700
2021-04-22 04:00:00,2021-04-22 05:00:00,5964.900
2021-04-22 05:00:00,2021-04-22 06:00:00,6621.100
2021-04-22 06:00:00,2021-04-22 07:00:00,7603.900
2021-04-22 07:00:00,2021-04-22 08:00:00,8157.100
2021-04-22 08:00:00,2021-04-22 09:00:00,8276.100
2021-04-22 09:00:00,2021-04-22 10:00:00,8161.900
2021-04-22 10:00:00,2021-04-22 11:00:00,8253.600
2021-04-22 11:00:00,2021-04-22 12:00:00,8453.800
2021-04-22 12:00:00,2021-04-22 13:00:00,8436.800
2021-04-22 13:00:00,2021-04-22 14:00:00,8283.300
2021-04-22 14:00:00,2021-04-22 15:00:00,8031.400
2021-04-22 15:00:00,2021-04-22 16:00:00,7935.400
2021-04-22 16:00:00,2021-04-22 17:00:00,7747.400
2021-04-22 17:00:00,2021-04-22 18:00:00,7797.400
2021-04-22 18:00:00,2021-04-22 19:00:00,7864.200
2021-04-22 19:00:00,2021-04-22 20:00:00,7812.100
2021-04-22 20:00:00,2021-04-22 21:00:00,7686.100
2021-04-22 21:00:00,2021-04-22 22:00:00,7255.400
2021-04-22 22:00:00,2021-04-22 23:00:00,7074.200
2021-04-22 23:00:00,2021-04-23 00:00:00,6615.500
2021-04-23 00:00:00,2021-04-23 01:00:00,6262.200
2021-04-23 01:00:00,2021-04-23 02:00:00,6051.200
2021-04-23 02:00:00,2021-04-23 03:00:00,5999.500
2021-04-23 03:00:00,2021-04-23 04:00:00,5976.000
2021-04-23 04:00:00,2021-04-23 05:00:00,6121.100
2021-04-23 05:00:00,2021-04-23 06:00:00,6757.800
2021-04-23 06:00:00,2021-04-23 07:00:00,7644.100
2021-04-23 07:00:00,2021-04-23 08:00:00,8197.200
2021-04-23 08:00:00,2021-04-23 09:00:00,8182.700
2021-04-23 09:00:00,2021-04-23 10:00:00,7998.500
2021-04-23 10:00:00,2021-04-23 11:00:00,7932.800
2021-04-23 11:00:00,2021-04-23 12:00:00,7886.700
2021-04-23 12:00:00,2021-04-23 13:00:00,7601.200
2021-04-23 13:00:00,2021-04-23 14:00:00,7309.700
2021-04-23 14:00:00,2021-04-23 15:00:00,7060.100
2021-04-23 15:00:00,2021-04-23 16:00:00,6967.200
2021-04-23 16:00:00,2021-04-23 17:00:00,6900.700
2021-04-23 17:00:00,2021-04-23 18:00:00,7041.400
2021-04-23 18:00:00,2021-04-23 19:00:00,7255.500
2021-04-23 19:00:00,2021-04-23 20:00:00,7288.900
2021-04-23 20:00:00,2021-04-23 21:00:00,7232.100
2021-04-23 21:00:00,2021-04-23 22:00:00,6874.400
2021-04-23 22:00:00,2021-04-23 23:00:00,6713.300
2021-04-23 23:00:00,2021-04-24 00:00:00,6309.700
2021-04-24 00:00:00,2021-04-24 01:00:00,5980.500
2021-04-24 01:00:00,2021-04-24 02:00:00,5709.600
2021-04-24 02:00:00,2021-04-24 03:00:00,5585.200
2021-04-24 03:00:00,2021-04-24 04:00:00,5462.800
2021-04-24 04:00:00,2021-04-24 05:00:00,5533.800
2021-04-24 05:00:00,2021-04-24 06:00:00,5796.200
2021-04-24 06:00:00,2021-04-24 07:00:00,6071.600
2021-04-24 07:00:00,2021-04-24 08:00:00,6337.900
2021-04-24 08:00:00,2021-04-24 09:00:00,6462.000
2021-04-24 09:00:00,2021-04-24 10:00:00,6484.800
2021-04-24 10:00:00,2021-04-24 11:00:00,6478.500
2021-04-24 11:00:00,2021-04-24 12:00:00,6535.800
2021-04-24 12:00:00,2021-04-24 13:00:00,6273.500
2021-04-24 13:00:00,2021-04-24 14:00:00,5991.200
2021-04-24 14:00:00,2021-04-24 15:00:00,5743.500
2021-04-24 15:00:00,2021-04-24 16:00:00,5613.900
