Time from [CET/CEST],Time to [CET/CEST],Power [MW]
2021-08-01 07:00:00,2021-08-01 08:00:00,5908.000
2021-08-01 08:00:00,2021-08-01 09:00:00,6222.500
2021-08-01 09:00:00,2021-08-01 10:00:00,6677.000
2021-08-01 10:00:00,2021-08-01 11:00:00,7003.700
2021-08-01 11:00:00,2021-08-01 12:00:00,7011.700
2021-08-01 12:00:00,2021-08-01 13:00:00,6824.800
2021-08-01 13:00:00,2021-08-01 14:00:00,7265.200
2021-08-01 14:00:00,2021-08-01 15:00:00,7182.500
2021-08-01 15:00:00,2021-08-01 16:00:00,7266.600
2021-08-01 16:00:00,2021-08-01 17:00:00,7413.400
2021-08-01 17:00:00,2021-08-01 18:00:00,7099.300
2021-08-01 18:00:00,2021-08-01 19:00:00,6183.100
2021-08-01 19:00:00,2021-08-01 20:00:00,6062.300
2021-08-01 20:00:00,2021-08-01 21:00:00,5880.300
2021-08-01 21:00:00,2021-08-01 22:00:00,5732.700
2021-08-01 22:00:00,2021-08-01 23:00:00,5779.200
2021-08-01 23:00:00,2021-08-02 00:00:00,5693.900
2021-08-02 00:00:00,2021-08-02 01:00:00,5956.100
2021-08-02 01:00:00,2021-08-02 02:00:00,6075.900
2021-08-02 02:00:00,2021-08-02 03:00:00,6207.100
2021-08-02 03:00:00,2021-08-02 04:00:00,6107.800
2021-08-02 04:00:00,2021-08-02 05:00:00,6209.400
2021-08-02 05:00:00,2021-08-02 06:00:00,6462.600
2021-08-02 06:00:00,2021-08-02 07:00:00,6552.000
2021-08-02 07:00:00,2021-08-02 08:00:00,7271.400
2021-08-02 08:00:00,2021-08-02 09:00:00,7654.700
2021-08-02 09:00:00,2021-08-02 10:00:00,7788.300
2021-08-02 10:00:00,2021-08-02 11:00:00,7923.700
2021-08-02 11:00:00,2021-08-02 12:00:00,8033.100
2021-08-02 12:00:00,2021-08-02 13:00:00,7756.900
2021-08-02 13:00:00,2021-08-02 14:00:00,7842.100
2021-08-02 14:00:00,2021-08-02 15:00:00,7936.800
2021-08-02 15:00:00,2021-08-02 16:00:00,7895.600
2021-08-02 16:00:00,2021-08-02 17:00:00,7674.800
2021-08-02 17:00:00,2021-08-02 18:00:00,7510.200
2021-08-02 18:00:00,2021-08-02 19:00:00,7517.700
2021-08-02 19:00:00,2021-08-02 20:00:00,7339.200
2021-08-02 20:00:00,2021-08-02 21:00:00,7087.800
2021-08-02 21:00:00,2021-08-02 22:00:00,6755.500
2021-08-02 22:00:00,2021-08-02 23:00:00,6447.900
2021-08-02 23:00:00,2021-08-03 00:00:00,5950.800
2021-08-03 00:00:00,2021-08-03 01:00:00,5505.700
2021-08-03 01:00:00,2021-08-03 02:00:00,5357.000
2021-08-03 02:00:00,2021-08-03 03:00:00,5312.900
2021-08-03 03:00:00,2021-08-03 04:00:00,5197.600
2021-08-03 04:00:00,2021-08-03 05:00:00,5309.300
2021-08-03 05:00:00,2021-08-03 06:00:00,5709.800
2021-08-03 06:00:00,2021-08-03 07:00:00,6481.700
2021-08-03 07:00:00,2021-08-03 08:00:00,7161.300
2021-08-03 08:00:00,2021-08-03 09:00:00,7525.100
2021-08-03 09:00:00,2021-08-03 10:00:00,7633.900
2021-08-03 10:00:00,2021-08-03 11:00:00,7712.000
2021-08-03 11:00:00,2021-08-03 12:00:00,7787.800
2021-08-03 12:00:00,2021-08-03 13:00:00,7591.900
2021-08-03 13:00:00,2021-08-03 14:00:00,7519.700
2021-08-03 14:00:00,2021-08-03 15:00:00,7462.800
2021-08-03 15:00:00,2021-08-03 16:00:00,7536.800
2021-08-03 16:00:00,2021-08-03 17:00:00,7425.600
2021-08-03 17:00:00,2021-08-03 18:00:00,7421.500
2021-08-03 18:00:00,2021-08-03 19:00:00,7397.400
2021-08-03 19:00:00,2021-08-03 20:00:00,7215.500
2021-08-03 20:00:00,2021-08-03 21:00:00,6933.400
2021-08-03 21:00:00,2021-08-03 22:00:00,6627.000
2021-08-03 22:00:00,2021-08-03 23:00:00,6329.900
2021-08-03 23:00:00,2021-08-04 00:00:00,5829.900
2021-08-04 00:00:00,2021-08-04 01:00:00,5368.100
2021-08-04 01:00:00,2021-08-04 02:00:00,5105.300
2021-08-04 02:00:00,2021-08-04 03:00:00,5023.800
2021-08-04 03:00:00,2021-08-04 04:00:00,5037.900
2021-08-04 04:00:00,2021-08-04 05:00:00,5207.600
2021-08-04 05:00:00,2021-08-04 06:00:00,5518.500
2021-08-04 06:00:00,2021-08-04 07:00:00,6442.700
2021-08-04 07:00:00,2021-08-04 08:00:00,7193.800
2021-08-04 08:00:00,2021-08-04 09:00:00,7566.100
2021-08-04 09:00:00,2021-08-04 10:00:00,7648.600
2021-08-04 10:00:00,2021-08-04 11:00:00,7738.000
2021-08-04 11:00:00,2021-08-04 12:00:00,7870.200
2021-08-04 12:00:00,2021-08-04 13:00:00,7676.300
2021-08-04 13:00:00,2021-08-04 14:00:00,7588.400
2021-08-04 14:00:00,2021-08-04 15:00:00,7556.600
2021-08-04 15:00:00,2021-08-04 16:00:00,7470.200
2021-08-04 16:00:00,2021-08-04 17:00:00,7353.700
2021-08-04 17:00:00,2021-08-04 18:00:00,7388.500
2021-08-04 18:00:00,2021-08-04 19:00:00,7359.500
2021-08-04 19:00:00,2021-08-04 20:00:00,7189.000
2021-08-04 20:00:00,2021-08-04 21:00:00,6953.400
2021-08-04 21:00:00,2021-08-04 22:00:00,6626.000
2021-08-04 22:00:00,2021-08-04 23:00:00,6313.500
2021-08-04 23:00:00,2021-08-05 00:00:00,5823.300
2021-08-05 00:00:00,2021-08-05 01:00:00,5490.300
2021-08-05 01:00:00,2021-08-05 02:00:00,5253.300
2021-08-05 02:00:00,2021-08-05 03:00:00,5395.200
2021-08-05 03:00:00,2021-08-05 04:00:00,5349.200
2021-08-05 04:00:00,2021-08-05 05:00:00,5748.200
2021-08-05 05:00:00,2021-08-05 06:00:00,6100.400
2021-08-05 06:00:00,2021-08-05 07:00:00,6904.700
2021-08-05 07:00:00,2021-08-05 08:00:00,7640.600
2021-08-05 08:00:00,2021-08-05 09:00:00,8050.200
2021-08-05 09:00:00,2021-08-05 10:00:00,7970.600
2021-08-05 10:00:00,2021-08-05 11:00:00,8071.900
2021-08-05 11:00:00,2021-08-05 12:00:00,8183.200
2021-08-05 12:00:00,2021-08-05 13:00:00,7951.000
2021-08-05 13:00:00,2021-08-05 14:00:00,7926.200
2021-08-05 14:00:00,2021-08-05 15:00:00,7876.100
2021-08-05 15:00:00,2021-08-05 16:00:00,7760.700
2021-08-05 16:00:00,2021-08-05 17:00:00,7775.300
2021-08-05 17:00:00,2021-08-05 18:00:00,7516.700
2021-08-05 18:00:00,2021-08-05 19:00:00,7400.200
2021-08-05 19:00:00,2021-08-05 20:00:00,7194.800
2021-08-05 20:00:00,2021-08-05 21:00:00,6927.600
2021-08-05 21:00:00,2021-08-05 22:00:00,6551.500
2021-08-05 22:00:00,2021-08-05 23:00:00,6256.900
2021-08-05 23:00:00,2021-08-06 00:00:00,5966.000
2021-08-06 00:00:00,2021-08-06 01:00:00,6102.700
2021-08-06 01:00:00,2021-08-06 02:00:00,6392.200
2021-08-06 02:00:00,2021-08-06 03:00:00,6381.500
2021-08-06 03:00:00,2021-08-06 04:00:00,6431.000
2021-08-06 04:00:00,2021-08-06 05:00:00,6545.700
2021-08-06 05:00:00,2021-08-06 06:00:00,6048.700
2021-08-06 06:00:00,2021-08-06 07:00:00,6499.900
2021-08-06 07:00:00,2021-08-06 08:00:00,7095.500
2021-08-06 08:00:00,2021-08-06 09:00:00,7473.100
2021-08-06 09:00:00,2021-08-06 10:00:00,7674.800
2021-08-06 10:00:00,2021-08-06 11:00:00,7796.700
2021-08-06 11:00:00,2021-08-06 12:00:00,7848.200
2021-08-06 12:00:00,2021-08-06 13:00:00,7604.100
2021-08-06 13:00:00,2021-08-06 14:00:00,7532.300
2021-08-06 14:00:00,2021-08-06 15:00:00,7729.200
2021-08-06 15:00:00,2021-08-06 16:00:00,7942.200
2021-08-06 16:00:00,2021-08-06 17:00:00,8023.600
2021-08-06 17:00:00,2021-08-06 18:00:00,8017.000
2021-08-06 18:00:00,2021-08-06 19:00:00,7192.200
2021-08-06 19:00:00,2021-08-06 20:00:00,6933.600
2021-08-06 20:00:00,2021-08-06 21:00:00,6686.300
2021-08-06 21:00:00,2021-08-06 22:00:00,6354.600
2021-08-06 22:00:00,2021-08-06 23:00:00,6076.400
2021-08-06 23:00:00,2021-08-07 00:00:00,5680.600
2021-08-07 00:00:00,2021-08-07 01:00:00,5501.500
2021-08-07 01:00:00,2021-08-07 02:00:00,5423.300
2021-08-07 02:00:00,2021-08-07 03:00:00,5599.000
2021-08-07 03:00:00,2021-08-07 04:00:00,5866.700
2021-08-07 04:00:00,2021-08-07 05:00:00,5912.200
2021-08-07 05:00:00,2021-08-07 06:00:00,5714.800
2021-08-07 06:00:00,2021-08-07 07:00:00,6162.600
2021-08-07 07:00:00,2021-08-07 08:00:00,6589.800
2021-08-07 08:00:00,2021-08-07 09:00:00,6355.900
2021-08-07 09:00:00,2021-08-07 10:00:00,6572.400
2021-08-07 10:00:00,2021-08-07 11:00:00,7363.000
2021-08-07 11:00:00,2021-08-07 12:00:00,7448.700
2021-08-07 12:00:00,2021-08-07 13:00:00,7424.000
2021-08-07 13:00:00,2021-08-07 14:00:00,7294.900
2021-08-07 14:00:00,2021-08-07 15:00:00,7148.100
2021-08-07 15:00:00,2021-08-07 16:00:00,7164.200
2021-08-07 16:00:00,2021-08-07 17:00:00,7050.600
2021-08-07 17:00:00,2021-08-07 18:00:00,6432.600
2021-08-07 18:00:00,2021-08-07 19:00:00,6286.100
2021-08-07 19:00:00,2021-08-07 20:00:00,6174.800
2021-08-07 20:00:00,2021-08-07 21:00:00,6079.000
2021-08-07 21:00:00,2021-08-07 22:00:00,5876.500
2021-08-07 22:00:00,2021-08-07 23:00:00,5756.600
2021-08-07 23:00:00,2021-08-08 00:00:00,5904.900
2021-08-08 00:00:00,2021-08-08 01:00:00,5714.700
2021-08-08 01:00:00,2021-08-08 02:00:00,5666.300
2021-08-08 02:00:00,2021-08-08 03:00:00,5507.800
2021-08-08 03:00:00,2021-08-08 04:00:00,5259.400
2021-08-08 04:00:00,2021-08-08 05:00:00,5299.800
2021-08-08 05:00:00,2021-08-08 06:00:00,5284.700
2021-08-08 06:00:00,2021-08-08 07:00:00,5397.600
2021-08-08 07:00:00,2021-08-08 08:00:00,5816.700
2021-08-08 08:00:00,2021-08-08 09:00:00,6412.200
2021-08-08 09:00:00,2021-08-08 10:00:00,6742.800
2021-08-08 10:00:00,2021-08-08 11:00:00,6983.100
2021-08-08 11:00:00,2021-08-08 12:00:00,7218.400
2021-08-08 12:00:00,2021-08-08 13:00:00,7237.600
2021-08-08 13:00:00,2021-08-08 14:00:00,7285.600
2021-08-08 14:00:00,2021-08-08 15:00:00,7180.600
2021-08-08 15:00:00,2021-08-08 16:00:00,7152.300
2021-08-08 16:00:00,2021-08-08 17:00:00,7096.000
2021-08-08 17:00:00,2021-08-08 18:00:00,6790.200
2021-08-08 18:00:00,2021-08-08 19:00:00,6662.200
2021-08-08 19:00:00,2021-08-08 20:00:00,6146.600
2021-08-08 20:00:00,2021-08-08 21:00:00,6014.700
2021-08-08 21:00:00,2021-08-08 22:00:00,5812.400
2021-08-08 22:00:00,2021-08-08 23:00:00,5743.800
2021-08-08 23:00:00,2021-08-09 00:00:00,5474.700
2021-08-09 00:00:00,2021-08-09 01:00:00,5399.000
2021-08-09 01:00:00,2021-08-09 02:00:00,5201.000
2021-08-09 02:00:00,2021-08-09 03:00:00,5109.200
2021-08-09 03:00:00,2021-08-09 04:00:00,5001.900
2021-08-09 04:00:00,2021-08-09 05:00:00,5115.300
2021-08-09 05:00:00,2021-08-09 06:00:00,5597.800
2021-08-09 06:00:00,2021-08-09 07:00:00,6399.000
2021-08-09 07:00:00,2021-08-09 08:00:00,7094.100
2021-08-09 08:00:00,2021-08-09 09:00:00,7456.800
2021-08-09 09:00:00,2021-08-09 10:00:00,7527.000
2021-08-09 10:00:00,2021-08-09 11:00:00,7667.100
2021-08-09 11:00:00,2021-08-09 12:00:00,7784.500
2021-08-09 12:00:00,2021-08-09 13:00:00,7585.600
2021-08-09 13:00:00,2021-08-09 14:00:00,7585.900
2021-08-09 14:00:00,2021-08-09 15:00:00,7539.600
2021-08-09 15:00:00,2021-08-09 16:00:00,7381.700
2021-08-09 16:00:00,2021-08-09 17:00:00,7311.600
2021-08-09 17:00:00,2021-08-09 18:00:00,7284.200
2021-08-09 18:00:00,2021-08-09 19:00:00,7321.300
2021-08-09 19:00:00,2021-08-09 20:00:00,7211.000
2021-08-09 20:00:00,2021-08-09 21:00:00,6996.600
2021-08-09 21:00:00,2021-08-09 22:00:00,6654.600
2021-08-09 22:00:00,2021-08-09 23:00:00,6335.200
2021-08-09 23:00:00,2021-08-10 00:00:00,5839.700
2021-08-10 00:00:00,2021-08-10 01:00:00,5589.700
2021-08-10 01:00:00,2021-08-10 02:00:00,5585.100
2021-08-10 02:00:00,2021-08-10 03:00:00,5785.400
2021-08-10 03:00:00,2021-08-10 04:00:00,5840.100
2021-08-10 04:00:00,2021-08-10 05:00:00,5646.500
2021-08-10 05:00:00,2021-08-10 06:00:00,5618.800
2021-08-10 06:00:00,2021-08-10 07:00:00,6566.100
2021-08-10 07:00:00,2021-08-10 08:00:00,7252.900
2021-08-10 08:00:00,2021-08-10 09:00:00,7627.300
2021-08-10 09:00:00,2021-08-10 10:00:00,7716.900
2021-08-10 10:00:00,2021-08-10 11:00:00,7773.300
2021-08-10 11:00:00,2021-08-10 12:00:00,7820.300
2021-08-10 12:00:00,2021-08-10 13:00:00,7595.300
2021-08-10 13:00:00,2021-08-10 14:00:00,7656.900
2021-08-10 14:00:00,2021-08-10 15:00:00,7608.000
2021-08-10 15:00:00,2021-08-10 16:00:00,7595.300
2021-08-10 16:00:00,2021-08-10 17:00:00,7489.000
2021-08-10 17:00:00,2021-08-10 18:00:00,7472.900
2021-08-10 18:00:00,2021-08-10 19:00:00,7426.600
2021-08-10 19:00:00,2021-08-10 20:00:00,7273.300
2021-08-10 20:00:00,2021-08-10 21:00:00,7029.200
2021-08-10 21:00:00,2021-08-10 22:00:00,6709.900
2021-08-10 22:00:00,2021-08-10 23:00:00,6419.600
2021-08-10 23:00:00,2021-08-11 00:00:00,5917.700
2021-08-11 00:00:00,2021-08-11 01:00:00,5649.100
2021-08-11 01:00:00,2021-08-11 02:00:00,5314.800
2021-08-11 02:00:00,2021-08-11 03:00:00,5429.100
2021-08-11 03:00:00,2021-08-11 04:00:00,5379.900
2021-08-11 04:00:00,2021-08-11 05:00:00,5580.200
2021-08-11 05:00:00,2021-08-11 06:00:00,5785.000
2021-08-11 06:00:00,2021-08-11 07:00:00,6601.700
2021-08-11 07:00:00,2021-08-11 08:00:00,7227.500
2021-08-11 08:00:00,2021-08-11 09:00:00,7594.800
2021-08-11 09:00:00,2021-08-11 10:00:00,7664.400
2021-08-11 10:00:00,2021-08-11 11:00:00,7734.400
2021-08-11 11:00:00,2021-08-11 12:00:00,7800.600
2021-08-11 12:00:00,2021-08-11 13:00:00,7593.400
2021-08-11 13:00:00,2021-08-11 14:00:00,7581.600
2021-08-11 14:00:00,2021-08-11 15:00:00,7517.500
2021-08-11 15:00:00,2021-08-11 16:00:00,7557.000
2021-08-11 16:00:00,2021-08-11 17:00:00,7414.300
2021-08-11 17:00:00,2021-08-11 18:00:00,7439.300
2021-08-11 18:00:00,2021-08-11 19:00:00,7440.800
2021-08-11 19:00:00,2021-08-11 20:00:00,7277.500
2021-08-11 20:00:00,2021-08-11 21:00:00,7065.100
2021-08-11 21:00:00,2021-08-11 22:00:00,6815.000
2021-08-11 22:00:00,2021-08-11 23:00:00,6489.000
2021-08-11 23:00:00,2021-08-12 00:00:00,6019.300
2021-08-12 00:00:00,2021-08-12 01:00:00,5612.500
2021-08-12 01:00:00,2021-08-12 02:00:00,5337.000
2021-08-12 02:00:00,2021-08-12 03:00:00,5374.400
2021-08-12 03:00:00,2021-08-12 04:00:00,5369.500
2021-08-12 04:00:00,2021-08-12 05:00:00,5426.900
2021-08-12 05:00:00,2021-08-12 06:00:00,5669.800
2021-08-12 06:00:00,2021-08-12 07:00:00,6551.200
2021-08-12 07:00:00,2021-08-12 08:00:00,7212.400
2021-08-12 08:00:00,2021-08-12 09:00:00,7566.600
2021-08-12 09:00:00,2021-08-12 10:00:00,7658.400
2021-08-12 10:00:00,2021-08-12 11:00:00,7709.100
2021-08-12 11:00:00,2021-08-12 12:00:00,7800.400
2021-08-12 12:00:00,2021-08-12 13:00:00,7573.300
2021-08-12 13:00:00,2021-08-12 14:00:00,7488.900
2021-08-12 14:00:00,2021-08-12 15:00:00,7470.800
2021-08-12 15:00:00,2021-08-12 16:00:00,7455.700
2021-08-12 16:00:00,2021-08-12 17:00:00,7373.300
2021-08-12 17:00:00,2021-08-12 18:00:00,7415.600
2021-08-12 18:00:00,2021-08-12 19:00:00,7397.700
2021-08-12 19:00:00,2021-08-12 20:00:00,7282.100
2021-08-12 20:00:00,2021-08-12 21:00:00,7055.800
2021-08-12 21:00:00,2021-08-12 22:00:00,6757.200
2021-08-12 22:00:00,2021-08-12 23:00:00,6443.100
2021-08-12 23:00:00,2021-08-13 00:00:00,5951.600
2021-08-13 00:00:00,2021-08-13 01:00:00,5857.500
2021-08-13 01:00:00,2021-08-13 02:00:00,5603.800
2021-08-13 02:00:00,2021-08-13 03:00:00,5493.100
2021-08-13 03:00:00,2021-08-13 04:00:00,5345.600
2021-08-13 04:00:00,2021-08-13 05:00:00,5476.900
2021-08-13 05:00:00,2021-08-13 06:00:00,5738.400
2021-08-13 06:00:00,2021-08-13 07:00:00,6539.500
2021-08-13 07:00:00,2021-08-13 08:00:00,7193.700
2021-08-13 08:00:00,2021-08-13 09:00:00,7560.300
2021-08-13 09:00:00,2021-08-13 10:00:00,7630.800
2021-08-13 10:00:00,2021-08-13 11:00:00,7740.900
2021-08-13 11:00:00,2021-08-13 12:00:00,7771.600
2021-08-13 12:00:00,2021-08-13 13:00:00,7538.300
2021-08-13 13:00:00,2021-08-13 14:00:00,7342.500
2021-08-13 14:00:00,2021-08-13 15:00:00,7978.000
2021-08-13 15:00:00,2021-08-13 16:00:00,7911.000
2021-08-13 16:00:00,2021-08-13 17:00:00,7557.900
2021-08-13 17:00:00,2021-08-13 18:00:00,7354.400
2021-08-13 18:00:00,2021-08-13 19:00:00,7271.700
2021-08-13 19:00:00,2021-08-13 20:00:00,7093.100
2021-08-13 20:00:00,2021-08-13 21:00:00,6856.800
2021-08-13 21:00:00,2021-08-13 22:00:00,6573.100
2021-08-13 22:00:00,2021-08-13 23:00:00,6291.600
2021-08-13 23:00:00,2021-08-14 00:00:00,5839.100
2021-08-14 00:00:00,2021-08-14 01:00:00,5479.800
2021-08-14 01:00:00,2021-08-14 02:00:00,5211.500
2021-08-14 02:00:00,2021-08-14 03:00:00,5158.800
2021-08-14 03:00:00,2021-08-14 04:00:00,5309.700
2021-08-14 04:00:00,2021-08-14 05:00:00,5482.300
2021-08-14 05:00:00,2021-08-14 06:00:00,5511.600
2021-08-14 06:00:00,2021-08-14 07:00:00,5602.200
2021-08-14 07:00:00,2021-08-14 08:00:00,5749.300
2021-08-14 08:00:00,2021-08-14 09:00:00,6149.900
2021-08-14 09:00:00,2021-08-14 10:00:00,6374.500
2021-08-14 10:00:00,2021-08-14 11:00:00,7162.700
2021-08-14 11:00:00,2021-08-14 12:00:00,7343.000
2021-08-14 12:00:00,2021-08-14 13:00:00,6672.600
2021-08-14 13:00:00,2021-08-14 14:00:00,6556.400
2021-08-14 14:00:00,2021-08-14 15:00:00,6848.700
2021-08-14 15:00:00,2021-08-14 16:00:00,7068.000
2021-08-14 16:00:00,2021-08-14 17:00:00,6923.100
2021-08-14 17:00:00,2021-08-14 18:00:00,6946.700
2021-08-14 18:00:00,2021-08-14 19:00:00,6231.900
2021-08-14 19:00:00,2021-08-14 20:00:00,6184.700
2021-08-14 20:00:00,2021-08-14 21:00:00,6094.200
2021-08-14 21:00:00,2021-08-14 22:00:00,5907.800
2021-08-14 22:00:00,2021-08-14 23:00:00,5731.700
2021-08-14 23:00:00,2021-08-15 00:00:00,5340.800
2021-08-15 00:00:00,2021-08-15 01:00:00,5124.400
2021-08-15 01:00:00,2021-08-15 02:00:00,4859.600
2021-08-15 02:00:00,2021-08-15 03:00:00,5082.400
2021-08-15 03:00:00,2021-08-15 04:00:00,5007.000
2021-08-15 04:00:00,2021-08-15 05:00:00,5422.200
2021-08-15 05:00:00,2021-08-15 06:00:00,5580.600
2021-08-15 06:00:00,2021-08-15 07:00:00,5583.400
2021-08-15 07:00:00,2021-08-15 08:00:00,5801.600
2021-08-15 08:00:00,2021-08-15 09:00:00,6105.000
2021-08-15 09:00:00,2021-08-15 10:00:00,6395.200
2021-08-15 10:00:00,2021-08-15 11:00:00,6457.900
2021-08-15 11:00:00,2021-08-15 12:00:00,6282.800
2021-08-15 12:00:00,2021-08-15 13:00:00,6330.300
2021-08-15 13:00:00,2021-08-15 14:00:00,5837.400
2021-08-15 14:00:00,2021-08-15 15:00:00,5737.700
2021-08-15 15:00:00,2021-08-15 16:00:00,6204.200
2021-08-15 16:00:00,2021-08-15 17:00:00,6375.100
2021-08-15 17:00:00,2021-08-15 18:00:00,6432.400
2021-08-15 18:00:00,2021-08-15 19:00:00,5819.300
2021-08-15 19:00:00,2021-08-15 20:00:00,5844.100
2021-08-15 20:00:00,2021-08-15 21:00:00,5853.700
2021-08-15 21:00:00,2021-08-15 22:00:00,5691.700
2021-08-15 22:00:00,2021-08-15 23:00:00,5792.400
2021-08-15 23:00:00,2021-08-16 00:00:00,5664.400
2021-08-16 00:00:00,2021-08-16 01:00:00,6610.000
2021-08-16 01:00:00,2021-08-16 02:00:00,6453.400
2021-08-16 02:00:00,2021-08-16 03:00:00,5917.500
2021-08-16 03:00:00,2021-08-16 04:00:00,5906.900
2021-08-16 04:00:00,2021-08-16 05:00:00,5563.600
2021-08-16 05:00:00,2021-08-16 06:00:00,5771.000
2021-08-16 06:00:00,2021-08-16 07:00:00,6521.200
2021-08-16 07:00:00,2021-08-16 08:00:00,7247.100
2021-08-16 08:00:00,2021-08-16 09:00:00,7622.800
2021-08-16 09:00:00,2021-08-16 10:00:00,7739.000
2021-08-16 10:00:00,2021-08-16 11:00:00,7810.900
2021-08-16 11:00:00,2021-08-16 12:00:00,8369.300
2021-08-16 12:00:00,2021-08-16 13:00:00,8495.800
2021-08-16 13:00:00,2021-08-16 14:00:00,8519.100
2021-08-16 14:00:00,2021-08-16 15:00:00,8086.600
2021-08-16 15:00:00,2021-08-16 16:00:00,7687.100
2021-08-16 16:00:00,2021-08-16 17:00:00,7835.700
2021-08-16 17:00:00,2021-08-16 18:00:00,8052.600
2021-08-16 18:00:00,2021-08-16 19:00:00,7626.100
2021-08-16 19:00:00,2021-08-16 20:00:00,7444.700
2021-08-16 20:00:00,2021-08-16 21:00:00,7128.400
2021-08-16 21:00:00,2021-08-16 22:00:00,6763.800
2021-08-16 22:00:00,2021-08-16 23:00:00,7221.800
2021-08-16 23:00:00,2021-08-17 00:00:00,6835.200
2021-08-17 00:00:00,2021-08-17 01:00:00,6689.800
2021-08-17 01:00:00,2021-08-17 02:00:00,6537.100
2021-08-17 02:00:00,2021-08-17 03:00:00,6614.700
2021-08-17 03:00:00,2021-08-17 04:00:00,6747.700
2021-08-17 04:00:00,2021-08-17 05:00:00,6836.200
2021-08-17 05:00:00,2021-08-17 06:00:00,7360.400
2021-08-17 06:00:00,2021-08-17 07:00:00,7920.500
2021-08-17 07:00:00,2021-08-17 08:00:00,7474.800
2021-08-17 08:00:00,2021-08-17 09:00:00,7804.400
2021-08-17 09:00:00,2021-08-17 10:00:00,8138.900
2021-08-17 10:00:00,2021-08-17 11:00:00,8626.200
2021-08-17 11:00:00,2021-08-17 12:00:00,8530.900
2021-08-17 12:00:00,2021-08-17 13:00:00,8360.800
2021-08-17 13:00:00,2021-08-17 14:00:00,8475.700
2021-08-17 14:00:00,2021-08-17 15:00:00,8558.500
2021-08-17 15:00:00,2021-08-17 16:00:00,8437.300
2021-08-17 16:00:00,2021-08-17 17:00:00,8563.100
2021-08-17 17:00:00,2021-08-17 18:00:00,7615.800
2021-08-17 18:00:00,2021-08-17 19:00:00,7481.300
2021-08-17 19:00:00,2021-08-17 20:00:00,7304.800
2021-08-17 20:00:00,2021-08-17 21:00:00,7090.400
2021-08-17 21:00:00,2021-08-17 22:00:00,6727.600
2021-08-17 22:00:00,2021-08-17 23:00:00,6378.300
2021-08-17 23:00:00,2021-08-18 00:00:00,6394.000
2021-08-18 00:00:00,2021-08-18 01:00:00,6574.900
2021-08-18 01:00:00,2021-08-18 02:00:00,6682.600
2021-08-18 02:00:00,2021-08-18 03:00:00,6437.300
2021-08-18 03:00:00,2021-08-18 04:00:00,6298.500
2021-08-18 04:00:00,2021-08-18 05:00:00,6431.300
2021-08-18 05:00:00,2021-08-18 06:00:00,6470.100
2021-08-18 06:00:00,2021-08-18 07:00:00,6701.300
2021-08-18 07:00:00,2021-08-18 08:00:00,7404.100
2021-08-18 08:00:00,2021-08-18 09:00:00,7782.400
2021-08-18 09:00:00,2021-08-18 10:00:00,7890.700
2021-08-18 10:00:00,2021-08-18 11:00:00,8015.300
2021-08-18 11:00:00,2021-08-18 12:00:00,8099.000
2021-08-18 12:00:00,2021-08-18 13:00:00,7844.700
2021-08-18 13:00:00,2021-08-18 14:00:00,7852.800
2021-08-18 14:00:00,2021-08-18 15:00:00,8134.900
2021-08-18 15:00:00,2021-08-18 16:00:00,8155.400
2021-08-18 16:00:00,2021-08-18 17:00:00,8049.100
2021-08-18 17:00:00,2021-08-18 18:00:00,7542.700
2021-08-18 18:00:00,2021-08-18 19:00:00,7513.300
2021-08-18 19:00:00,2021-08-18 20:00:00,7395.200
2021-08-18 20:00:00,2021-08-18 21:00:00,7144.400
2021-08-18 21:00:00,2021-08-18 22:00:00,6743.000
2021-08-18 22:00:00,2021-08-18 23:00:00,6422.500
2021-08-18 23:00:00,2021-08-19 00:00:00,6480.200
2021-08-19 00:00:00,2021-08-19 01:00:00,7106.100
2021-08-19 01:00:00,2021-08-19 02:00:00,6968.900
2021-08-19 02:00:00,2021-08-19 03:00:00,6939.100
2021-08-19 03:00:00,2021-08-19 04:00:00,6775.700
2021-08-19 04:00:00,2021-08-19 05:00:00,6867.500
2021-08-19 05:00:00,2021-08-19 06:00:00,7009.800
2021-08-19 06:00:00,2021-08-19 07:00:00,6582.700
2021-08-19 07:00:00,2021-08-19 08:00:00,7269.000
2021-08-19 08:00:00,2021-08-19 09:00:00,7639.300
2021-08-19 09:00:00,2021-08-19 10:00:00,7692.800
2021-08-19 10:00:00,2021-08-19 11:00:00,7748.900
2021-08-19 11:00:00,2021-08-19 12:00:00,7813.100
2021-08-19 12:00:00,2021-08-19 13:00:00,7533.800
2021-08-19 13:00:00,2021-08-19 14:00:00,7442.900
2021-08-19 14:00:00,2021-08-19 15:00:00,7380.400
2021-08-19 15:00:00,2021-08-19 16:00:00,7315.200
2021-08-19 16:00:00,2021-08-19 17:00:00,7306.100
2021-08-19 17:00:00,2021-08-19 18:00:00,7389.200
2021-08-19 18:00:00,2021-08-19 19:00:00,7415.800
2021-08-19 19:00:00,2021-08-19 20:00:00,7268.200
2021-08-19 20:00:00,2021-08-19 21:00:00,7066.800
2021-08-19 21:00:00,2021-08-19 22:00:00,6709.600
2021-08-19 22:00:00,2021-08-19 23:00:00,6392.700
2021-08-19 23:00:00,2021-08-20 00:00:00,5898.900
2021-08-20 00:00:00,2021-08-20 01:00:00,5645.500
