Time from [CET/CEST],Time to [CET/CEST],Power [MW]
2019-03-05 00:45:00,2019-03-05 01:00:00,6455.600
2019-03-05 01:00:00,2019-03-05 01:15:00,6464.000
2019-03-05 01:15:00,2019-03-05 01:30:00,6364.000
2019-03-05 01:30:00,2019-03-05 01:45:00,6288.400
2019-03-05 01:45:00,2019-03-05 02:00:00,6250.000
2019-03-05 02:00:00,2019-03-05 02:15:00,6235.200
2019-03-05 02:15:00,2019-03-05 02:30:00,6204.000
2019-03-05 02:30:00,2019-03-05 02:45:00,6199.200
2019-03-05 02:45:00,2019-03-05 03:00:00,6195.600
2019-03-05 03:00:00,2019-03-05 03:15:00,6182.400
2019-03-05 03:15:00,2019-03-05 03:30:00,6120.000
2019-03-05 03:30:00,2019-03-05 03:45:00,6054.400
2019-03-05 03:45:00,2019-03-05 04:00:00,6046.400
2019-03-05 04:00:00,2019-03-05 04:15:00,6156.000
2019-03-05 04:15:00,2019-03-05 04:30:00,6259.200
2019-03-05 04:30:00,2019-03-05 04:45:00,6334.800
2019-03-05 04:45:00,2019-03-05 05:00:00,6421.600
2019-03-05 05:00:00,2019-03-05 05:15:00,6645.200
2019-03-05 05:15:00,2019-03-05 05:30:00,6748.800
2019-03-05 05:30:00,2019-03-05 05:45:00,6966.800
2019-03-05 05:45:00,2019-03-05 06:00:00,7213.600
2019-03-05 06:00:00,2019-03-05 06:15:00,7755.200
2019-03-05 06:15:00,2019-03-05 06:30:00,8093.600
2019-03-05 06:30:00,2019-03-05 06:45:00,8266.800
2019-03-05 06:45:00,2019-03-05 07:00:00,8425.200
2019-03-05 07:00:00,2019-03-05 07:15:00,8764.000
2019-03-05 07:15:00,2019-03-05 07:30:00,8879.600
2019-03-05 07:30:00,2019-03-05 07:45:00,8914.800
2019-03-05 07:45:00,2019-03-05 08:00:00,8977.600
2019-03-05 08:00:00,2019-03-05 08:15:00,9063.200
2019-03-05 08:15:00,2019-03-05 08:30:00,9130.800
2019-03-05 08:30:00,2019-03-05 08:45:00,9172.000
2019-03-05 08:45:00,2019-03-05 09:00:00,9190.000
2019-03-05 09:00:00,2019-03-05 09:15:00,9158.800
2019-03-05 09:15:00,2019-03-05 09:30:00,9185.600
2019-03-05 09:30:00,2019-03-05 09:45:00,9241.600
2019-03-05 09:45:00,2019-03-05 10:00:00,9200.400
2019-03-05 10:00:00,2019-03-05 10:15:00,9168.800
2019-03-05 10:15:00,2019-03-05 10:30:00,9152.800
2019-03-05 10:30:00,2019-03-05 10:45:00,9118.800
2019-03-05 10:45:00,2019-03-05 11:00:00,9112.800
2019-03-05 11:00:00,2019-03-05 11:15:00,9072.000
2019-03-05 11:15:00,2019-03-05 11:30:00,9091.200
2019-03-05 11:30:00,2019-03-05 11:45:00,9034.400
2019-03-05 11:45:00,2019-03-05 12:00:00,8993.600
2019-03-05 12:00:00,2019-03-05 12:15:00,8912.400
2019-03-05 12:15:00,2019-03-05 12:30:00,8792.400
2019-03-05 12:30:00,2019-03-05 12:45:00,8662.000
2019-03-05 12:45:00,2019-03-05 13:00:00,8607.600
2019-03-05 13:00:00,2019-03-05 13:15:00,8612.800
2019-03-05 13:15:00,2019-03-05 13:30:00,8586.800
2019-03-05 13:30:00,2019-03-05 13:45:00,8562.800
2019-03-05 13:45:00,2019-03-05 14:00:00,8533.600
2019-03-05 14:00:00,2019-03-05 14:15:00,8478.800
2019-03-05 14:15:00,2019-03-05 14:30:00,8466.800
2019-03-05 14:30:00,2019-03-05 14:45:00,8416.800
2019-03-05 14:45:00,2019-03-05 15:00:00,8390.800
2019-03-05 15:00:00,2019-03-05 15:15:00,8453.600
2019-03-05 15:15:00,2019-03-05 15:30:00,8468.400
2019-03-05 15:30:00,2019-03-05 15:45:00,8436.400
2019-03-05 15:45:00,2019-03-05 16:00:00,8454.000
2019-03-05 16:00:00,2019-03-05 16:15:00,8471.600
2019-03-05 16:15:00,2019-03-05 16:30:00,8420.800
2019-03-05 16:30:00,2019-03-05 16:45:00,8526.000
2019-03-05 16:45:00,2019-03-05 17:00:00,8537.200
2019-03-05 17:00:00,2019-03-05 17:15:00,8593.600
2019-03-05 17:15:00,2019-03-05 17:30:00,8711.600
2019-03-05 17:30:00,2019-03-05 17:45:00,8809.600
2019-03-05 17:45:00,2019-03-05 18:00:00,8954.400
2019-03-05 18:00:00,2019-03-05 18:15:00,9113.600
2019-03-05 18:15:00,2019-03-05 18:30:00,9196.000
2019-03-05 18:30:00,2019-03-05 18:45:00,9253.600
2019-03-05 18:45:00,2019-03-05 19:00:00,9274.800
2019-03-05 19:00:00,2019-03-05 19:15:00,8992.800
2019-03-05 19:15:00,2019-03-05 19:30:00,8864.000
2019-03-05 19:30:00,2019-03-05 19:45:00,8711.600
2019-03-05 19:45:00,2019-03-05 20:00:00,8587.200
2019-03-05 20:00:00,2019-03-05 20:15:00,8424.000
2019-03-05 20:15:00,2019-03-05 20:30:00,8299.200
2019-03-05 20:30:00,2019-03-05 20:45:00,8144.800
2019-03-05 20:45:00,2019-03-05 21:00:00,8045.200
2019-03-05 21:00:00,2019-03-05 21:15:00,7844.800
2019-03-05 21:15:00,2019-03-05 21:30:00,7658.800
2019-03-05 21:30:00,2019-03-05 21:45:00,7499.600
2019-03-05 21:45:00,2019-03-05 22:00:00,7436.800
2019-03-05 22:00:00,2019-03-05 22:15:00,7575.200
2019-03-05 22:15:00,2019-03-05 22:30:00,7468.400
2019-03-05 22:30:00,2019-03-05 22:45:00,7331.200
2019-03-05 22:45:00,2019-03-05 23:00:00,7209.200
2019-03-05 23:00:00,2019-03-05 23:15:00,7092.400
2019-03-05 23:15:00,2019-03-05 23:30:00,6908.800
2019-03-05 23:30:00,2019-03-05 23:45:00,6772.800
2019-03-05 23:45:00,2019-03-06 00:00:00,6673.600
2019-03-06 00:00:00,2019-03-06 00:15:00,6690.400
2019-03-06 00:15:00,2019-03-06 00:30:00,6580.000
2019-03-06 00:30:00,2019-03-06 00:45:00,6523.600
2019-03-06 00:45:00,2019-03-06 01:00:00,6424.000
2019-03-06 01:00:00,2019-03-06 01:15:00,6360.400
2019-03-06 01:15:00,2019-03-06 01:30:00,6333.600
2019-03-06 01:30:00,2019-03-06 01:45:00,6297.200
2019-03-06 01:45:00,2019-03-06 02:00:00,6160.000
2019-03-06 02:00:00,2019-03-06 02:15:00,6239.200
2019-03-06 02:15:00,2019-03-06 02:30:00,6234.800
2019-03-06 02:30:00,2019-03-06 02:45:00,6192.400
2019-03-06 02:45:00,2019-03-06 03:00:00,6127.600
2019-03-06 03:00:00,2019-03-06 03:15:00,6161.200
2019-03-06 03:15:00,2019-03-06 03:30:00,6127.200
2019-03-06 03:30:00,2019-03-06 03:45:00,6080.400
2019-03-06 03:45:00,2019-03-06 04:00:00,6074.800
2019-03-06 04:00:00,2019-03-06 04:15:00,6196.400
2019-03-06 04:15:00,2019-03-06 04:30:00,6237.600
2019-03-06 04:30:00,2019-03-06 04:45:00,6295.600
2019-03-06 04:45:00,2019-03-06 05:00:00,6375.200
2019-03-06 05:00:00,2019-03-06 05:15:00,6646.000
2019-03-06 05:15:00,2019-03-06 05:30:00,6834.000
2019-03-06 05:30:00,2019-03-06 05:45:00,7061.600
2019-03-06 05:45:00,2019-03-06 06:00:00,7317.200
2019-03-06 06:00:00,2019-03-06 06:15:00,7713.200
2019-03-06 06:15:00,2019-03-06 06:30:00,8056.000
2019-03-06 06:30:00,2019-03-06 06:45:00,8237.200
2019-03-06 06:45:00,2019-03-06 07:00:00,8434.400
2019-03-06 07:00:00,2019-03-06 07:15:00,8828.000
2019-03-06 07:15:00,2019-03-06 07:30:00,8910.400
2019-03-06 07:30:00,2019-03-06 07:45:00,8996.000
2019-03-06 07:45:00,2019-03-06 08:00:00,9040.400
2019-03-06 08:00:00,2019-03-06 08:15:00,9032.000
2019-03-06 08:15:00,2019-03-06 08:30:00,9068.800
2019-03-06 08:30:00,2019-03-06 08:45:00,9067.600
2019-03-06 08:45:00,2019-03-06 09:00:00,9074.800
2019-03-06 09:00:00,2019-03-06 09:15:00,8986.400
2019-03-06 09:15:00,2019-03-06 09:30:00,9005.200
2019-03-06 09:30:00,2019-03-06 09:45:00,8992.800
2019-03-06 09:45:00,2019-03-06 10:00:00,8964.400
2019-03-06 10:00:00,2019-03-06 10:15:00,8844.800
2019-03-06 10:15:00,2019-03-06 10:30:00,8812.800
2019-03-06 10:30:00,2019-03-06 10:45:00,8854.800
2019-03-06 10:45:00,2019-03-06 11:00:00,8846.000
2019-03-06 11:00:00,2019-03-06 11:15:00,8830.400
2019-03-06 11:15:00,2019-03-06 11:30:00,8809.200
2019-03-06 11:30:00,2019-03-06 11:45:00,8820.000
2019-03-06 11:45:00,2019-03-06 12:00:00,8785.600
2019-03-06 12:00:00,2019-03-06 12:15:00,8681.200
2019-03-06 12:15:00,2019-03-06 12:30:00,8600.400
2019-03-06 12:30:00,2019-03-06 12:45:00,8614.400
2019-03-06 12:45:00,2019-03-06 13:00:00,8562.800
2019-03-06 13:00:00,2019-03-06 13:15:00,8617.200
2019-03-06 13:15:00,2019-03-06 13:30:00,8606.800
2019-03-06 13:30:00,2019-03-06 13:45:00,8626.400
2019-03-06 13:45:00,2019-03-06 14:00:00,8617.600
2019-03-06 14:00:00,2019-03-06 14:15:00,8637.600
2019-03-06 14:15:00,2019-03-06 14:30:00,8664.000
2019-03-06 14:30:00,2019-03-06 14:45:00,8668.400
2019-03-06 14:45:00,2019-03-06 15:00:00,8629.600
2019-03-06 15:00:00,2019-03-06 15:15:00,8654.000
2019-03-06 15:15:00,2019-03-06 15:30:00,8724.000
2019-03-06 15:30:00,2019-03-06 15:45:00,8736.400
2019-03-06 15:45:00,2019-03-06 16:00:00,8725.200
2019-03-06 16:00:00,2019-03-06 16:15:00,8672.000
2019-03-06 16:15:00,2019-03-06 16:30:00,8724.000
2019-03-06 16:30:00,2019-03-06 16:45:00,8745.200
2019-03-06 16:45:00,2019-03-06 17:00:00,8785.200
2019-03-06 17:00:00,2019-03-06 17:15:00,8853.200
2019-03-06 17:15:00,2019-03-06 17:30:00,8916.800
2019-03-06 17:30:00,2019-03-06 17:45:00,9042.800
2019-03-06 17:45:00,2019-03-06 18:00:00,9212.000
2019-03-06 18:00:00,2019-03-06 18:15:00,9312.000
2019-03-06 18:15:00,2019-03-06 18:30:00,9352.800
2019-03-06 18:30:00,2019-03-06 18:45:00,9385.200
2019-03-06 18:45:00,2019-03-06 19:00:00,9372.800
2019-03-06 19:00:00,2019-03-06 19:15:00,9108.400
2019-03-06 19:15:00,2019-03-06 19:30:00,8984.400
2019-03-06 19:30:00,2019-03-06 19:45:00,8869.600
2019-03-06 19:45:00,2019-03-06 20:00:00,8686.800
2019-03-06 20:00:00,2019-03-06 20:15:00,8527.600
2019-03-06 20:15:00,2019-03-06 20:30:00,8398.400
2019-03-06 20:30:00,2019-03-06 20:45:00,8324.800
2019-03-06 20:45:00,2019-03-06 21:00:00,8143.200
2019-03-06 21:00:00,2019-03-06 21:15:00,7926.800
2019-03-06 21:15:00,2019-03-06 21:30:00,7780.400
2019-03-06 21:30:00,2019-03-06 21:45:00,7596.000
2019-03-06 21:45:00,2019-03-06 22:00:00,7457.600
2019-03-06 22:00:00,2019-03-06 22:15:00,7633.600
2019-03-06 22:15:00,2019-03-06 22:30:00,7551.200
2019-03-06 22:30:00,2019-03-06 22:45:00,7400.000
2019-03-06 22:45:00,2019-03-06 23:00:00,7268.400
2019-03-06 23:00:00,2019-03-06 23:15:00,7099.600
2019-03-06 23:15:00,2019-03-06 23:30:00,6977.600
2019-03-06 23:30:00,2019-03-06 23:45:00,6814.400
2019-03-06 23:45:00,2019-03-07 00:00:00,6731.600
2019-03-07 00:00:00,2019-03-07 00:15:00,6720.000
2019-03-07 00:15:00,2019-03-07 00:30:00,6588.400
2019-03-07 00:30:00,2019-03-07 00:45:00,6509.600
2019-03-07 00:45:00,2019-03-07 01:00:00,6376.800
2019-03-07 01:00:00,2019-03-07 01:15:00,6379.200
2019-03-07 01:15:00,2019-03-07 01:30:00,6311.200
2019-03-07 01:30:00,2019-03-07 01:45:00,6251.200
2019-03-07 01:45:00,2019-03-07 02:00:00,6123.600
2019-03-07 02:00:00,2019-03-07 02:15:00,6162.400
2019-03-07 02:15:00,2019-03-07 02:30:00,6111.200
2019-03-07 02:30:00,2019-03-07 02:45:00,6118.400
2019-03-07 02:45:00,2019-03-07 03:00:00,6068.400
2019-03-07 03:00:00,2019-03-07 03:15:00,6048.000
2019-03-07 03:15:00,2019-03-07 03:30:00,6018.000
2019-03-07 03:30:00,2019-03-07 03:45:00,6023.600
2019-03-07 03:45:00,2019-03-07 04:00:00,5990.400
2019-03-07 04:00:00,2019-03-07 04:15:00,6090.800
2019-03-07 04:15:00,2019-03-07 04:30:00,6158.000
2019-03-07 04:30:00,2019-03-07 04:45:00,6248.000
2019-03-07 04:45:00,2019-03-07 05:00:00,6334.400
2019-03-07 05:00:00,2019-03-07 05:15:00,6634.400
2019-03-07 05:15:00,2019-03-07 05:30:00,6769.200
2019-03-07 05:30:00,2019-03-07 05:45:00,6974.000
2019-03-07 05:45:00,2019-03-07 06:00:00,7228.000
2019-03-07 06:00:00,2019-03-07 06:15:00,7678.000
2019-03-07 06:15:00,2019-03-07 06:30:00,8039.200
2019-03-07 06:30:00,2019-03-07 06:45:00,8206.400
2019-03-07 06:45:00,2019-03-07 07:00:00,8393.200
2019-03-07 07:00:00,2019-03-07 07:15:00,8741.200
2019-03-07 07:15:00,2019-03-07 07:30:00,8867.600
2019-03-07 07:30:00,2019-03-07 07:45:00,8977.600
2019-03-07 07:45:00,2019-03-07 08:00:00,9043.600
2019-03-07 08:00:00,2019-03-07 08:15:00,9192.400
2019-03-07 08:15:00,2019-03-07 08:30:00,9212.400
2019-03-07 08:30:00,2019-03-07 08:45:00,9195.600
2019-03-07 08:45:00,2019-03-07 09:00:00,9204.800
2019-03-07 09:00:00,2019-03-07 09:15:00,9203.600
2019-03-07 09:15:00,2019-03-07 09:30:00,9160.800
2019-03-07 09:30:00,2019-03-07 09:45:00,9225.600
2019-03-07 09:45:00,2019-03-07 10:00:00,9202.000
2019-03-07 10:00:00,2019-03-07 10:15:00,9164.800
2019-03-07 10:15:00,2019-03-07 10:30:00,9174.400
2019-03-07 10:30:00,2019-03-07 10:45:00,9120.400
2019-03-07 10:45:00,2019-03-07 11:00:00,9113.200
2019-03-07 11:00:00,2019-03-07 11:15:00,9068.400
2019-03-07 11:15:00,2019-03-07 11:30:00,9080.000
2019-03-07 11:30:00,2019-03-07 11:45:00,9097.200
2019-03-07 11:45:00,2019-03-07 12:00:00,9055.200
2019-03-07 12:00:00,2019-03-07 12:15:00,8964.000
2019-03-07 12:15:00,2019-03-07 12:30:00,8864.400
2019-03-07 12:30:00,2019-03-07 12:45:00,8836.400
2019-03-07 12:45:00,2019-03-07 13:00:00,8818.800
2019-03-07 13:00:00,2019-03-07 13:15:00,8922.400
2019-03-07 13:15:00,2019-03-07 13:30:00,8952.400
2019-03-07 13:30:00,2019-03-07 13:45:00,8961.600
2019-03-07 13:45:00,2019-03-07 14:00:00,8934.800
2019-03-07 14:00:00,2019-03-07 14:15:00,8908.000
2019-03-07 14:15:00,2019-03-07 14:30:00,8958.000
2019-03-07 14:30:00,2019-03-07 14:45:00,8971.200
2019-03-07 14:45:00,2019-03-07 15:00:00,8980.800
2019-03-07 15:00:00,2019-03-07 15:15:00,9028.400
2019-03-07 15:15:00,2019-03-07 15:30:00,9078.400
2019-03-07 15:30:00,2019-03-07 15:45:00,9094.800
2019-03-07 15:45:00,2019-03-07 16:00:00,9065.200
2019-03-07 16:00:00,2019-03-07 16:15:00,9001.200
2019-03-07 16:15:00,2019-03-07 16:30:00,9033.200
2019-03-07 16:30:00,2019-03-07 16:45:00,9048.000
2019-03-07 16:45:00,2019-03-07 17:00:00,9090.400
2019-03-07 17:00:00,2019-03-07 17:15:00,9126.000
2019-03-07 17:15:00,2019-03-07 17:30:00,9137.600
2019-03-07 17:30:00,2019-03-07 17:45:00,9276.000
2019-03-07 17:45:00,2019-03-07 18:00:00,9356.000
2019-03-07 18:00:00,2019-03-07 18:15:00,9391.200
2019-03-07 18:15:00,2019-03-07 18:30:00,9433.600
2019-03-07 18:30:00,2019-03-07 18:45:00,9345.600
2019-03-07 18:45:00,2019-03-07 19:00:00,9328.800
2019-03-07 19:00:00,2019-03-07 19:15:00,9097.600
2019-03-07 19:15:00,2019-03-07 19:30:00,8968.400
2019-03-07 19:30:00,2019-03-07 19:45:00,8854.400
2019-03-07 19:45:00,2019-03-07 20:00:00,8688.800
2019-03-07 20:00:00,2019-03-07 20:15:00,8550.400
2019-03-07 20:15:00,2019-03-07 20:30:00,8399.200
2019-03-07 20:30:00,2019-03-07 20:45:00,8256.800
2019-03-07 20:45:00,2019-03-07 21:00:00,8112.800
2019-03-07 21:00:00,2019-03-07 21:15:00,7984.800
2019-03-07 21:15:00,2019-03-07 21:30:00,7841.600
2019-03-07 21:30:00,2019-03-07 21:45:00,7654.800
2019-03-07 21:45:00,2019-03-07 22:00:00,7499.200
2019-03-07 22:00:00,2019-03-07 22:15:00,7614.000
2019-03-07 22:15:00,2019-03-07 22:30:00,7534.400
2019-03-07 22:30:00,2019-03-07 22:45:00,7365.600
2019-03-07 22:45:00,2019-03-07 23:00:00,7185.200
2019-03-07 23:00:00,2019-03-07 23:15:00,7050.800
2019-03-07 23:15:00,2019-03-07 23:30:00,6896.400
2019-03-07 23:30:00,2019-03-07 23:45:00,6746.400
2019-03-07 23:45:00,2019-03-08 00:00:00,6649.600
2019-03-08 00:00:00,2019-03-08 00:15:00,6595.200
2019-03-08 00:15:00,2019-03-08 00:30:00,6442.000
2019-03-08 00:30:00,2019-03-08 00:45:00,6344.400
2019-03-08 00:45:00,2019-03-08 01:00:00,6246.000
2019-03-08 01:00:00,2019-03-08 01:15:00,6239.200
2019-03-08 01:15:00,2019-03-08 01:30:00,6196.400
2019-03-08 01:30:00,2019-03-08 01:45:00,6137.600
2019-03-08 01:45:00,2019-03-08 02:00:00,6112.400
2019-03-08 02:00:00,2019-03-08 02:15:00,6192.000
2019-03-08 02:15:00,2019-03-08 02:30:00,6085.600
2019-03-08 02:30:00,2019-03-08 02:45:00,6119.200
2019-03-08 02:45:00,2019-03-08 03:00:00,6078.000
2019-03-08 03:00:00,2019-03-08 03:15:00,6049.600
2019-03-08 03:15:00,2019-03-08 03:30:00,5970.000
2019-03-08 03:30:00,2019-03-08 03:45:00,6053.600
2019-03-08 03:45:00,2019-03-08 04:00:00,6043.600
2019-03-08 04:00:00,2019-03-08 04:15:00,6139.600
2019-03-08 04:15:00,2019-03-08 04:30:00,6152.000
2019-03-08 04:30:00,2019-03-08 04:45:00,6247.600
2019-03-08 04:45:00,2019-03-08 05:00:00,6342.400
2019-03-08 05:00:00,2019-03-08 05:15:00,6591.600
2019-03-08 05:15:00,2019-03-08 05:30:00,6750.000
2019-03-08 05:30:00,2019-03-08 05:45:00,6952.800
2019-03-08 05:45:00,2019-03-08 06:00:00,7178.400
2019-03-08 06:00:00,2019-03-08 06:15:00,7664.800
2019-03-08 06:15:00,2019-03-08 06:30:00,7952.400
2019-03-08 06:30:00,2019-03-08 06:45:00,8230.800
2019-03-08 06:45:00,2019-03-08 07:00:00,8386.800
2019-03-08 07:00:00,2019-03-08 07:15:00,8706.800
2019-03-08 07:15:00,2019-03-08 07:30:00,8921.200
2019-03-08 07:30:00,2019-03-08 07:45:00,9027.200
2019-03-08 07:45:00,2019-03-08 08:00:00,9166.400
2019-03-08 08:00:00,2019-03-08 08:15:00,9290.400
2019-03-08 08:15:00,2019-03-08 08:30:00,9311.600
2019-03-08 08:30:00,2019-03-08 08:45:00,9374.800
2019-03-08 08:45:00,2019-03-08 09:00:00,9390.400
2019-03-08 09:00:00,2019-03-08 09:15:00,9343.600
2019-03-08 09:15:00,2019-03-08 09:30:00,9341.200
2019-03-08 09:30:00,2019-03-08 09:45:00,9356.800
2019-03-08 09:45:00,2019-03-08 10:00:00,9276.400
2019-03-08 10:00:00,2019-03-08 10:15:00,9327.200
2019-03-08 10:15:00,2019-03-08 10:30:00,9402.800
2019-03-08 10:30:00,2019-03-08 10:45:00,9436.000
2019-03-08 10:45:00,2019-03-08 11:00:00,9432.000
2019-03-08 11:00:00,2019-03-08 11:15:00,9403.200
2019-03-08 11:15:00,2019-03-08 11:30:00,9382.000
2019-03-08 11:30:00,2019-03-08 11:45:00,9326.000
2019-03-08 11:45:00,2019-03-08 12:00:00,9269.600
2019-03-08 12:00:00,2019-03-08 12:15:00,9204.800
2019-03-08 12:15:00,2019-03-08 12:30:00,9047.200
2019-03-08 12:30:00,2019-03-08 12:45:00,8979.200
2019-03-08 12:45:00,2019-03-08 13:00:00,8915.600
2019-03-08 13:00:00,2019-03-08 13:15:00,8849.200
2019-03-08 13:15:00,2019-03-08 13:30:00,8824.000
2019-03-08 13:30:00,2019-03-08 13:45:00,8796.800
2019-03-08 13:45:00,2019-03-08 14:00:00,8796.800
2019-03-08 14:00:00,2019-03-08 14:15:00,8789.600
2019-03-08 14:15:00,2019-03-08 14:30:00,8752.400
2019-03-08 14:30:00,2019-03-08 14:45:00,8724.400
2019-03-08 14:45:00,2019-03-08 15:00:00,8700.400
2019-03-08 15:00:00,2019-03-08 15:15:00,8676.400
2019-03-08 15:15:00,2019-03-08 15:30:00,8695.600
2019-03-08 15:30:00,2019-03-08 15:45:00,8645.600
2019-03-08 15:45:00,2019-03-08 16:00:00,8669.600
2019-03-08 16:00:00,2019-03-08 16:15:00,8640.000
2019-03-08 16:15:00,2019-03-08 16:30:00,8678.000
2019-03-08 16:30:00,2019-03-08 16:45:00,8630.000
2019-03-08 16:45:00,2019-03-08 17:00:00,8644.000
2019-03-08 17:00:00,2019-03-08 17:15:00,8682.800
2019-03-08 17:15:00,2019-03-08 17:30:00,8743.200
2019-03-08 17:30:00,2019-03-08 17:45:00,8850.800
2019-03-08 17:45:00,2019-03-08 18:00:00,8946.400
2019-03-08 18:00:00,2019-03-08 18:15:00,9066.800
2019-03-08 18:15:00,2019-03-08 18:30:00,9167.200
2019-03-08 18:30:00,2019-03-08 18:45:00,9216.800
2019-03-08 18:45:00,2019-03-08 19:00:00,9162.800
2019-03-08 19:00:00,2019-03-08 19:15:00,8956.800
2019-03-08 19:15:00,2019-03-08 19:30:00,8813.200
2019-03-08 19:30:00,2019-03-08 19:45:00,8654.800
2019-03-08 19:45:00,2019-03-08 20:00:00,8524.000
2019-03-08 20:00:00,2019-03-08 20:15:00,8321.600
2019-03-08 20:15:00,2019-03-08 20:30:00,8144.400
2019-03-08 20:30:00,2019-03-08 20:45:00,7950.000
2019-03-08 20:45:00,2019-03-08 21:00:00,7860.400
2019-03-08 21:00:00,2019-03-08 21:15:00,7682.000
2019-03-08 21:15:00,2019-03-08 21:30:00,7488.000
2019-03-08 21:30:00,2019-03-08 21:45:00,7343.200
2019-03-08 21:45:00,2019-03-08 22:00:00,7249.600
2019-03-08 22:00:00,2019-03-08 22:15:00,7379.200
2019-03-08 22:15:00,2019-03-08 22:30:00,7328.000
2019-03-08 22:30:00,2019-03-08 22:45:00,7174.400
2019-03-08 22:45:00,2019-03-08 23:00:00,7050.000
2019-03-08 23:00:00,2019-03-08 23:15:00,6991.600
2019-03-08 23:15:00,2019-03-08 23:30:00,6803.600
2019-03-08 23:30:00,2019-03-08 23:45:00,6707.600
2019-03-08 23:45:00,2019-03-09 00:00:00,6586.400
2019-03-09 00:00:00,2019-03-09 00:15:00,6538.800
2019-03-09 00:15:00,2019-03-09 00:30:00,6446.400
2019-03-09 00:30:00,2019-03-09 00:45:00,6326.000
2019-03-09 00:45:00,2019-03-09 01:00:00,6218.800
2019-03-09 01:00:00,2019-03-09 01:15:00,6238.000
2019-03-09 01:15:00,2019-03-09 01:30:00,6105.600
2019-03-09 01:30:00,2019-03-09 01:45:00,6025.200
2019-03-09 01:45:00,2019-03-09 02:00:00,5949.600
2019-03-09 02:00:00,2019-03-09 02:15:00,6034.400
2019-03-09 02:15:00,2019-03-09 02:30:00,5986.800
2019-03-09 02:30:00,2019-03-09 02:45:00,5907.200
2019-03-09 02:45:00,2019-03-09 03:00:00,5800.400
2019-03-09 03:00:00,2019-03-09 03:15:00,5791.200
2019-03-09 03:15:00,2019-03-09 03:30:00,5756.400
2019-03-09 03:30:00,2019-03-09 03:45:00,5734.400
2019-03-09 03:45:00,2019-03-09 04:00:00,5759.200
2019-03-09 04:00:00,2019-03-09 04:15:00,5781.200
2019-03-09 04:15:00,2019-03-09 04:30:00,5806.800
2019-03-09 04:30:00,2019-03-09 04:45:00,5835.600
2019-03-09 04:45:00,2019-03-09 05:00:00,5880.400
2019-03-09 05:00:00,2019-03-09 05:15:00,5984.400
2019-03-09 05:15:00,2019-03-09 05:30:00,6066.400
2019-03-09 05:30:00,2019-03-09 05:45:00,6135.600
2019-03-09 05:45:00,2019-03-09 06:00:00,6210.000
2019-03-09 06:00:00,2019-03-09 06:15:00,6354.800
2019-03-09 06:15:00,2019-03-09 06:30:00,6442.800
2019-03-09 06:30:00,2019-03-09 06:45:00,6570.400
2019-03-09 06:45:00,2019-03-09 07:00:00,6693.600
2019-03-09 07:00:00,2019-03-09 07:15:00,7022.400
2019-03-09 07:15:00,2019-03-09 07:30:00,7141.200
2019-03-09 07:30:00,2019-03-09 07:45:00,7257.600
2019-03-09 07:45:00,2019-03-09 08:00:00,7387.600
2019-03-09 08:00:00,2019-03-09 08:15:00,7580.800
2019-03-09 08:15:00,2019-03-09 08:30:00,7624.800
2019-03-09 08:30:00,2019-03-09 08:45:00,7752.000
2019-03-09 08:45:00,2019-03-09 09:00:00,7844.400
2019-03-09 09:00:00,2019-03-09 09:15:00,7931.600
2019-03-09 09:15:00,2019-03-09 09:30:00,7955.200
2019-03-09 09:30:00,2019-03-09 09:45:00,7944.800
2019-03-09 09:45:00,2019-03-09 10:00:00,7972.000
2019-03-09 10:00:00,2019-03-09 10:15:00,8071.200
2019-03-09 10:15:00,2019-03-09 10:30:00,8083.600
2019-03-09 10:30:00,2019-03-09 10:45:00,8087.600
2019-03-09 10:45:00,2019-03-09 11:00:00,8079.200
2019-03-09 11:00:00,2019-03-09 11:15:00,8041.200
2019-03-09 11:15:00,2019-03-09 11:30:00,8052.800
2019-03-09 11:30:00,2019-03-09 11:45:00,7982.000
2019-03-09 11:45:00,2019-03-09 12:00:00,7883.200
2019-03-09 12:00:00,2019-03-09 12:15:00,7827.200
2019-03-09 12:15:00,2019-03-09 12:30:00,7719.200
2019-03-09 12:30:00,2019-03-09 12:45:00,7624.000
2019-03-09 12:45:00,2019-03-09 13:00:00,7520.400
2019-03-09 13:00:00,2019-03-09 13:15:00,7486.800
2019-03-09 13:15:00,2019-03-09 13:30:00,7446.000
2019-03-09 13:30:00,2019-03-09 13:45:00,7356.400
2019-03-09 13:45:00,2019-03-09 14:00:00,7268.800
2019-03-09 14:00:00,2019-03-09 14:15:00,7252.000
2019-03-09 14:15:00,2019-03-09 14:30:00,7251.200
2019-03-09 14:30:00,2019-03-09 14:45:00,7266.400
2019-03-09 14:45:00,2019-03-09 15:00:00,7201.200
2019-03-09 15:00:00,2019-03-09 15:15:00,7221.600
2019-03-09 15:15:00,2019-03-09 15:30:00,7129.200
2019-03-09 15:30:00,2019-03-09 15:45:00,7148.000
2019-03-09 15:45:00,2019-03-09 16:00:00,7196.000
2019-03-09 16:00:00,2019-03-09 16:15:00,7199.600
2019-03-09 16:15:00,2019-03-09 16:30:00,7187.200
2019-03-09 16:30:00,2019-03-09 16:45:00,7273.200
2019-03-09 16:45:00,2019-03-09 17:00:00,7329.600
2019-03-09 17:00:00,2019-03-09 17:15:00,7456.000
