voltage,name,idx,sh_terminals,trafos
220.0,virtual terminal,ElmTerm_virtual_0053,POINT (1.8931356 41.4993807),[]
220.0,virtual terminal,ElmTerm_virtual_0054,POINT (2.0101038 41.4723538),[]
220.0,floating end terminal,ElmTerm_0133,POINT (1.3946539 42.3237037),[]
220.0,floating end terminal,ElmTerm_0134,POINT (1.8583488 42.1744087),[]
220.0,virtual terminal,ElmTerm_virtual_0055,POINT (1.6755346 41.5793363),[]
220.0,virtual terminal,ElmTerm_virtual_0056,POINT (1.4446556 41.6756774),[]
220.0,virtual terminal,ElmTerm_virtual_0057,POINT (1.7071716 41.3636901),[]
220.0,floating end terminal,ElmTerm_0137,POINT (2.022089 41.528109),[]
220.0,floating end terminal,ElmTerm_0138,POINT (0.5679609999999999 41.1989973),[]
220.0,virtual terminal,ElmTerm_virtual_0058,POINT (0.5589849 41.2264189),[]
220.0,virtual terminal,ElmTerm_virtual_0059,POINT (0.5660739 41.2245762),[]
220.0,tieline terminal,ElmTerm_tieline_0010,POINT (0.2766282 41.3692423),[]
220.0,virtual terminal,ElmTerm_virtual_0060,POINT (0.8844835999999999 41.1681991),[]
220.0,floating end terminal,ElmTerm_0140,POINT (0.5674872 41.1992463),[]
220.0,floating end terminal,ElmTerm_0141,POINT (0.5667158 41.2022486),[]
380.0,virtual terminal,ElmTerm_virtual_0062,POINT (2.8935326 42.0670116),[]
380.0,virtual terminal,ElmTerm_virtual_0063,POINT (2.8795238 42.0630608),[]
220.0,floating end terminal,ElmTerm_0142,POINT (1.0018371 41.1616208),[]
220.0,virtual terminal,ElmTerm_virtual_0065,POINT (2.0113529 41.4720822),[]
220.0,virtual terminal,ElmTerm_virtual_0066,POINT (2.0111507 41.4721939),[]
220.0,virtual terminal,ElmTerm_virtual_0067,POINT (2.0111887 41.4721729),[]
220.0,virtual terminal,ElmTerm_virtual_0068,POINT (2.0104429 41.4725848),[]
220.0,virtual terminal,ElmTerm_virtual_0069,POINT (2.0102688 41.472681),[]
220.0,virtual terminal,ElmTerm_virtual_0070,POINT (2.0109882 41.4722836),[]
220.0,floating end terminal,ElmTerm_0144,POINT (2.2220415 41.4244741),[]
220.0,virtual terminal,ElmTerm_virtual_0071,POINT (2.2019691 41.4487857),[]
220.0,floating end terminal,ElmTerm_0145,POINT (2.099949 41.4781687),[]
220.0,virtual terminal,ElmTerm_virtual_0061,POINT (2.1751842 41.5495678),[]
380.0,floating end terminal,ElmTerm_0147,POINT (1.9343914 41.7674194),[]
380.0,virtual terminal,ElmTerm_virtual_0073,POINT (1.9337414 41.7674522),[]
380.0,virtual terminal,ElmTerm_virtual_0074,POINT (1.9367336 41.7672611),[]
380.0,floating end terminal,ElmTerm_0148,POINT (1.9360761 41.7673146),[]
220.0,floating end terminal,ElmTerm_0149,POINT (0.3688775 41.1926693),[]
220.0,virtual terminal,ElmTerm_virtual_0075,POINT (2.0110295 41.4722608),[]
220.0,virtual terminal,ElmTerm_virtual_0076,POINT (2.0108236 41.4723745),[]
380.0,virtual terminal,ElmTerm_virtual_0072,POINT (1.9350048 41.7674463),[]
220.0,floating end terminal,ElmTerm_0132,POINT (1.8553888 42.1750474),[]
220.0,floating end terminal,ElmTerm_0139,POINT (0.443217 41.1372665),[]
380.0,tieline terminal,ElmTerm_tieline_0006,POINT (2.4575662 42.3644366),[]
