@id,@type,@lat,@lon,name,power,plant:source,generator:source,plant:output:electricity,generator:output:electricity,generator:method,plant:method
8521178178,node,48.3462166,16.7349401,,generator,,solar,,small_installation,photovoltaic,
8535637867,node,48.3383876,14.4599322,,generator,,hydro,,small_installation,run-of-the-river,
8535647416,node,48.3423546,14.4632083,,generator,,hydro,,small_installation,run-of-the-river,
8581816427,node,48.0008041,16.6820612,,generator,,wind,,3450 kW,wind_turbine,
8581816428,node,48.0014491,16.6883249,,generator,,wind,,3450 kW,wind_turbine,
8581816429,node,47.9983907,16.6875836,,generator,,wind,,3450 kW,wind_turbine,
8581816430,node,47.9940174,16.6847677,,generator,,wind,,3450 kW,wind_turbine,
8581816431,node,48.0023808,16.6926177,,generator,,wind,,3450 kW,wind_turbine,
8581816432,node,48.0037463,16.6973005,,generator,,wind,,3450 kW,wind_turbine,
8581816433,node,48.0078178,16.6969781,,generator,,wind,,3450 kW,wind_turbine,
8581816434,node,48.0069906,16.6889736,,generator,,wind,,3450 kW,wind_turbine,
8581816435,node,48.0067662,16.6808540,,generator,,wind,,3450 kW,wind_turbine,
8581816436,node,48.0057789,16.6781520,,generator,,wind,,3450 kW,wind_turbine,
8677250744,node,47.5735355,14.8405512,,generator,,hydro,,3 GW,run-of-the-river,
8677250748,node,47.5735184,14.8404828,,generator,,hydro,,3 GW,run-of-the-river,
8746428155,node,47.9185948,16.9356318,,generator,,wind,,5.5 MW,wind_turbine,
8746590672,node,47.9148910,16.9405407,,generator,,wind,,5.5 MW,wind_turbine,
8746686595,node,47.9171609,16.9450500,,generator,,wind,,5.5 MW,wind_turbine,
8746686598,node,47.9212473,16.9470904,,generator,,wind,,5.5 MW,wind_turbine,
8746686602,node,47.9220953,16.9402416,,generator,,wind,,5.5 MW,wind_turbine,
8746686603,node,47.9249125,16.9453857,,generator,,wind,,5.5 MW,wind_turbine,
8746686606,node,47.9239608,16.9523734,,generator,,wind,,5.5 MW,wind_turbine,
8746686609,node,47.9268764,16.9568555,,generator,,wind,,5.5 MW,wind_turbine,
8746686610,node,47.9313714,16.9573910,,generator,,wind,,5.5 MW,wind_turbine,
8746686613,node,47.9327703,16.9477583,,generator,,wind,,5.5 MW,wind_turbine,
8746753983,node,47.9383828,16.9581936,,generator,,wind,,5.5 MW,wind_turbine,
8746753987,node,47.9365327,16.9648562,,generator,,wind,,5.5 MW,wind_turbine,
8746753994,node,47.9336993,16.9626932,,generator,,wind,,5.5 MW,wind_turbine,
8746753995,node,47.9334557,16.9697114,,generator,,wind,,5.5 MW,wind_turbine,
8746754003,node,47.9360737,16.9723592,,generator,,wind,,5.5 MW,wind_turbine,
8746766805,node,47.9123457,16.9462919,,generator,,wind,,5.5 MW,wind_turbine,
8746766808,node,47.9132657,16.9524119,,generator,,wind,,5.5 MW,wind_turbine,
8746766812,node,47.9088731,16.9512250,,generator,,wind,,5.5 MW,wind_turbine,
8746778417,node,47.8981252,16.9663551,,generator,,wind,,5.5 MW,wind_turbine,
8746778420,node,47.9006056,16.9614715,,generator,,wind,,5.5 MW,wind_turbine,
8746778424,node,47.9053016,16.9554204,,generator,,wind,,5.5 MW,wind_turbine,
8746778428,node,47.9042544,16.9648917,,generator,,wind,,5.5 MW,wind_turbine,
8746778430,node,47.9111569,16.9608350,,generator,,wind,,5.5 MW,wind_turbine,
8746778436,node,47.9166596,16.9668231,,generator,,wind,,5.5 MW,wind_turbine,
8746778439,node,47.9128038,16.9728015,,generator,,wind,,5.5 MW,wind_turbine,
8746778442,node,47.9231292,16.9644151,,generator,,wind,,5.5 MW,wind_turbine,
8746778445,node,47.9217097,16.9593222,,generator,,wind,,5.5 MW,wind_turbine,
8746778448,node,47.9154835,16.9596195,,generator,,wind,,5.5 MW,wind_turbine,
8746778450,node,47.9193074,16.9525094,,generator,,wind,,5.5 MW,wind_turbine,
8751368540,node,47.9220550,16.9306272,,generator,,wind,,4.2 MW,wind_turbine,
8751368541,node,47.9249057,16.9343770,,generator,,wind,,4.2 MW,wind_turbine,
8751368542,node,47.9279485,16.9383600,,generator,,wind,,4.2 MW,wind_turbine,
8751368543,node,47.9308277,16.9420990,,generator,,wind,,4.2 MW,wind_turbine,
8751371684,node,47.9278083,16.9493195,,generator,,wind,,5.5 MW,wind_turbine,
8751371686,node,47.8948206,16.9738530,,generator,,wind,,3.45 MW,wind_turbine,
8751412750,node,48.5765008,16.7379479,,generator,,wind,,4.2 MW,wind_turbine,
8751412753,node,48.5792388,16.7397544,,generator,,wind,,4.2 MW,wind_turbine,
8751412754,node,48.5793207,16.7314097,,generator,,wind,,4.2 MW,wind_turbine,
8751412755,node,48.5832416,16.7317313,,generator,,wind,,4.2 MW,wind_turbine,
8751412756,node,48.5836955,16.7369281,,generator,,wind,,4.2 MW,wind_turbine,
8751412759,node,48.5822843,16.7432189,,generator,,wind,,4.2 MW,wind_turbine,
8751412760,node,48.5851413,16.7450119,,generator,,wind,,4.2 MW,wind_turbine,
8751412761,node,48.5885101,16.7397733,,generator,,wind,,4.2 MW,wind_turbine,
8751412765,node,48.5926733,16.7418169,,generator,,wind,,4.2 MW,wind_turbine,
8751412768,node,48.5905923,16.7468495,,generator,,wind,,4.2 MW,wind_turbine,
8751442726,node,48.4349230,16.6450391,,generator,,wind,,4.2 MW,wind_turbine,
8751442736,node,48.4303632,16.6492936,,generator,,wind,,4.2 MW,wind_turbine,
8751442743,node,48.4287930,16.6530912,,generator,,wind,,4.2 MW,wind_turbine,
8814420336,node,48.4686199,14.5165094,,generator,,hydro,,200 kW,water-storage,
8814420337,node,48.4686079,14.5165458,,generator,,hydro,,100 kW,water-storage,
8842698329,node,47.0397695,15.4426058,Kraftwerk Graz-Puntigam - Turbine 1,generator,,hydro,,8.85 MW,run-of-the-river,
8842698330,node,47.0397744,15.4427863,Kraftwerk Graz-Puntigam - Turbine 2,generator,,hydro,,8.85 MW,run-of-the-river,
8848068875,node,48.5302512,16.6620133,,generator,,wind,,4.2 MW,wind_turbine,
8848068882,node,48.5288595,16.6700309,,generator,,wind,,4.2 MW,wind_turbine,
8848068888,node,48.5352608,16.6354628,,generator,,wind,,4.2 MW,wind_turbine,
8917868552,node,48.0864375,16.8236990,,generator,,wind,,3.45 MW,wind_turbine,
8918104378,node,48.0314848,16.9961098,,generator,,wind,,5.3 MW,wind_turbine,
8918104379,node,48.0306809,17.0019672,,generator,,wind,,5.3 MW,wind_turbine,
8918104388,node,48.0284778,16.9934528,,generator,,wind,,5.3 MW,wind_turbine,
8918104389,node,48.0262741,16.9995224,,generator,,wind,,5.3 MW,wind_turbine,
8972973488,node,48.4988974,16.7895939,,generator,,wind,,3.3 MW,wind_turbine,
8972973491,node,48.5057731,16.7920768,,generator,,wind,,3.3 MW,wind_turbine,
8972973494,node,48.5025029,16.7982364,,generator,,wind,,3.3 MW,wind_turbine,
8972973497,node,48.4983085,16.7964767,,generator,,wind,,3.3 MW,wind_turbine,
8973071787,node,48.4844691,16.7805491,,generator,,wind,,3.45 MW,wind_turbine,
8973071794,node,48.4859495,16.7862446,,generator,,wind,,3.45 MW,wind_turbine,
8973071798,node,48.4867655,16.7923655,,generator,,wind,,3.2 MW,wind_turbine,
8973071801,node,48.4854976,16.7985597,,generator,,wind,,3.2 MW,wind_turbine,
8988030420,node,48.4998694,16.4277020,,generator,,wind,,2 MW,wind_turbine,
8988030424,node,48.5035241,16.4319715,,generator,,wind,,2 MW,wind_turbine,
8988037851,node,48.5090309,16.4339844,,generator,,wind,,3.2 MW,wind_turbine,
8988037852,node,48.4908975,16.4278030,,generator,,wind,,3.2 MW,wind_turbine,
8988037853,node,48.4935843,16.4340403,,generator,,wind,,3.2 MW,wind_turbine,
8988037873,node,48.5021027,16.4762876,,generator,,wind,,3.2 MW,wind_turbine,
8988037877,node,48.5052356,16.4704579,,generator,,wind,,3.2 MW,wind_turbine,
8988037881,node,48.4998016,16.4514769,,generator,,wind,,3.2 MW,wind_turbine,
8988079364,node,48.5116904,16.4829799,,generator,,wind,,3.05 MW,wind_turbine,
8988079370,node,48.5105489,16.4758669,,generator,,wind,,3.05 MW,wind_turbine,
8988079371,node,48.5157790,16.4714602,,generator,,wind,,3.05 MW,wind_turbine,
8988079374,node,48.5164610,16.4835747,,generator,,wind,,3.05 MW,wind_turbine,
8991568612,node,48.2524665,16.6728587,,generator,,wind,,2.2 MW,wind_turbine,
8991570832,node,48.1723866,16.6905184,,generator,,wind,,3.05 MW,wind_turbine,
8991570835,node,48.1754554,16.6919136,,generator,,wind,,3.05 MW,wind_turbine,
8991570838,node,48.1727569,16.6953480,,generator,,wind,,3.05 MW,wind_turbine,
8991570842,node,48.1755016,16.6972113,,generator,,wind,,3.05 MW,wind_turbine,
8991570845,node,48.1780130,16.6989320,,generator,,wind,,3.05 MW,wind_turbine,
8991570848,node,48.1792929,16.6923911,,generator,,wind,,3.05 MW,wind_turbine,
8991579162,node,48.2516666,16.6659768,,generator,,wind,,2 MW,wind_turbine,
8991598618,node,48.2601053,16.6562994,,generator,,wind,,2.2 MW,wind_turbine,
8991601218,node,48.2527570,16.6800783,,generator,,wind,,3.3 MW,wind_turbine,
8991601222,node,48.2570419,16.6795416,,generator,,wind,,3.3 MW,wind_turbine,
8991601223,node,48.2605742,16.6791442,,generator,,wind,,3.3 MW,wind_turbine,
8991610184,node,48.2813029,16.6647838,,generator,,wind,,3.6 MW,wind_turbine,
8991610200,node,48.2822191,16.6578051,,generator,,wind,,3.6 MW,wind_turbine,
8991617913,node,48.2793848,16.6953568,,generator,,wind,,3.45 MW,wind_turbine,
8991621820,node,48.2775529,16.6893780,,generator,,wind,,3.45 MW,wind_turbine,
8991621821,node,48.2780400,16.6835454,,generator,,wind,,3.45 MW,wind_turbine,
8993090852,node,48.2866425,16.6502035,,generator,,wind,,2.99 MW,wind_turbine,
9104428480,node,48.0867803,16.7550623,,generator,,wind,,3.45 MW,wind_turbine,
9258000730,node,48.2694417,16.7717508,,generator,,wind,,4.2 MW,wind_turbine,
9258000733,node,48.2723856,16.7706671,,generator,,wind,,4.2 MW,wind_turbine,
9258000736,node,48.2765956,16.7717382,,generator,,wind,,4.2 MW,wind_turbine,
9321179912,node,46.7027487,14.8804713,,generator,,hydro,,small_installation,run-of-the-river,
9386383815,node,48.0377804,16.9007770,E-103 EP2,generator,,wind,,"2,35MW",wind_turbine,
9459872840,node,47.4270574,10.0367873,,generator,,solar,,small_installation,photovoltaic,
9459872841,node,47.4270483,10.0369455,,generator,,solar,,small_installation,photovoltaic,
9459872842,node,47.4259495,10.0360698,,generator,,solar,,small_installation,photovoltaic,
9459872843,node,47.4256256,10.0367658,,generator,,solar,,small_installation,photovoltaic,
9459872844,node,47.4245087,10.0362414,,generator,,solar,,small_installation,photovoltaic,
9459872845,node,47.4242138,10.0360845,,generator,,solar,,small_installation,photovoltaic,
9459872859,node,47.4244996,10.0360403,,generator,,solar,,small_installation,photovoltaic,
9501689154,node,46.6767917,15.4008781,,generator,,solar,,0 W,photovoltaic,
9516960478,node,47.5059765,14.4242053,FKF Forst- und Gutsverwaltung,generator,,biomass,,200kW,gasification,
9620780719,node,47.1085103,15.3921063,Kraftwerk Weinzödl - Turbine 2,generator,,hydro,,9.5 MW,run-of-the-river,
15734776,way,48.2999940,14.3242340,Fernheizkraftwerk Linz-Mitte,plant,gas;waste;biomass,,251 MW,,,combustion
20821224,way,48.3326845,16.3402617,Wärmekraftwerk Korneuburg,plant,gas,,455 MW,,,combustion
27600545,way,48.2343291,16.3595348,Fernheizwerk Spittelau,generator,,waste;gas,,6 MW,combustion,
27661875,way,48.5536455,13.4359223,Kraftwerk Passau-Ingling,plant,hydro,,86.4 MW,,,run-of-the-river
27757801,way,48.1990966,16.4624761,Kraftwerk Donaustadt,plant,gas,,395 MW,,,combustion
28537970,way,48.1312491,14.4746280,Kraftwerk Mühlrading,plant,hydro,,25 MW,,,run-of-the-river
28599518,way,48.2445977,13.0080181,Innkraftwerk Braunau-Simbach,plant,hydro,,100 MW,,,run-of-the-river
30240653,way,47.0844921,9.8748382,Rodundwerk II,plant,hydro,,295 MW,,,water-pumped-storage
30512216,way,47.3748370,13.2101831,Kraftwerk Urreiting,plant,hydro,,17 MW,,,run-of-the-river
30880774,way,47.3890552,11.7567756,Achenseekraftwerk,plant,hydro,,79 MW,,,water-storage
31007053,way,47.9333587,13.7962606,Kraftwerk Gmunden,plant,hydro,,12.2 MW,,,run-of-the-river
31061763,way,47.2360207,9.5963455,Kraftwerk Mühletorplatz,generator,,hydro,,4415 kW,run-of-the-river,
31289685,way,48.3232925,15.9184353,Kraftwerk Dürnrohr,plant,gas;waste,,352 MW,,,combustion
31428153,way,47.1988902,9.6697804,Walgaukraftwerk,plant,hydro,,94 MW,,,water-storage
31670794,way,48.1809475,16.4341967,Block 3,generator,,gas;oil,,380 MW,combustion,
31670802,way,48.1829217,16.4334043,Biomassekraftwerk,generator,,biomass,,16 MW,combustion,
32488079,way,47.2506995,11.4052491,Kraftwerk Untere Sill,generator,,hydro,,28000 kW,water-storage,
32488160,way,47.2024115,11.3988075,Zwischenkraftwerk Obere Sill,generator,,hydro,,1600 kW,run-of-the-river,
32590665,way,47.1459378,11.4492108,Brennerwerk,generator,,hydro,,7700 kW,run-of-the-river,
33062622,way,48.0986778,14.4684810,Kraftwerk Staning,plant,hydro,,43 MW,,,run-of-the-river
33078562,way,48.2495704,14.3188111,Kraftwerk Kleinmünchen,generator,,hydro,,10 MW,run-of-the-river,
33078704,way,48.2348669,14.2880878,Kleinwasserkraftwerk Traunwehr,generator,,hydro,,1300 kW,run-of-the-river,
33840137,way,48.0123919,13.5892994,Kraftwerk Timelkam,plant,gas,,405 MW,,,combustion
34202024,way,48.1766248,16.4610906,Müllverbrennungsanlage Pfaffenau / Biogas Wien,plant,waste,,14 MW,,,combustion
35016697,way,47.8484767,14.6386731,Kraftwerk Weyer,plant,hydro,,36.8 MW,,,run-of-the-river
39596992,way,48.5923428,15.3324397,Pumpspeicherkraftwerk Ottenstein,plant,hydro,,48 MW,,,water-storage
41970883,way,47.0184346,15.1595597,Kraftwerk Arnstein,plant,hydro,,30 MW,,,water-storage
47001764,way,48.3949746,15.7096612,Kraftwerk Theiß,plant,gas,,800 MW,,,combustion
61015936,way,48.2061742,14.2234890,Kraftwerk Traun-Pucking,plant,hydro,,45.8 MW,,,run-of-the-river
62295861,way,48.0847280,16.2979434,Biomasseheizkraftwerk Mödling,plant,biomass,,5 MW,,,combustion
71176547,way,47.2808084,11.4078503,Kraftwerk Naturstrom Mühlau,generator,,hydro,,964 kW,run-of-the-river,
72230464,way,47.8804231,15.2652558,Kraftwerk Erlaufboden,plant,hydro,,3400 kW,,,run-of-the-river
72230496,way,47.8524060,15.2882026,Kraftwerk Wienerbruck,plant,hydro,,7800 kW,,,run-of-the-river
74202974,way,47.2842574,11.4101105,Kraftwerk Mühlau 3,generator,,hydro,,56 kW,run-of-the-river,
83231884,way,47.6413226,12.1988469,Wasserkraftwerk Oberaudorf-Ebbs,plant,hydro,,59 MW,,,run-of-the-river
83615732,way,48.3745208,15.8558454,Donaukraftwerk Altenwörth,plant,hydro,,328 MW,,,run-of-the-river
83805041,way,46.8706390,13.3293425,Malta Hauptstufe,plant,hydro,,730 MW,,,water-pumped-storage
83892419,way,46.8332464,13.3601780,Malta Unterstufe,plant,hydro,,41 MW,,,
84505849,way,47.3886318,15.0950841,Wasserkraftwerk Leoben,plant,hydro,,10 MW,,,run-of-the-river
85673117,way,47.9232285,14.4343418,Kraftwerk Losenstein,plant,hydro,,39 MW,,,run-of-the-river
85800534,way,46.9275976,10.0535876,Obervermuntwerk 1,plant,hydro,,29 MW,,,water-pumped-storage
86276232,way,46.8673924,13.0716965,Kraftwerk Wölla,plant,hydro,,18 MW,,,
86299764,way,46.9954566,12.9571904,Kraftwerk Zirknitz,plant,hydro,,32 MW,,,
86340072,way,48.1517399,14.0075023,Fernheizkraftwerk Wels,generator,,gas,,47 MW,,
86991790,way,47.9923541,16.2616142,Biomasseheizkraftwerk Baden,plant,biomass,,5 MW,,,
89014438,way,46.9345174,13.1101564,Kraftwerk Außerfragant,plant,hydro,,96 MW,,,
89027365,way,46.9338171,13.0922756,Kraftwerk Gößnitz,plant,hydro,,8 MW,,,
90197334,way,47.4412806,13.2105821,Kraftwerk Kreuzbergmaut,plant,hydro,,18 MW,,,run-of-the-river
91964304,way,46.9772691,13.0521498,Kraftwerk Innerfragant,plant,hydro,,178 MW,,,water-pumped-storage
92873348,way,48.3851264,14.0229400,Kraftwerk Aschach,plant,hydro,,324 MW,,,run-of-the-river
93071443,way,46.6291991,13.4610540,Kraftwerk Förolach,plant,hydro,,900 kW,,,
94208758,way,47.1695557,12.6266019,Kraftwerk Enzingerboden,plant,hydro,,81 MW,,,
94402038,way,47.8058853,13.0333083,Kraftwerk Müllnerbräu,generator,,hydro,,22 kW,run-of-the-river,
94412177,way,47.5602957,12.1385303,Kraftwerk Langkampfen,generator,,hydro,,31.5 MW,run-of-the-river,
94442800,way,47.5159035,12.0879481,Kraftwerk Kirchbichl,generator,,hydro,,25 MW,run-of-the-river,
95206201,way,48.1967403,15.1843429,Laufkraftwerk Golling an der Erlauf,generator,,hydro,,520 kW,,
95828353,way,48.2248604,14.5308503,Kraftwerk St. Pantaleon-Erla,plant,hydro,,51 MW,,,run-of-the-river
95860747,way,48.3552731,15.8827014,,generator,,solar,,450 kWp,photovoltaic,
96176849,way,47.1863771,15.3365435,Kraftwerk Friesach,plant,hydro,,12 MW,,,run-of-the-river
96250617,way,48.4334635,13.9860103,Kraftwerk Partenstein,plant,hydro,,33.8 MW,,,water-storage
96733014,way,47.3780885,9.7767061,Kraftwerk Ebensand,plant,hydro,,1.8 MW,,,run-of-the-river
96843738,way,47.9409388,14.3524861,Kraftwerk Ternberg,plant,hydro,,42 MW,,,run-of-the-river
97097992,way,47.3648706,15.3339071,Kraftwerk Pernegg,plant,hydro,,26 MW,,,run-of-the-river
97989146,way,48.4899018,13.7515560,Kraftwerk Ranna,plant,hydro,,19 MW,,,water-storage
98429378,way,47.2439314,12.2300173,Kraftwerk Wald,plant,hydro,,23.5 MW,,,water-storage
99858973,way,47.1518199,11.8327991,Kraftwerk Bösdornau,plant,hydro,,25 MW,,,water-storage
102345422,way,47.2884942,11.4133640,Trinkwasserkraftwerk Mühlau,generator,,hydro,,6000 kW,run-of-the-river,
102345447,way,47.2888509,11.4179531,Wasserkraftwerk Mühlau 2,generator,,hydro,,613 kW,run-of-the-river,
103267751,way,48.2995293,14.3243594,Biomassekraftwerk,generator,,biomass,,9 MW,combustion,
103267837,way,48.2999629,14.3223037,Gas- und Dampfturbinenanlage,generator,,gas,,227 MW,combustion,
103514203,way,47.2642191,10.3406794,Kraftwerk Holzgau,generator,,hydro,,27 kW,run-of-the-river,
103776186,way,46.7851065,15.5848879,Kraftwerk Gabersdorf,plant,hydro,,15 MW,,,run-of-the-river
104814385,way,46.9873625,15.0914214,Kraftwerk St. Martin,plant,hydro,,11 MW,,,water-storage
105080865,way,47.5154252,12.0878596,Kraftwerk Kirchbichl,plant,hydro,,19.3 MW,,,run-of-the-river
106512774,way,47.2354014,12.0583712,Kraftwerk Funsingau,plant,hydro,,25 MW,,,water-storage
109763884,way,47.0486109,15.4361304,Fernheizkraftwerk Graz-Puchstraße,generator,,gas,,100 MW,combustion,
111140065,way,48.1993943,16.4634577,Block 3,generator,,gas,,395 MW,combustion,
113197420,way,47.2596712,12.7387471,Kraftwerk Kaprun Hauptstufe,plant,hydro,,260 MW,,,water-storage
113292920,way,47.1971135,12.7192978,Kraftwerk Kaprun Oberstufe Limberg (1),plant,hydro,,113 MW,,,water-pumped-storage
113597105,way,48.5892870,15.4432703,Speicherkraftwerk Dobra-Krumau,plant,hydro,,16.2 MW,,,water-storage
115251203,way,47.3208520,13.1851624,Kraftwerk Plankenau,generator,,hydro,,11.2 MW,,
115816841,way,47.6058115,14.7429295,Kraftwerk Hieflau,plant,hydro,,63 MW,,,water-storage
116188135,way,47.3215329,13.1744442,Kraftwerk St. Veit,plant,hydro,,17 MW,,,run-of-the-river
116741735,way,46.7558414,12.4358017,Kraftwerk Panzendorf,plant,hydro,,8 MW,,,run-of-the-river
117535095,way,47.3386167,13.1974232,Kraftwerk St. Johann,plant,hydro,,17 MW,,,run-of-the-river
118134590,way,47.7034994,14.6892694,Kraftwerk Krippau,plant,hydro,,30 MW,,,run-of-the-river
118135035,way,47.7381163,14.6529055,Kraftwerk Altenmarkt,plant,hydro,,25.7 MW,,,run-of-the-river
118485994,way,47.4911217,13.9569326,Krafthaus Salza,plant,hydro,,9 MW,,,water-storage
119148107,way,47.1998959,11.3915703,Kraftwerk Ruetz,generator,,hydro,,6000 kW,water-storage,
119877457,way,47.1328319,9.9454428,Kraftwerk Braz,generator,,hydro,,20 MW,,
121123522,way,47.5057288,12.4553530,Wasserkraftwerk Reintalquelle,plant,hydro,,191 kW,,,
121904324,way,47.0748989,9.8752765,Latschauwerk,plant,hydro,,9 MW,,,water-storage
121904339,way,47.0739049,9.8738911,Lünerseewerk,plant,hydro,,232 MW,,,water-pumped-storage
122000575,way,47.0687580,9.8764525,Kleinkraftwerk Rasafei,generator,,hydro,,225 kW,run-of-the-river,
122134168,way,47.0850333,9.8814934,Rodundwerk I,plant,hydro,,198 MW,,,water-pumped-storage
122776766,way,47.8904548,14.8298306,Wasserkraftwerk Opponitz,plant,hydro,,12.62 MW,,,water-storage
122820367,way,46.5612798,14.4795493,Annabrücke,plant,hydro,,90 MW,,,
123588260,way,46.5696509,14.0268682,Kraftwerk Rosegg-St. Jakob,plant,hydro,,80 MW,,,
123754668,way,48.2675790,14.3475053,Fernheizkraftwerk Linz-Süd,plant,gas,biofuel;oil;gas,172 MW,,,combustion
124123896,way,46.6226229,14.0733893,Kraftwerk Forstsee,plant,hydro,,2.4 MW,,,
124212273,way,47.4876991,9.7400461,Kraftwerk Rieden,plant,hydro,,800 kW,,,run-of-the-river
124952699,way,48.2835443,14.3408848,Kraftwerk Block 07,generator,,gas,,164 MW,combustion,
125817096,way,47.2328102,9.5994118,Kraftwerk Hochwuhr,generator,,hydro,,4 MW,run-of-the-river,
126215500,way,47.1290779,10.0639084,Kraftwerk Klösterle,plant,hydro,,16 MW,,,water-storage
127532001,way,47.2065410,9.6783956,Kleinwasserkraftwerk Gebrüder Metzler,generator,,hydro,,100 kW,run-of-the-river,
127731643,way,47.0666727,9.9154455,Kraftwerk Unterstufe Gampadels,plant,hydro,,9.9 MW,,,run-of-the-river
127839034,way,47.2202957,10.1535925,Kleinwasserkraftwerk Walkerbach,plant,hydro,,75 kW,,,run-of-the-river
128747733,way,47.4031344,9.8769708,Kraftwerk Andelsbuch,plant,hydro,,15.1 MW,,,run-of-the-river
128754334,way,47.4703947,9.8598138,Kraftwerk Alberschwende,plant,hydro,,30 MW,,,run-of-the-river
128754335,way,47.4702074,9.8641141,Kraftwerk Langenegg,plant,hydro,,74 MW,,,run-of-the-river
128948894,way,47.1925581,11.8550579,Sidan,generator,,hydro,,4.4 MW,run-of-the-river,
129639833,way,47.0785620,10.9577100,Biowärme Längenfeld,generator,,biomass,,1.2 MW,,
129648526,way,47.2083532,15.3358096,Kraftwerk Peggau-Deutschfeistritz,plant,hydro,,13.2 MW,,,run-of-the-river
130873896,way,47.8282933,14.1572850,Kraftwerk Klaus,plant,hydro,,20 MW,,,run-of-the-river
132017341,way,48.0780103,13.7369706,Weißbacher NatUrgas,generator,,biogas,,250 kW,anaerobic_digestion,
134199817,way,48.0107600,13.5895055,Biomassekraftwerk Timelkam,generator,,biomass,,15 MW,,
134199818,way,48.0131334,13.5891693,Gas- und Dampfkraftwerk Timelkam,generator,,gas,,405 MW,thermal,
135103694,way,46.6229264,12.9496472,Kraftwerk Kreuztratte,plant,hydro,,2 MW,,,
135361274,way,48.2348809,14.2876889,Kleinwasserkraftwerk Traunwehr,plant,hydro,,1300 kW,,,run-of-the-river
136179989,way,48.2499176,14.3197809,Kleinwasserkraftwerk Kleinmünchen,plant,hydro,,10 MW,,,run-of-the-river
138406969,way,48.1825635,16.4345942,Kraftwerk Simmering,plant,gas;oil;biomass,,1156 MW,,,combustion
138407001,way,48.1818873,16.4328194,Block 2,generator,,gas,,60 MW,combustion,
138407028,way,48.1812209,16.4321570,Block 1,generator,,gas,,700 MW,combustion,
138639314,way,48.2993594,14.3233028,Reststoffheizkraftwerk-Kesselhaus,generator,,waste,,15 MW,combustion,
140435851,way,47.9540624,13.9828144,Schwarz,generator,,hydro,,350 kW,run-of-the-river,
140644882,way,47.3735179,13.2086201,Heizwerk Urreiting,generator,,biomass,,no,combustion,
140644903,way,47.3777405,13.2098614,Kraftwerk Arthurwerk,generator,,hydro,,6000 kW,run-of-the-river,
141092144,way,47.1581450,11.8505443,Kraftwerk Mayrhofen,plant,hydro,,355 MW,,,water-storage
141394723,way,47.4848295,12.1159510,KW Bruckhäusl,plant,hydro,,2.7 MW,,,
143048551,way,48.8273619,15.2811053,Fernwärmeheizwerk Waidhofen/Thaya,generator,,biomass,,no,,
143199246,way,47.8347943,16.2519221,Heizwerk Civitas Nova Wiener Neustadt,generator,,biomass,,5000 kW,,
146016366,way,47.9807573,13.8141815,Thermisches Kraftwerk Laakirchen CMOÖ,plant,gas,,61000 kW,,,combustion
146122250,way,47.1998562,11.3915555,Ruetzkraftwerk,generator,,hydro,,6000 kW,water-storage,
146611112,way,47.2021249,11.3995988,Kraftwerk Obere Sill,generator,,hydro,,20900 kW,run-of-the-river,
149071699,way,46.9787507,15.0232239,Kraftwerk Pack,plant,hydro,,0.8 MW,,,run-of-the-river
149549945,way,47.2299163,9.8472245,Photovoltaikpark Blons-Hüggen,generator,,solar,,412 kW,photovoltaic,
150766122,way,47.8351696,12.9943555,Flusskraftwerk Rott,plant,hydro,,2.5 MW,,,run-of-the-river
151172885,way,47.1541786,9.9050763,Trinkwasserkraftwerk Altoffa,generator,,hydro,,188 kW,,
151583203,way,48.6099240,15.4831706,Ausgleichskraftwerk Thurnberg-Wegscheid,plant,hydro,,2.7 MW,,,water-storage
152183126,way,47.9928407,14.3769075,Kraftwerk Rosenau,plant,hydro,,34 MW,,,run-of-the-river
152205880,way,46.5593776,14.4828747,Kraftwerk Freibach,plant,hydro,,16.4 MW,,,
152304106,way,46.8280626,15.5660625,Kraftwerk Gralla,plant,hydro,,15 MW,,,run-of-the-river
152305012,way,46.7457246,15.5717238,Kraftwerk Obervogau,plant,hydro,,13 MW,,,run-of-the-river
152306474,way,46.7164657,15.6211505,Kraftwerk Spielfeld,plant,hydro,,13 MW,,,run-of-the-river
152469117,way,46.9286346,12.5772114,Kraftwerk Schwarzach,plant,hydro,,9.9 MW,,,run-of-the-river
153223717,way,47.1077577,14.0653631,Kraftwerk Bodendorf-Mur,plant,hydro,,7.0 MW,,,run-of-the-river
156083802,way,47.2076571,11.0054803,Kraftwerk Kühtai,plant,hydro,,289 MW,,,water-pumped-storage
156087600,way,47.7156183,13.1354200,Wasserkraftwerk Wiestal-Ausgleichsbecken,plant,hydro,,240 kW,,,
156316489,way,47.2695408,10.9676447,Kraftwerk Silz,plant,hydro,,500 MW,,,water-storage
156973415,way,47.2335984,11.8993253,Kraftwerk Gerlos,plant,hydro,,200 MW,,,water-storage
161423652,way,46.9979369,15.4681531,Kraftwerk Gössendorf,plant,hydro,,19 MW,,,run-of-the-river
162531191,way,47.2677180,10.7555090,"Kraftwerk Salvesenbach, Stadtwerke Imst",plant,hydro,,3 MW,,,run-of-the-river
162585233,way,47.3154239,13.1396779,Flusskraftwerk Schwarzach,plant,hydro,,138 MW,,,
162791302,way,48.1409842,16.3689622,,generator,,gas;oil,,no,combustion,
