voltage,name,Area,Zone,idx,sh_terminals,trafos
110.0,Umspannwerk Nettingsdorf,AT31,AT312,ElmTerm_0305,"LINESTRING (14.25258154465364 48.18603660618209, 14.25241086440678 48.18602795491483, 14.2522418277767 48.18600208442951, 14.25207606268407 48.18595924387301, 14.2519151655463 48.18589984582333, 14.25176068590282 48.18582446231616, 14.2516141114917 48.18573381933587, 14.25147685392137 48.18562878982392, 14.25135023507545 48.18551038527194, 14.2512354743815 48.18537974598046, 14.25113367706662 48.1852381300773, 14.25104582351276 48.185086901401, 14.25097275981441 48.18492751636639, 14.25091518962959 48.1847615099385, 14.25087366740267 48.18459048084996, 14.25084859302435 48.18441607620438, 14.2508402079801 48.18423997561385, 14.25084859302435 48.18406387502332, 14.25087366740267 48.18388947037775, 14.25091518962959 48.1837184412892, 14.25097275981441 48.1835524348613, 14.25104582351276 48.18339304982671, 14.25113367706662 48.1832418211504, 14.2512354743815 48.18310020524724, 14.25135023507545 48.18296956595576, 14.25147685392137 48.18285116140377, 14.2516141114917 48.18274613189183, 14.25176068590282 48.18265548891154, 14.2519151655463 48.18258010540437, 14.25207606268407 48.18252070735469, 14.2522418277767 48.18247786679819, 14.25241086440678 48.18245199631286, 14.25258154465364 48.18244334504561, 14.25275222477135 48.18245199631286, 14.25292126101894 48.18247786679819, 14.25308702549042 48.18252070735469, 14.25324792179228 48.18258010540437, 14.25340240041721 48.18265548891154, 14.25354897366626 48.18274613189183, 14.25368622997567 48.18285116140377, 14.25381284751028 48.18296956595576, 14.25392760689292 48.18310020524724, 14.25402940294688 48.1832418211504, 14.25411725533866 48.18339304982671, 14.25419031801845 48.1835524348613, 14.25424788736737 48.1837184412892, 14.25428940897315 48.18388947037775, 14.25431448296897 48.18406387502332, 14.25432286788407 48.18423997561385, 14.25431448296897 48.18441607620438, 14.25428940897315 48.18459048084996, 14.25424788736737 48.1847615099385, 14.25419031801845 48.18492751636639, 14.25411725533866 48.185086901401, 14.25402940294688 48.1852381300773, 14.25392760689292 48.18537974598046, 14.25381284751028 48.18551038527194, 14.25368622997567 48.18562878982392, 14.25354897366626 48.18573381933587, 14.25340240041721 48.18582446231616, 14.25324792179228 48.18589984582333, 14.25308702549042 48.18595924387301, 14.25292126101894 48.18600208442951, 14.25275222477135 48.18602795491483, 14.25258154465364 48.18603660618209)",[]
110.0, ,AT31,AT312,ElmTerm_0057,"LINESTRING (14.22387988400764 48.20656206203777, 14.2237091820639 48.20655341077051, 14.22354012394615 48.20652754028519, 14.22337433778196 48.20648469972869, 14.22321342019165 48.20642530167901, 14.2230589209116 48.20634991817183, 14.22291232786898 48.20625927519156, 14.22277505285162 48.20615424567961, 14.22264841791111 48.20603584112762, 14.22253364262999 48.20590520183614, 14.22243183237581 48.20576358593298, 14.22234396765509 48.20561235725668, 14.22227089466984 48.20545297222207, 14.22221331716747 48.20528696579418, 14.22217178966283 48.20511593670563, 14.22214671209742 48.20494153206005, 14.22213832598738 48.20476543146953, 14.22214671209742 48.204589330879, 14.22217178966283 48.20441492623343, 14.22221331716747 48.20424389714488, 14.22227089466984 48.20407789071698, 14.22234396765509 48.20391850568238, 14.22243183237581 48.20376727700608, 14.22253364262999 48.20362566110291, 14.22264841791111 48.20349502181143, 14.22277505285162 48.20337661725944, 14.22291232786898 48.2032715877475, 14.2230589209116 48.20318094476722, 14.22321342019165 48.20310556126005, 14.22337433778196 48.20304616321037, 14.22354012394615 48.20300332265387, 14.2237091820639 48.20297745216855, 14.22387988400764 48.20296880090129, 14.22405058582246 48.20297745216855, 14.22421964355842 48.20300332265387, 14.22438542910262 48.20304616321037, 14.22454634585856 48.20310556126005, 14.22470084412192 48.20318094476722, 14.22484743600462 48.2032715877475, 14.22498470976339 48.20337661725944, 14.22511134339501 48.20349502181143, 14.22522611736724 48.20362566110291, 14.22532792636282 48.20376727700608, 14.22541578992361 48.20391850568238, 14.22548886189219 48.20407789071698, 14.22554643856019 48.20424389714488, 14.22558796544483 48.20441492623343, 14.22561304262846 48.204589330879, 14.22562142860958 48.20476543146953, 14.22561304262846 48.20494153206005, 14.22558796544483 48.20511593670563, 14.22554643856019 48.20528696579418, 14.22548886189219 48.20545297222207, 14.22541578992361 48.20561235725668, 14.22532792636282 48.20576358593298, 14.22522611736724 48.20590520183614, 14.22511134339501 48.20603584112762, 14.22498470976339 48.20615424567961, 14.22484743600462 48.20625927519156, 14.22470084412192 48.20634991817183, 14.22454634585856 48.20642530167901, 14.22438542910262 48.20648469972869, 14.22421964355842 48.20652754028519, 14.22405058582246 48.20655341077051, 14.22387988400764 48.20656206203777)",[]
110.0,Umspannwerk Ernsthofen,AT12,AT121,ElmTerm_0026,"LINESTRING (14.47373529523389 48.13013191498138, 14.47324130625736 48.13010685142693, 14.47275207358121 48.13003190213932, 14.47227230883045 48.12990778892114, 14.47180663247807 48.12973570705056, 14.47135952934438 48.12951731377004, 14.47093530540181 48.12925471232626, 14.47053804630129 48.12895043171469, 14.47017157801964 48.12860740232393, 14.46983943000747 48.12822892771456, 14.46954480119241 48.12781865280395, 14.46929052916551 48.12738052876376, 14.46907906284781 48.12691877496802, 14.46891243890035 48.12643783835819, 14.46879226210527 48.12594235061673, 14.46871968990691 48.12543708356145, 14.46869542126207 48.12492690319031, 14.46871968990691 48.12441672281917, 14.46879226210527 48.1239114557639, 14.46891243890035 48.12341596802244, 14.46907906284781 48.1229350314126, 14.46929052916551 48.12247327761686, 14.46954480119241 48.12203515357668, 14.46983943000747 48.12162487866606, 14.47017157801964 48.12124640405668, 14.47053804630129 48.12090337466593, 14.47093530540181 48.12059909405436, 14.47135952934438 48.12033649261058, 14.47180663247807 48.12011809933006, 14.47227230883045 48.11994601745948, 14.47275207358121 48.11982190424131, 14.47324130625736 48.11974695495368, 14.47373529523389 48.11972189139924, 14.47422928311104 48.11974695495368, 14.47471851253131 48.11982190424131, 14.47519827199479 48.11994601745948, 14.47566394123171 48.12011809933006, 14.47611103569518 48.12033649261058, 14.47653524974595 48.12059909405436, 14.47693249811326 48.12090337466593, 14.47729895523273 48.12124640405668, 14.47763109208273 48.12162487866606, 14.47792571016458 48.12203515357668, 14.47817997229969 48.12247327761686, 14.47839142994717 48.1229350314126, 14.47855804677916 48.12341596802244, 14.47867821828696 48.1239114557639, 14.47875078722944 48.12441672281917, 14.4787750547749 48.12492690319031, 14.47875078722944 48.12543708356145, 14.47867821828696 48.12594235061673, 14.47855804677916 48.12643783835819, 14.47839142994717 48.12691877496802, 14.47817997229969 48.12738052876376, 14.47792571016458 48.12781865280395, 14.47763109208273 48.12822892771456, 14.47729895523273 48.12860740232393, 14.47693249811326 48.12895043171469, 14.47653524974595 48.12925471232626, 14.47611103569518 48.12951731377004, 14.47566394123171 48.12973570705056, 14.47519827199479 48.12990778892114, 14.47471851253131 48.13003190213932, 14.47422928311104 48.13010685142693, 14.47373529523389 48.13013191498138)",['ElmTr2_0046']
110.0,Schaltwerk St. Pantaleon,AT12,AT121,ElmTerm_0251,"LINESTRING (14.53188661117722 48.22620360932309, 14.53171614430509 48.22619495805583, 14.53154731899257 48.2261690875705, 14.53138176112529 48.226126247014, 14.53122106512513 48.22606684896432, 14.53106677859468 48.22599146545715, 14.53092038741248 48.22590082247687, 14.53078330142269 48.22579579296492, 14.5306568408568 48.22567738841293, 14.53054222361842 48.22554674912146, 14.53044055355342 48.22540513321829, 14.53035280981859 48.22525390454199, 14.5302798374511 48.22509451950739, 14.53022233922965 48.22492851307949, 14.53018086890582 48.22475748399094, 14.53015582587058 48.22458307934537, 14.53014745130766 48.22440697875484, 14.53015582587058 48.22423087816432, 14.53018086890582 48.22405647351874, 14.53022233922965 48.22388544443019, 14.5302798374511 48.22371943800231, 14.53035280981859 48.2235600529677, 14.53044055355342 48.22340882429139, 14.53054222361842 48.22326720838824, 14.5306568408568 48.22313656909676, 14.53078330142269 48.22301816454477, 14.53092038741248 48.22291313503282, 14.53106677859468 48.22282249205254, 14.53122106512513 48.22274710854536, 14.53138176112529 48.22268771049568, 14.53154731899257 48.22264486993919, 14.53171614430509 48.22261899945386, 14.53188661117722 48.22261034818661, 14.53205707791787 48.22261899945386, 14.53222590284106 48.22264486993919, 14.53239146007608 48.22268771049568, 14.53255215522535 48.22274710854536, 14.53270644071901 48.22282249205254, 14.53285283071833 48.22291313503282, 14.53298991542463 48.22301816454477, 14.53311637465573 48.22313656909676, 14.53323099055932 48.22326720838824, 14.53333265934082 48.22340882429139, 14.53342040189277 48.2235600529677, 14.53349337322347 48.22371943800231, 14.53355087059404 48.22388544443019, 14.53359234028561 48.22405647351874, 14.53361738293151 48.22423087816432, 14.53362575736296 48.22440697875484, 14.53361738293151 48.22458307934537, 14.53359234028561 48.22475748399094, 14.53355087059404 48.22492851307949, 14.53349337322347 48.22509451950739, 14.53342040189277 48.22525390454199, 14.53333265934082 48.22540513321829, 14.53323099055932 48.22554674912146, 14.53311637465573 48.22567738841293, 14.53298991542463 48.22579579296492, 14.53285283071833 48.22590082247687, 14.53270644071901 48.22599146545715, 14.53255215522535 48.22606684896432, 14.53239146007608 48.226126247014, 14.53222590284106 48.2261690875705, 14.53205707791787 48.22619495805583, 14.53188661117722 48.22620360932309)",[]
110.0,Umspannwerk Tillysburg,AT31,AT312,ElmTerm_0058,"LINESTRING (14.42000984417562 48.214253794561, 14.41983929134877 48.21424514329374, 14.41967038091021 48.21421927280842, 14.41950473956538 48.21417643225193, 14.41934396254001 48.21411703420225, 14.41918959821692 48.21404165069507, 14.41904313322375 48.21395100771479, 14.41890597811535 48.21384597820285, 14.41877945378876 48.21372757365086, 14.41866477876148 48.21359693435938, 14.41856305743579 48.21345531845621, 14.41847526946203 48.21330408977991, 14.41840226030328 48.21314470474531, 14.41834473309248 48.21297869831741, 14.41830324186027 48.21280766922887, 14.41827818619894 48.21263326458329, 14.41826980741378 48.21245716399277, 14.41827818619894 48.21228106340224, 14.41830324186027 48.21210665875666, 14.41834473309248 48.21193562966811, 14.41840226030328 48.21176962324022, 14.41847526946203 48.21161023820562, 14.41856305743579 48.21145900952931, 14.41866477876148 48.21131739362615, 14.41877945378876 48.21118675433467, 14.41890597811535 48.21106834978268, 14.41904313322375 48.21096332027074, 14.41918959821692 48.21087267729045, 14.41934396254001 48.21079729378328, 14.41950473956538 48.2107378957336, 14.41967038091021 48.2106950551771, 14.41983929134877 48.21066918469178, 14.42000984417562 48.21066053342452, 14.42018039687193 48.21066918469178, 14.42034930692388 48.2106950551771, 14.42051494764089 48.2107378957336, 14.42067572382137 48.21079729378328, 14.42083008711496 48.21087267729045, 14.42097655093357 48.21096332027074, 14.42111370476751 48.21106834978268, 14.4212402277687 48.21118675433467, 14.42135490147058 48.21131739362615, 14.42145662152179 48.21145900952931, 14.421544408321 48.21161023820562, 14.42161741645025 48.21176962324022, 14.42167494281616 48.21193562966811, 14.42171643342056 48.21210665875666, 14.42174148869528 48.21228106340224, 14.4217498673499 48.21245716399277, 14.42174148869528 48.21263326458329, 14.42171643342056 48.21280766922887, 14.42167494281616 48.21297869831741, 14.42161741645025 48.21314470474531, 14.421544408321 48.21330408977991, 14.42145662152179 48.21345531845621, 14.42135490147058 48.21359693435938, 14.4212402277687 48.21372757365086, 14.42111370476751 48.21384597820285, 14.42097655093357 48.21395100771479, 14.42083008711496 48.21404165069507, 14.42067572382137 48.21411703420225, 14.42051494764089 48.21417643225193, 14.42034930692388 48.21421927280842, 14.42018039687193 48.21424514329374, 14.42000984417562 48.214253794561)",[]
110.0,Umspannwerk Pichling,AT31,AT312,ElmTerm_0219,"LINESTRING (14.37653576364628 48.25836496841885, 14.37636517759379 48.2583563171516, 14.37619623424993 48.25833044666626, 14.37603056063701 48.25828760610977, 14.37586975229151 48.25822820806009, 14.37571535789783 48.25815282455292, 14.37556886437317 48.25806218157264, 14.37543168254712 48.25795715206069, 14.37530513357395 48.25783874750871, 14.37519043620849 48.25770810821722, 14.37508869506809 48.25756649231406, 14.37500088999387 48.25741526363776, 14.37492786661354 48.25725587860315, 14.37487032819696 48.25708987217526, 14.37482882888266 48.25691884308671, 14.37480376834075 48.25674443844115, 14.37479538792348 48.25656833785062, 14.37480376834075 48.25639223726009, 14.37482882888266 48.25621783261452, 14.37487032819696 48.25604680352597, 14.37492786661354 48.25588079709807, 14.37500088999387 48.25572141206347, 14.37508869506809 48.25557018338716, 14.37519043620849 48.255428567484, 14.37530513357395 48.25529792819253, 14.37543168254712 48.25517952364054, 14.37556886437317 48.25507449412859, 14.37571535789783 48.2549838511483, 14.37586975229151 48.25490846764114, 14.37603056063701 48.25484906959145, 14.37619623424993 48.25480622903496, 14.37636517759379 48.25478035854963, 14.37653576364628 48.25477170728237, 14.3767063495686 48.25478035854963, 14.37687529252691 48.25480622903496, 14.37704096551375 48.25484906959145, 14.37720177301669 48.25490846764114, 14.3773561663837 48.2549838511483, 14.37750265873705 48.25507449412859, 14.37763983929215 48.25517952364054, 14.37776638694357 48.25529792819253, 14.37788108298728 48.255428567484, 14.37798282285672 48.25557018338716, 14.37807062675964 48.25572141206347, 14.3781436491133 48.25588079709807, 14.37820118668731 48.25604680352597, 14.37824268537553 48.25621783261452, 14.3782677455319 48.25639223726009, 14.37827612581899 48.25656833785062, 14.3782677455319 48.25674443844115, 14.37824268537553 48.25691884308671, 14.37820118668731 48.25708987217526, 14.3781436491133 48.25725587860315, 14.37807062675964 48.25741526363776, 14.37798282285672 48.25756649231406, 14.37788108298728 48.25770810821722, 14.37776638694357 48.25783874750871, 14.37763983929215 48.25795715206069, 14.37750265873705 48.25806218157264, 14.3773561663837 48.25815282455292, 14.37720177301669 48.25822820806009, 14.37704096551375 48.25828760610977, 14.37687529252691 48.25833044666626, 14.3767063495686 48.2583563171516, 14.37653576364628 48.25836496841885)",[]
110.0,Umspannwerk Amstetten Süd,AT12,AT121,ElmTerm_0193,"LINESTRING (14.86682618391663 48.11379744025397, 14.86665597826231 48.11378878898672, 14.86648741164921 48.11376291850139, 14.86632210747167 48.11372007794489, 14.86616165770858 48.11366067989521, 14.86600760759139 48.11358529638803, 14.86586144072217 48.11349465340776, 14.86572456478518 48.11338962389581, 14.86559829798937 48.11327121934382, 14.86548385637264 48.11314058005234, 14.86538234208994 48.11299896414918, 14.86529473279816 48.11284773547288, 14.86522187224009 48.11268835043827, 14.86516446211795 48.11252234401038, 14.86512305533511 48.11235131492182, 14.86509805067083 48.11217691027626, 14.86508968893941 48.11200080968573, 14.86509805067083 48.1118247090952, 14.86512305533511 48.11165030444963, 14.86516446211795 48.11147927536108, 14.86522187224009 48.11131326893319, 14.86529473279816 48.11115388389858, 14.86538234208994 48.11100265522228, 14.86548385637264 48.11086103931912, 14.86559829798937 48.11073040002764, 14.86572456478518 48.11061199547565, 14.86586144072217 48.11050696596371, 14.86600760759139 48.11041632298342, 14.86616165770858 48.11034093947625, 14.86632210747167 48.11028154142657, 14.86648741164921 48.11023870087007, 14.86665597826231 48.11021283038475, 14.86682618391663 48.1102041791175, 14.86699638943672 48.11021283038475, 14.86716495565232 48.11023870087007, 14.86733025918434 48.11028154142657, 14.86749070807871 48.11034093947625, 14.86764475713736 48.11041632298342, 14.8677909227989 48.11050696596371, 14.86792779742548 48.11061199547565, 14.86805406285851 48.11073040002764, 14.86816850311247 48.11086103931912, 14.86827001608476 48.11100265522228, 14.86835762416885 48.11115388389858, 14.8684304836684 48.11131326893319, 14.86848789292182 48.11147927536108, 14.86852929905914 48.11165030444963, 14.86855430332591 48.1118247090952, 14.86856266492311 48.11200080968573, 14.86855430332591 48.11217691027626, 14.86852929905914 48.11235131492182, 14.86848789292182 48.11252234401038, 14.8684304836684 48.11268835043827, 14.86835762416885 48.11284773547288, 14.86827001608476 48.11299896414918, 14.86816850311247 48.11314058005234, 14.86805406285851 48.11327121934382, 14.86792779742548 48.11338962389581, 14.8677909227989 48.11349465340776, 14.86764475713736 48.11358529638803, 14.86749070807871 48.11366067989521, 14.86733025918434 48.11372007794489, 14.86716495565232 48.11376291850139, 14.86699638943672 48.11378878898672, 14.86682618391663 48.11379744025397)",[]
110.0,Umspannwerk Steyr-Nord,AT31,AT314,ElmTerm_0059,"LINESTRING (14.4228688492643 48.07011696723117, 14.42269829862592 48.07010831596391, 14.42252939035474 48.07008244547859, 14.42236375113531 48.07003960492209, 14.42220297617291 48.06998020687242, 14.42204861383048 48.06990482336524, 14.42190215071659 48.06981418038496, 14.42176499736801 48.06970915087302, 14.4216384746648 48.06959074632103, 14.42152380110887 48.06946010702955, 14.42142208108833 48.06931849112638, 14.42133429424092 48.06916726245008, 14.42126128601891 48.06900787741548, 14.42120375954619 48.06884187098758, 14.42116226884633 48.06867084189903, 14.42113721350647 48.06849643725346, 14.42112883482881 48.06832033666294, 14.42113721350647 48.06814423607241, 14.42116226884633 48.06796983142683, 14.42120375954619 48.06779880233828, 14.42126128601891 48.06763279591038, 14.42133429424092 48.06747341087578, 14.42142208108833 48.06732218219948, 14.42152380110887 48.06718056629632, 14.4216384746648 48.06704992700484, 14.42176499736801 48.06693152245285, 14.42190215071659 48.0668264929409, 14.42204861383048 48.06673584996063, 14.42220297617291 48.06666046645345, 14.42236375113531 48.06660106840377, 14.42252939035474 48.06655822784727, 14.42269829862592 48.06653235736195, 14.4228688492643 48.06652370609469, 14.42303939977212 48.06653235736195, 14.42320830765662 48.06655822784727, 14.42337394624812 48.06660106840377, 14.42353472036548 48.06666046645345, 14.42368908167821 48.06673584996063, 14.42383554361734 48.0668264929409, 14.42397269569123 48.06693152245285, 14.42409921706879 48.06704992700484, 14.42421388929908 48.06718056629632, 14.42431560804493 48.06732218219948, 14.42440339371757 48.06747341087578, 14.42447640090989 48.06763279591038, 14.42453392653755 48.06779880233828, 14.4245754166095 48.06796983142683, 14.42460047156267 48.06814423607241, 14.42460885010977 48.06832033666294, 14.42460047156267 48.06849643725346, 14.4245754166095 48.06867084189903, 14.42453392653755 48.06884187098758, 14.42447640090989 48.06900787741548, 14.42440339371757 48.06916726245008, 14.42431560804493 48.06931849112638, 14.42421388929908 48.06946010702955, 14.42409921706879 48.06959074632103, 14.42397269569123 48.06970915087302, 14.42383554361734 48.06981418038496, 14.42368908167821 48.06990482336524, 14.42353472036548 48.06998020687242, 14.42337394624812 48.07003960492209, 14.42320830765662 48.07008244547859, 14.42303939977212 48.07010831596391, 14.4228688492643 48.07011696723117)",[]
110.0,Umspannwerk Steyr-Fischhub,AT31,AT314,ElmTerm_0060,"LINESTRING (14.43898661432416 48.04483354713995, 14.43881607603134 48.0448248958727, 14.4386471799867 48.04479902538737, 14.43848155275703 48.04475618483088, 14.43832078943217 48.04469678678119, 14.43816643826299 48.04462140327402, 14.43801998575047 48.04453076029374, 14.43788284232929 48.04442573078179, 14.43775632878395 48.04430732622981, 14.43764166352815 48.04417668693832, 14.43753995087011 48.04403507103517, 14.43745217037668 48.04388384235887, 14.43737916743894 48.04372445732425, 14.43732164512993 48.04355845089636, 14.4372801574331 48.04338742180781, 14.43725510390671 48.04321301716224, 14.43724672583548 48.04303691657172, 14.43725510390671 48.04286081598119, 14.4372801574331 48.04268641133562, 14.43732164512993 48.04251538224707, 14.43737916743894 48.04234937581917, 14.43745217037668 48.04218999078457, 14.43753995087011 48.04203876210827, 14.43764166352815 48.0418971462051, 14.43775632878395 48.04176650691362, 14.43788284232929 48.04164810236163, 14.43801998575047 48.04154307284969, 14.43816643826299 48.04145242986941, 14.43832078943217 48.04137704636224, 14.43848155275703 48.04131764831256, 14.4386471799867 48.04127480775606, 14.43881607603134 48.04124893727073, 14.43898661432416 48.04124028600347, 14.43915715248628 48.04124893727073, 14.43932604814386 48.04127480775606, 14.43949167474496 48.04131764831256, 14.43965243722391 48.04137704636224, 14.43980678736235 48.04145242986941, 14.4399532386989 48.04154307284969, 14.44009038084408 48.04164810236163, 14.44021689306243 48.04176650691362, 14.44033155699123 48.0418971462051, 14.44043326837327 48.04203876210827, 14.44052104769073 48.04218999078457, 14.44059404959773 48.04234937581917, 14.44065157106083 48.04251538224707, 14.44069305812909 48.04268641133562, 14.44071811126841 48.04286081598119, 14.44072648920894 48.04303691657172, 14.44071811126841 48.04321301716224, 14.44069305812909 48.04338742180781, 14.44065157106083 48.04355845089636, 14.44059404959773 48.04372445732425, 14.44052104769073 48.04388384235887, 14.44043326837327 48.04403507103517, 14.44033155699123 48.04417668693832, 14.44021689306243 48.04430732622981, 14.44009038084408 48.04442573078179, 14.4399532386989 48.04453076029374, 14.43980678736235 48.04462140327402, 14.43965243722391 48.04469678678119, 14.43949167474496 48.04475618483088, 14.43932604814386 48.04479902538737, 14.43915715248628 48.0448248958727, 14.43898661432416 48.04483354713995)",[]
110.0, ,AT31,AT314,ElmTerm_0476,"LINESTRING (14.41192096871533 48.01938972451048, 14.41175040969901 48.01938107324323, 14.41158149313067 48.0193552027579, 14.41141584577474 48.0193123622014, 14.41125506291488 48.01925296415173, 14.41110069299006 48.01917758064455, 14.41095422268188 48.01908693766427, 14.41081706259636 48.01898190815233, 14.41069053367846 48.01886350360034, 14.41057585448989 48.01873286430886, 14.41047412947301 48.01859124840569, 14.41038633831367 48.01844001972939, 14.41031332650564 48.01828063469479, 14.41025579720736 48.01811462826689, 14.41021430446957 48.01794359917834, 14.41018924789906 48.01776919453278, 14.41018086880986 48.01759309394225, 14.41018924789906 48.01741699335172, 14.41021430446957 48.01724258870615, 14.41025579720736 48.0170715596176, 14.41031332650564 48.0169055531897, 14.41038633831367 48.01674616815509, 14.41047412947301 48.01659493947879, 14.41057585448989 48.01645332357563, 14.41069053367846 48.01632268428416, 14.41081706259636 48.01620427973216, 14.41095422268188 48.01609925022022, 14.41110069299006 48.01600860723994, 14.41125506291488 48.01593322373277, 14.41141584577474 48.01587382568308, 14.41158149313067 48.01583098512659, 14.41175040969901 48.01580511464126, 14.41192096871533 48.01579646337401, 14.41209152760117 48.01580511464126, 14.41226044378311 48.01583098512659, 14.41242609051154 48.01587382568308, 14.41258687252694 48.01593322373277, 14.41274124142278 48.01600860723994, 14.41288771055701 48.01609925022022, 14.41302486936872 48.01620427973216, 14.4131513969619 48.01632268428416, 14.41326607482575 48.01645332357563, 14.41336779856882 48.01659493947879, 14.4134555885542 48.01674616815509, 14.41352859933325 48.0169055531897, 14.41358612778708 48.0170715596176, 14.41362761989738 48.01724258870615, 14.41365267608148 48.01741699335172, 14.4136610550402 48.01759309394225, 14.41365267608148 48.01776919453278, 14.41362761989738 48.01794359917834, 14.41358612778708 48.01811462826689, 14.41352859933325 48.01828063469479, 14.4134555885542 48.01844001972939, 14.41336779856882 48.01859124840569, 14.41326607482575 48.01873286430886, 14.4131513969619 48.01886350360034, 14.41302486936872 48.01898190815233, 14.41288771055701 48.01908693766427, 14.41274124142278 48.01917758064455, 14.41258687252694 48.01925296415173, 14.41242609051154 48.0193123622014, 14.41226044378311 48.0193552027579, 14.41209152760117 48.01938107324323, 14.41192096871533 48.01938972451048)",[]
110.0,Kraftwerk Rosenau,AT31,AT314,ElmTerm_0062,"LINESTRING (14.37800063349875 47.99556960650759, 14.3778300485642 47.99556095524034, 14.37766110632751 47.99553508475501, 14.37749543380032 47.99549224419851, 14.37733462650865 47.99543284614883, 14.37718023312676 47.99535746264166, 14.3770337405621 47.99526681966137, 14.37689655963502 47.99516179014943, 14.37677001149114 47.99504338559743, 14.37665531487729 47.99491274630596, 14.37655357440361 47.9947711304028, 14.37646576990476 47.99461990172649, 14.37639274700295 47.99446051669189, 14.37633520896341 47.99429451026399, 14.37629370992105 47.99412348117545, 14.37626864954335 47.99394907652987, 14.37626026918101 47.99377297593935, 14.37626864954335 47.99359687534882, 14.37629370992105 47.99342247070325, 14.37633520896341 47.9932514416147, 14.37639274700295 47.99308543518681, 14.37646576990476 47.99292605015221, 14.37655357440361 47.9927748214759, 14.37665531487729 47.99263320557274, 14.37677001149114 47.99250256628126, 14.37689655963502 47.99238416172927, 14.3770337405621 47.99227913221733, 14.37718023312676 47.99218848923704, 14.37733462650865 47.99211310572987, 14.37749543380032 47.99205370768019, 14.37766110632751 47.9920108671237, 14.3778300485642 47.99198499663836, 14.37800063349875 47.99197634537111, 14.3781712183031 47.99198499663836, 14.37834016015421 47.9920108671237, 14.37850583205526 47.99205370768019, 14.37866663850429 47.99211310572987, 14.37882103085942 47.99218848923704, 14.37896752225265 47.99227913221733, 14.37910470190866 47.99238416172927, 14.37923124873068 47.99250256628126, 14.37934594402265 47.99263320557274, 14.37944768322526 47.9927748214759, 14.37953548655268 47.99292605015221, 14.37960850842774 47.99308543518681, 14.37966604562464 47.9932514416147, 14.37970754404085 47.99342247070325, 14.37973260403297 47.99359687534882, 14.37974098426513 47.99377297593935, 14.37973260403297 47.99394907652987, 14.37970754404085 47.99412348117545, 14.37966604562464 47.99429451026399, 14.37960850842774 47.99446051669189, 14.37953548655268 47.99461990172649, 14.37944768322526 47.9947711304028, 14.37934594402265 47.99491274630596, 14.37923124873068 47.99504338559743, 14.37910470190866 47.99516179014943, 14.37896752225265 47.99526681966137, 14.37882103085942 47.99535746264166, 14.37866663850429 47.99543284614883, 14.37850583205526 47.99549224419851, 14.37834016015421 47.99553508475501, 14.3781712183031 47.99556095524034, 14.37800063349875 47.99556960650759)",[]
110.0,Umspannwerk Großraming,AT31,AT314,ElmTerm_0083,"LINESTRING (14.51735226711226 47.89390991351173, 14.51718178903669 47.89390126224448, 14.51701295262872 47.89387539175915, 14.51684738388087 47.89383255120266, 14.51668667731978 47.89377315315298, 14.51653238064972 47.8936977696458, 14.51638597984691 47.89360712666552, 14.5162488848481 47.89350209715358, 14.51612241597156 47.89338369260159, 14.5160077912009 47.89325305331011, 14.51590611445451 47.89311143740695, 14.51581836495352 47.89296020873064, 14.5157453877906 47.89280082369604, 14.51568788579064 47.89263481726815, 14.51564641274158 47.8924637881796, 14.51562136806064 47.89228938353402, 14.51561299294739 47.89211328294349, 14.51562136806064 47.89193718235298, 14.51564641274158 47.8917627777074, 14.51568788579064 47.89159174861885, 14.5157453877906 47.89142574219095, 14.51581836495352 47.89126635715635, 14.51590611445451 47.89111512848005, 14.5160077912009 47.89097351257688, 14.51612241597156 47.89084287328541, 14.5162488848481 47.89072446873342, 14.51638597984691 47.89061943922147, 14.51653238064972 47.89052879624119, 14.51668667731978 47.89045341273402, 14.51684738388087 47.89039401468434, 14.51701295262872 47.89035117412784, 14.51718178903669 47.89032530364251, 14.51735226711226 47.89031665237525, 14.51752274505649 47.89032530364251, 14.51769158107547 47.89035117412784, 14.51785714919164 47.89039401468434, 14.51801785490263 47.89045341273402, 14.51817215053683 47.89052879624119, 14.51831855015785 47.89061943922147, 14.51845564387433 47.89072446873342, 14.5185821114173 47.89084287328541, 14.51869673485439 47.89097351257688, 14.51879841031846 47.89111512848005, 14.51888615863766 47.89126635715635, 14.51895913476472 47.89142574219095, 14.51901663591458 47.89159174861885, 14.51905810833195 47.8917627777074, 14.51908315262391 47.89193718235298, 14.51909152760581 47.89211328294349, 14.51908315262391 47.89228938353402, 14.51905810833195 47.8924637881796, 14.51901663591458 47.89263481726815, 14.51895913476472 47.89280082369604, 14.51888615863766 47.89296020873064, 14.51879841031846 47.89311143740695, 14.51869673485439 47.89325305331011, 14.5185821114173 47.89338369260159, 14.51845564387433 47.89350209715358, 14.51831855015785 47.89360712666552, 14.51817215053683 47.8936977696458, 14.51801785490263 47.89377315315298, 14.51785714919164 47.89383255120266, 14.51769158107547 47.89387539175915, 14.51752274505649 47.89390126224448, 14.51735226711226 47.89390991351173)",[]
