voltage,name,Area,Zone,idx,sh_terminals,trafos
110.0,virtual terminal,AT12,AT121,ElmTerm_virtual_0250,POINT (15.3885946 48.1888375),[]
110.0,virtual terminal,AT33,AT335,ElmTerm_virtual_0103,POINT (12.1471674 47.5805974),[]
110.0,virtual terminal,AT12,AT121,ElmTerm_virtual_0258,POINT (14.520527 48.2351107),[]
110.0,virtual terminal,AT33,AT332,ElmTerm_virtual_0259,POINT (11.396513 47.2360103),[]
380.0,virtual terminal,AT12,AT126,ElmTerm_virtual_0260,POINT (16.5137062 48.3418681),[]
380.0,virtual terminal,AT12,AT126,ElmTerm_virtual_0261,POINT (16.5162755 48.34348),[]
380.0,virtual terminal,AT12,AT126,ElmTerm_virtual_0262,POINT (16.5171469 48.3410768),[]
220.0,floating end terminal,AT12,AT125,ElmTerm_0656,POINT (16.8074091 48.7099089),[]
110.0,virtual terminal,AT12,AT126,ElmTerm_virtual_0265,POINT (16.760756 48.3873522),[]
380.0,virtual terminal,AT12,AT126,ElmTerm_virtual_0266,POINT (16.5105837 48.3411521),[]
110.0,virtual terminal,AT12,AT121,ElmTerm_virtual_0267,POINT (15.0443415 48.1308081),[]
110.0,floating end terminal,AT31,AT314,ElmTerm_0658,POINT (14.017957 47.9124201),[]
110.0,virtual terminal,AT31,AT315,ElmTerm_virtual_0268,POINT (13.8999521 48.0035651),[]
110.0,virtual terminal,AT31,AT313,ElmTerm_virtual_0269,POINT (14.455964 48.5230178),[]
110.0,floating end terminal,AT31,AT313,ElmTerm_0659,POINT (14.4866297 48.5333417),[]
110.0,virtual terminal,AT11,AT112,ElmTerm_virtual_0270,POINT (16.8944758 47.967629),[]
110.0,virtual terminal,AT11,AT112,ElmTerm_virtual_0271,POINT (16.8937456 47.9666051),[]
110.0,virtual terminal,AT22,AT223,ElmTerm_virtual_0264,POINT (15.2720778 47.4232729),[]
110.0,virtual terminal,AT33,AT335,ElmTerm_virtual_0272,POINT (11.9614425 47.4928261),[]
380.0,tieline terminal,TL,TL,ElmTerm_tieline_0029,POINT (10.6583142 47.5592331),['ElmTr2_0039']
220.0,tieline terminal,TL,TL,ElmTerm_tieline_0030,POINT (10.6583142 47.5592331),['ElmTr2_0039']
380.0,tieline terminal,TL,TL,ElmTerm_tieline_0031,POINT (17.6960421 47.6727742),['ElmTr2_0040']
380.0,floating end terminal,AT11,AT112,ElmTerm_0663,POINT (17.1080389 47.9217998),[]
110.0,virtual terminal,AT12,AT121,ElmTerm_virtual_0273,POINT (15.0817232 47.8926184),[]
110.0,virtual terminal,AT22,AT225,ElmTerm_virtual_0169,POINT (15.5805943 46.7856045),[]
110.0,floating end terminal,AT33,AT335,ElmTerm_0664,POINT (11.9443461 47.4875357),[]
110.0,virtual terminal,AT21,AT211,ElmTerm_virtual_0274,POINT (14.3357063 46.6374),[]
110.0,virtual terminal,AT21,AT212,ElmTerm_virtual_0084,POINT (13.0603169 46.8978386),[]
110.0,virtual terminal,AT12,AT123,ElmTerm_virtual_0044,POINT (15.9567279 48.2245839),[]
110.0,virtual terminal,AT31,AT315,ElmTerm_virtual_0232,POINT (13.5898543 47.7071655),[]
110.0,floating end terminal,AT31,AT313,ElmTerm_0665,POINT (14.4532657 48.5230534),[]
110.0,virtual terminal,AT21,AT212,ElmTerm_virtual_0248,POINT (13.5095575 46.7808359),[]
110.0,virtual terminal,AT22,AT221,ElmTerm_virtual_0129,POINT (15.3305593 47.1854189),[]
380.0,tieline terminal,TL,TL,ElmTerm_tieline_0003,POINT (16.1180779 49.1009515),[]
110.0,floating end terminal,AT21,AT212,ElmTerm_0646,POINT (13.0715954 46.8674827),[]
110.0,tieline terminal,TL,TL,ElmTerm_tieline_0008,POINT (13.1622791 48.2916346),[]
110.0,floating end terminal,AT22,AT221,ElmTerm_0661,POINT (15.3365537 47.1862674),[]
110.0,floating end terminal,AT32,AT322,ElmTerm_0614,POINT (12.2300805 47.2438389),[]
380.0,tieline terminal,TL,TL,ElmTerm_tieline_0012,POINT (15.6509459 46.6910614),[]
110.0,floating end terminal,AT22,AT225,ElmTerm_0662,POINT (15.5847885 46.7852796),[]
110.0,tieline terminal,TL,TL,ElmTerm_tieline_0024,POINT (9.8956476 47.5808721),[]
380.0,tieline terminal,TL,TL,ElmTerm_tieline_0016,POINT (17.4807457 47.7186019),[]
110.0,tieline terminal,TL,TL,ElmTerm_tieline_0028,POINT (11.4989305 46.9950911),[]
110.0,floating end terminal,AT32,AT322,ElmTerm_0633,POINT (12.7195951 47.196803),[]
380.0,floating end terminal,AT32,AT322,ElmTerm_0634,POINT (12.7217142 47.2002092),[]
220.0,tieline terminal,TL,TL,ElmTerm_tieline_0032,POINT (17.6960421 47.6727742),['ElmTr2_0040']
110.0,floating end terminal,AT22,AT221,ElmTerm_0657,POINT (15.4421769 47.0402497),[]
