name,geometry
Umspannwerk Südburgenland/Rotenturm,"POLYGON ((16.2744873 47.2514865, 16.2746846 47.2515181, 16.2752553 47.2516132, 16.2754917 47.2516549, 16.276664 47.2518618, 16.277855 47.2516167, 16.2783072 47.2503603, 16.2765214 47.2500674, 16.2766991 47.2495893, 16.2752545 47.2493516, 16.2744873 47.2514865))"
Umspannwerk Südburgenland/Rotenturm,"POLYGON ((16.2744873 47.2514865, 16.2746846 47.2515181, 16.2752553 47.2516132, 16.2754917 47.2516549, 16.276664 47.2518618, 16.277855 47.2516167, 16.2783072 47.2503603, 16.2765214 47.2500674, 16.2766991 47.2495893, 16.2752545 47.2493516, 16.2744873 47.2514865))"
Umspannwerk Neusiedl,"POLYGON ((16.8361124 47.9604784, 16.8362965 47.9610759, 16.8370577 47.96101, 16.8398434 47.960769, 16.8396498 47.9598743, 16.8386897 47.9599229, 16.8387183 47.9600917, 16.8376091 47.9601788, 16.837526 47.9597577, 16.8369028 47.9598238, 16.8370222 47.9603889, 16.8361124 47.9604784))"
Umspannwerk Neusiedl,"POLYGON ((16.8361124 47.9604784, 16.8362965 47.9610759, 16.8370577 47.96101, 16.8398434 47.960769, 16.8396498 47.9598743, 16.8386897 47.9599229, 16.8387183 47.9600917, 16.8376091 47.9601788, 16.837526 47.9597577, 16.8369028 47.9598238, 16.8370222 47.9603889, 16.8361124 47.9604784))"
Umspannwerk Ternitz,"POLYGON ((16.062809 47.7082543, 16.0631035 47.7084537, 16.0641218 47.7089323, 16.0660065 47.7075144, 16.0659338 47.7074671, 16.0664559 47.7071163, 16.0671909 47.7065332, 16.0666959 47.7060064, 16.0658627 47.7054939, 16.0658451 47.70546, 16.0658491 47.7054285, 16.0659629 47.7053349, 16.0658271 47.7052487, 16.0655575 47.7054459, 16.0652855 47.7056138, 16.0646243 47.7058932, 16.0634588 47.7065081, 16.0635091 47.7065662, 16.0629621 47.7067884, 16.0638291 47.7073323, 16.0631457 47.7077125, 16.0634004 47.7079303, 16.062809 47.7082543))"
Umspannwerk Ternitz,"POLYGON ((16.062809 47.7082543, 16.0631035 47.7084537, 16.0641218 47.7089323, 16.0660065 47.7075144, 16.0659338 47.7074671, 16.0664559 47.7071163, 16.0671909 47.7065332, 16.0666959 47.7060064, 16.0658627 47.7054939, 16.0658451 47.70546, 16.0658491 47.7054285, 16.0659629 47.7053349, 16.0658271 47.7052487, 16.0655575 47.7054459, 16.0652855 47.7056138, 16.0646243 47.7058932, 16.0634588 47.7065081, 16.0635091 47.7065662, 16.0629621 47.7067884, 16.0638291 47.7073323, 16.0631457 47.7077125, 16.0634004 47.7079303, 16.062809 47.7082543))"
Umspannwerk Keplerbrücke,"POLYGON ((15.4340098 47.0767923, 15.4340911 47.0768115, 15.4340959 47.0768016, 15.4341016 47.0767909, 15.4341118 47.0767718, 15.4342128 47.0768272, 15.4342014 47.0768479, 15.4342878 47.0768686, 15.4342725 47.0769041, 15.4342861 47.0769088, 15.4342656 47.0769509, 15.43434 47.0769694, 15.4343527 47.0769954, 15.4343439 47.0770103, 15.4343365 47.077023, 15.4343223 47.0770471, 15.4344302 47.0770263, 15.4344331 47.0770467, 15.4344344 47.0770583, 15.4343463 47.0770628, 15.4343138 47.0770616, 15.4342607 47.077054, 15.4342549 47.0770637, 15.4342985 47.0770706, 15.4342513 47.0771677, 15.4341856 47.0771662, 15.4341929 47.077153, 15.4341476 47.0771411, 15.4341184 47.0772034, 15.434111 47.0772193, 15.4340349 47.0772198, 15.4338941 47.0772055, 15.4339095 47.0771779, 15.4338259 47.0771569, 15.4339303 47.0769476, 15.4339316 47.076914, 15.433962 47.0768849, 15.4340098 47.0767923))"
Umspannwerk Mattersburg,"POLYGON ((16.3820602 47.7223872, 16.3831662 47.7231256, 16.3836246 47.7229813, 16.3839558 47.7227577, 16.383817 47.7225927, 16.3838795 47.7225404, 16.3829664 47.7218482, 16.3820602 47.7223872))"
Umspannwerk Werben - Dornbirn,"POLYGON ((9.716652 47.4338106, 9.7164731 47.4339805, 9.715854999999999 47.4336994, 9.714270600000001 47.4330227, 9.7141477 47.4327122, 9.715507300000001 47.4321574, 9.7160087 47.4316311, 9.716086499999999 47.4315956, 9.716944 47.4312048, 9.7187898 47.4320331, 9.718999 47.432127, 9.718557000000001 47.4329739, 9.7172935 47.4340868, 9.716652 47.4338106))"
Umspannwerk Werben - Dornbirn,"POLYGON ((9.716652 47.4338106, 9.7164731 47.4339805, 9.715854999999999 47.4336994, 9.714270600000001 47.4330227, 9.7141477 47.4327122, 9.715507300000001 47.4321574, 9.7160087 47.4316311, 9.716086499999999 47.4315956, 9.716944 47.4312048, 9.7187898 47.4320331, 9.718999 47.432127, 9.718557000000001 47.4329739, 9.7172935 47.4340868, 9.716652 47.4338106))"
Umspannwerk Deutsch-Altenburg,"POLYGON ((16.9187299 48.1215492, 16.9184904 48.1224078, 16.9188018 48.1224416, 16.919177 48.122485, 16.9196564 48.1223981, 16.9198387 48.1218589, 16.9195313 48.1216224, 16.9187299 48.1215492))"
Umspannwerk Hütte Krems,"POLYGON ((15.650499 48.4081344, 15.6507351 48.4084056, 15.6509965 48.408305, 15.6513614 48.4081643, 15.6512007 48.4078622, 15.6511861 48.4078679, 15.650499 48.4081344))"
Umspannwerk Leibnitz,"POLYGON ((15.5583449 46.7999634, 15.5599372 46.8005263, 15.5610093 46.8003574, 15.5586763 46.7995326, 15.5586569 46.7995576, 15.5585542 46.7996832, 15.5582673 46.7995817, 15.5581788 46.7995503, 15.5582147 46.7995029, 15.5580333 46.7994386, 15.5579402 46.7995618, 15.5579985 46.7995824, 15.5581344 46.7996305, 15.5581736 46.7996445, 15.5582406 46.7996682, 15.558497 46.799759, 15.5583449 46.7999634))"
Umspannwerk Kainachtal/Zwaring,"POLYGON ((15.420357 46.9035559, 15.4212829 46.9046848, 15.4213439 46.9046886, 15.4214299 46.904659, 15.4214602 46.9046988, 15.421653 46.904949, 15.4220085 46.9053716, 15.4254117 46.9040429, 15.4250262 46.9035713, 15.4257845 46.903295, 15.4246233 46.9018903, 15.4245794 46.9019074, 15.420357 46.9035559))"
Umspannwerk Kainachtal/Zwaring,"POLYGON ((15.420357 46.9035559, 15.4212829 46.9046848, 15.4213439 46.9046886, 15.4214299 46.904659, 15.4214602 46.9046988, 15.421653 46.904949, 15.4220085 46.9053716, 15.4254117 46.9040429, 15.4250262 46.9035713, 15.4257845 46.903295, 15.4246233 46.9018903, 15.4245794 46.9019074, 15.420357 46.9035559))"
Umspannwerk Neudorf/Werndorf,"POLYGON ((15.4823389 46.9094926, 15.4825405 46.9096243, 15.4832101 46.9099109, 15.484167 46.910262, 15.4853038 46.9088711, 15.4859364 46.9080971, 15.4850086 46.9077486, 15.4837383 46.9093469, 15.4819144 46.9086988, 15.4819576 46.9090825, 15.4820696 46.9092564, 15.4823389 46.9094926))"
Umspannwerk Oststeiermark/Wünschendorf,"POLYGON ((15.724461 47.0911647, 15.7252913 47.0920475, 15.7258154 47.0920029, 15.7271138 47.0913537, 15.7257744 47.0900126, 15.7254201 47.0901852, 15.7250088 47.0897603, 15.724461 47.0911647))"
Umspannwerk Oststeiermark/Wünschendorf,"POLYGON ((15.724461 47.0911647, 15.7252913 47.0920475, 15.7258154 47.0920029, 15.7271138 47.0913537, 15.7257744 47.0900126, 15.7254201 47.0901852, 15.7250088 47.0897603, 15.724461 47.0911647))"
 ,"POLYGON ((13.1376428 47.3156723, 13.137749 47.3148551, 13.1378413 47.3148118, 13.138186 47.3147945, 13.1385558 47.3148008, 13.1386124 47.3148154, 13.138626 47.3148612, 13.138487 47.3154737, 13.1381933 47.3154583, 13.1381243 47.3159565, 13.1376488 47.3159247, 13.1376448 47.3159638, 13.1372123 47.3159393, 13.137255 47.31564, 13.1376428 47.3156723))"
Malta Hauptstufe,"POLYGON ((13.3264204 46.8706812, 13.3273123 46.8715354, 13.3278288 46.8712954, 13.3281737 46.8716291, 13.3285299 46.8714533, 13.3290693 46.8711871, 13.3285993 46.8707049, 13.3285364 46.8706403, 13.3284083 46.8705089, 13.3283415 46.8704404, 13.3283117 46.8704098, 13.3282416 46.8703847, 13.3281597 46.8703553, 13.3274945 46.8706637, 13.3272015 46.8703744, 13.3268814 46.8704428, 13.3264204 46.8706812))"
Malta Hauptstufe,"POLYGON ((13.3264204 46.8706812, 13.3273123 46.8715354, 13.3278288 46.8712954, 13.3281737 46.8716291, 13.3285299 46.8714533, 13.3290693 46.8711871, 13.3285993 46.8707049, 13.3285364 46.8706403, 13.3284083 46.8705089, 13.3283415 46.8704404, 13.3283117 46.8704098, 13.3282416 46.8703847, 13.3281597 46.8703553, 13.3274945 46.8706637, 13.3272015 46.8703744, 13.3268814 46.8704428, 13.3264204 46.8706812))"
Reißeck-Kreuzeck,"POLYGON ((13.3120355 46.8730544, 13.3125094 46.8728756, 13.3124833 46.8728444, 13.3127211 46.8727546, 13.3127254 46.8727599, 13.313446 46.8725023, 13.313391 46.8724232, 13.313245 46.872232, 13.3131538 46.872177, 13.3129983 46.8719505, 13.3128802 46.8719194, 13.3127591 46.8719266, 13.3121701 46.8721404, 13.3119305 46.8722274, 13.3118698 46.8723944, 13.3116785 46.8724647, 13.3115808 46.8725019, 13.3116446 46.8725796, 13.3118459 46.872824, 13.3118536 46.8728348, 13.3120207 46.8730365, 13.3120355 46.8730544))"
 ,"POLYGON ((13.1094737 46.9345345, 13.1095574 46.934557, 13.1099421 46.9346604, 13.1101939 46.9342305, 13.1101575 46.9342206, 13.1105493 46.9334967, 13.1101225 46.9333829, 13.1098622 46.9334688, 13.1097244 46.9337227, 13.1099043 46.9337711, 13.1094737 46.9345345))"
Umspannwerk Obersielach,"POLYGON ((14.6790225 46.6681873, 14.6792015 46.6685171, 14.6789655 46.6685797, 14.6790575 46.6687408, 14.6794993 46.6695055, 14.6791586 46.6696031, 14.6792471 46.6698184, 14.6793035 46.6700835, 14.6793732 46.6700763, 14.6794402 46.6700695, 14.6795824 46.6703025, 14.6804769 46.6698433, 14.680446 46.6697872, 14.6814143 46.6695194, 14.681468 46.6694319, 14.6814191 46.6693491, 14.6815218 46.6693174, 14.6815659 46.6693053, 14.6816155 46.6693896, 14.6817268 46.6694328, 14.6834681 46.6689573, 14.6832783 46.668629, 14.6844185 46.6683203, 14.6839037 46.6673564, 14.682897 46.6676279, 14.6823591 46.6668003, 14.6805914 46.6672945, 14.6807609 46.6676016, 14.6808366 46.6677333, 14.6808502 46.6677569, 14.6802235 46.66793, 14.6801886 46.6678674, 14.6790225 46.6681873))"
Umspannwerk Obersielach,"POLYGON ((14.6790225 46.6681873, 14.6792015 46.6685171, 14.6789655 46.6685797, 14.6790575 46.6687408, 14.6794993 46.6695055, 14.6791586 46.6696031, 14.6792471 46.6698184, 14.6793035 46.6700835, 14.6793732 46.6700763, 14.6794402 46.6700695, 14.6795824 46.6703025, 14.6804769 46.6698433, 14.680446 46.6697872, 14.6814143 46.6695194, 14.681468 46.6694319, 14.6814191 46.6693491, 14.6815218 46.6693174, 14.6815659 46.6693053, 14.6816155 46.6693896, 14.6817268 46.6694328, 14.6834681 46.6689573, 14.6832783 46.668629, 14.6844185 46.6683203, 14.6839037 46.6673564, 14.682897 46.6676279, 14.6823591 46.6668003, 14.6805914 46.6672945, 14.6807609 46.6676016, 14.6808366 46.6677333, 14.6808502 46.6677569, 14.6802235 46.66793, 14.6801886 46.6678674, 14.6790225 46.6681873))"
Umspannwerk Obersielach,"POLYGON ((14.6790225 46.6681873, 14.6792015 46.6685171, 14.6789655 46.6685797, 14.6790575 46.6687408, 14.6794993 46.6695055, 14.6791586 46.6696031, 14.6792471 46.6698184, 14.6793035 46.6700835, 14.6793732 46.6700763, 14.6794402 46.6700695, 14.6795824 46.6703025, 14.6804769 46.6698433, 14.680446 46.6697872, 14.6814143 46.6695194, 14.681468 46.6694319, 14.6814191 46.6693491, 14.6815218 46.6693174, 14.6815659 46.6693053, 14.6816155 46.6693896, 14.6817268 46.6694328, 14.6834681 46.6689573, 14.6832783 46.668629, 14.6844185 46.6683203, 14.6839037 46.6673564, 14.682897 46.6676279, 14.6823591 46.6668003, 14.6805914 46.6672945, 14.6807609 46.6676016, 14.6808366 46.6677333, 14.6808502 46.6677569, 14.6802235 46.66793, 14.6801886 46.6678674, 14.6790225 46.6681873))"
Malta Unterstufe,"POLYGON ((13.3594614 46.8333507, 13.3596501 46.8333772, 13.3598417 46.8334036, 13.3598939 46.8332432, 13.3599383 46.8331036, 13.3598578 46.8330935, 13.3598191 46.8330766, 13.3597656 46.833053, 13.3597438 46.8330385, 13.359581 46.8330109, 13.3595098 46.8330125, 13.3592077 46.8330139, 13.3591433 46.8332002, 13.3594408 46.8332878, 13.3594614 46.8333507))"
Lieserhofen,"POLYGON ((13.4763259 46.8302381, 13.4773353 46.8304889, 13.4776443 46.8296939, 13.4772799 46.8293894, 13.4771188 46.8294818, 13.4769189 46.8296149, 13.4767398 46.8297417, 13.4765625 46.8298859, 13.4765459 46.8299024, 13.4765264 46.8299217, 13.4764268 46.830023, 13.4763259 46.8302381))"
Umspannwerk Tröpolach,"POLYGON ((13.2784583 46.6180562, 13.2789693 46.6182058, 13.2790127 46.6181355, 13.2793685 46.6175583, 13.2794519 46.617423, 13.279354 46.6173943, 13.2789409 46.6172734, 13.2784583 46.6180562))"
Umspannwerk Hollabrunn,"POLYGON ((16.0700715 48.5591191, 16.0703212 48.5598415, 16.0704816 48.5598161, 16.0705348 48.5598086, 16.0719953 48.5596026, 16.0717808 48.5588893, 16.0700715 48.5591191))"
Kraftwerk Kamering,"POLYGON ((13.5923168 46.7399166, 13.592552 46.7400958, 13.5929284 46.7401007, 13.5932847 46.7398825, 13.5936121 46.7396873, 13.5932771 46.7393987, 13.5927225 46.7396217, 13.5923168 46.7399166))"
Umspannwerk Landskron,"POLYGON ((13.8916278 46.6324039, 13.8929622 46.6328319, 13.8931245 46.63261, 13.8933619 46.632276, 13.8937333 46.6318234, 13.8941104 46.6314749, 13.8944322 46.6313029, 13.8947758 46.6311194, 13.895504 46.6304257, 13.8949301 46.6302278, 13.8949076 46.630149, 13.8939132 46.6303776, 13.8931567 46.6302454, 13.8930822 46.630353, 13.893043 46.6304095, 13.8930317 46.6304059, 13.8928436 46.630681, 13.8928248 46.6307047, 13.8927388 46.6308326, 13.8927492 46.6308359, 13.8924614 46.631254, 13.8921152 46.6317668, 13.8920903 46.6317601, 13.8916278 46.6324039))"
Schaltwerk Strass,"POLYGON ((11.8391655 47.3929455, 11.8394632 47.3921036, 11.8382609 47.3919101, 11.8379714 47.3927594, 11.8391655 47.3929455))"
Umspannwerk St. Veit an der Glan,"POLYGON ((14.3741105 46.7617637, 14.3745782 46.7615685, 14.3754473 46.7612043, 14.3753124 46.7608856, 14.3752585 46.7608787, 14.3752394 46.7608541, 14.3752192 46.7608302, 14.3752675 46.7607479, 14.3751679 46.7605545, 14.374761 46.7607287, 14.374743 46.7608048, 14.3747138 46.7608171, 14.3745794 46.7608744, 14.3745655 46.760859, 14.3742017 46.761014, 14.3741703 46.7609795, 14.3736811 46.7611852, 14.3737896 46.761301, 14.3737625 46.7613832, 14.3741105 46.7617637))"
Umspannwerk Seebach,"POLYGON ((13.8762124 46.6172712, 13.8775207 46.6172521, 13.8775083 46.6168521, 13.8762 46.6168712, 13.8762124 46.6172712))"
Umspannwerk Gailitz,"POLYGON ((13.6939895 46.5618522, 13.6940534 46.5618635, 13.6945194 46.5619434, 13.6947724 46.5616355, 13.6949099 46.5612957, 13.6949426 46.5609705, 13.6945372 46.5608944, 13.6943871 46.5608952, 13.694173 46.5609929, 13.6940568 46.5610799, 13.6939687 46.5611938, 13.6940027 46.5612647, 13.6938816 46.5616028, 13.6938914 46.5616856, 13.6939895 46.5618522))"
Umspannwerk Fürnitz,"POLYGON ((13.8169516 46.5578178, 13.8171351 46.5579394, 13.8174103 46.5579024, 13.8174368 46.5574841, 13.8172575 46.5572947, 13.8172456 46.5572999, 13.8172239 46.5573094, 13.8171922 46.5573278, 13.8169241 46.5573692, 13.8168916 46.5575952, 13.8169007 46.557629, 13.8169516 46.5578178))"
 ,"POLYGON ((14.072578 46.6226003, 14.072574 46.6224609, 14.0731142 46.6224575, 14.0731124 46.6226165, 14.0730749 46.6226891, 14.072578 46.6226003))"
Umspannwerk Windischbach,"POLYGON ((14.2099346 46.6903178, 14.2100564 46.6903951, 14.2103372 46.6905114, 14.2104332 46.6904306, 14.2105133 46.6899486, 14.2100531 46.6899205, 14.2100098 46.6899175, 14.2099643 46.6901062, 14.2099172 46.6902448, 14.2099346 46.6903178))"
Umspannwerk Feldkirchen,"POLYGON ((14.0905227 46.7198275, 14.0907848 46.7199669, 14.0909281 46.7198411, 14.0909996 46.719877, 14.0909877 46.7198891, 14.091074 46.7199313, 14.0911292 46.7198799, 14.0909435 46.7197853, 14.0910217 46.719713, 14.0903486 46.7193704, 14.0899979 46.7195298, 14.0900251 46.7195689, 14.0900475 46.719601, 14.0900276 46.7196706, 14.0901438 46.7198541, 14.0902659 46.7199923, 14.0904644 46.7198649, 14.0905227 46.7198275))"
Umspannwerk Oberdrauburg,"POLYGON ((12.9668582 46.7423382, 12.9677021 46.7423554, 12.9677102 46.7421672, 12.9677183 46.741982, 12.9677293 46.7417291, 12.9668854 46.7417118, 12.9668582 46.7423382))"
Umspannwerk Steinfeld,"POLYGON ((13.2496037 46.7538266, 13.250303 46.7539123, 13.2503808 46.7539684, 13.250767 46.754013, 13.2507907 46.7539437, 13.2508851 46.7536686, 13.2507303 46.7536451, 13.2497761 46.7535092, 13.2496037 46.7538266))"
Umspannwerk Würmlach,"POLYGON ((13.0705303 46.6494016, 13.0706524 46.6494108, 13.0706833 46.6494127, 13.071007 46.6494343, 13.0710359 46.6494068, 13.0710694 46.6494291, 13.0711051 46.6494527, 13.07126 46.6493005, 13.071301 46.6490622, 13.0713071 46.6490265, 13.0712782 46.6490252, 13.071301 46.6488695, 13.0706092 46.6488327, 13.0705303 46.6494016))"
Umspannwerk Vorderberg,"POLYGON ((13.5325444 46.5871231, 13.5330763 46.5869723, 13.5330453 46.5869175, 13.5329954 46.5868317, 13.5329542 46.5868419, 13.5329373 46.5868151, 13.532928 46.5868004, 13.5329602 46.5867709, 13.532871 46.5866221, 13.5327986 46.5866221, 13.5327864 46.5866015, 13.5327738 46.5865801, 13.5328194 46.5865331, 13.5327586 46.5864357, 13.53226 46.5865786, 13.5325444 46.5871231))"
Umspannwerk St. Pölten,"POLYGON ((15.6064544 48.1988478, 15.6062446 48.1993627, 15.6064046 48.1999807, 15.6069986 48.2000483, 15.6074726 48.1999691, 15.6077711 48.1990082, 15.6075434 48.1989771, 15.6075079 48.1989723, 15.6074425 48.1989632, 15.6074462 48.1989511, 15.6073956 48.1989444, 15.6074018 48.1989237, 15.6071296 48.1988874, 15.607125 48.198903, 15.6069807 48.1988837, 15.6069367 48.1988779, 15.6069316 48.1988951, 15.6065443 48.1988434, 15.6065388 48.1988617, 15.6064544 48.1988478))"
Umspannwerk Hermagor,"POLYGON ((13.3795676 46.6287385, 13.3796654 46.6287408, 13.380018 46.6287491, 13.3800153 46.6288023, 13.380168 46.6288059, 13.3801833 46.6284996, 13.3801922 46.6283219, 13.3795892 46.6283076, 13.3795676 46.6287385))"
UW Gruben,"POLYGON ((12.5160324 47.0359344, 12.5168705 47.0360444, 12.5170147 47.0356064, 12.5161691 47.0354775, 12.5160324 47.0359344))"
UW Kienburg,"POLYGON ((12.5914153 46.9239856, 12.5921507 46.923579, 12.5916667 46.9231556, 12.590898 46.9235694, 12.5914153 46.9239856))"
KW Kalserbach,"POLYGON ((12.6010134 46.9232049, 12.6013882 46.9231089, 12.6011586 46.9226802, 12.6008051 46.9228069, 12.6008002 46.9228475, 12.6010134 46.9232049))"
Kraftwerk Rosegg,"POLYGON ((14.027461 46.5685592, 14.0274864 46.5685643, 14.028213 46.5687114, 14.0284846 46.5680772, 14.0277326 46.567925, 14.027461 46.5685592))"
Umspannwerk Feistritz,"POLYGON ((14.1723876 46.536295, 14.1735345 46.5362953, 14.1735347 46.5357639, 14.1735349 46.535393, 14.172388 46.5353927, 14.1723876 46.536295))"
Klagenfurt,"POLYGON ((14.3187202 46.6058687, 14.3197545 46.6061131, 14.3207874 46.6063903, 14.3208002 46.6064031, 14.320827 46.6064071, 14.320852 46.6064047, 14.3208795 46.6063953, 14.320881 46.6063757, 14.3208707 46.6063568, 14.3208363 46.6063406, 14.3208477 46.6063232, 14.3208579 46.6063068, 14.3208987 46.6063166, 14.3209385 46.6063105, 14.3209797 46.6062923, 14.3210947 46.6061509, 14.3211045 46.6061205, 14.3210834 46.6060925, 14.3210475 46.6060746, 14.3210638 46.6060525, 14.3210829 46.6060267, 14.3211202 46.6060365, 14.3211605 46.6060338, 14.3212096 46.6060119, 14.321305 46.6058964, 14.3213 46.605866, 14.3212774 46.6058431, 14.3212489 46.6058282, 14.3212615 46.605811, 14.3212784 46.6057877, 14.3213167 46.6057972, 14.3213531 46.6057979, 14.3214003 46.6057823, 14.3214609 46.6057064, 14.3208122 46.605537, 14.3201397 46.6053614, 14.320179 46.6052866, 14.3191743 46.6050321, 14.3187202 46.6058687))"
Umspannwerk Rosegg,"POLYGON ((14.0268467 46.5675619, 14.0266813 46.5675292, 14.026707 46.5674677, 14.0267174 46.5674429, 14.0267633 46.567452, 14.0269981 46.5674985, 14.0270292 46.5675047, 14.0271969 46.5675379, 14.0273532 46.5676153, 14.0271716 46.5680488, 14.0266833 46.567952, 14.0268467 46.5675619))"
Umspannwerk Völkermarkt,"POLYGON ((14.6193993 46.6613433, 14.6191047 46.6612461, 14.6189718 46.6614482, 14.6184541 46.6612776, 14.6185574 46.6610799, 14.6189172 46.6605794, 14.6191463 46.6602607, 14.6193774 46.6604012, 14.6198412 46.6607383, 14.6196749 46.660966, 14.6196437 46.6610087, 14.6195749 46.661101, 14.6194149 46.6613218, 14.6193993 46.6613433))"
Kraftwerk Ferlach-Maria Rain,"POLYGON ((14.2986787 46.5457719, 14.2993942 46.5454454, 14.2991912 46.5452369, 14.2989365 46.5451977, 14.2983721 46.5454633, 14.2985919 46.5456845, 14.2986787 46.5457719))"
Umspannwerk Ferlach,"POLYGON ((14.2981529 46.5294937, 14.2985116 46.5293745, 14.2984336 46.5292572, 14.2983193 46.5290852, 14.298189 46.528889, 14.2981674 46.5288565, 14.2978743 46.5289561, 14.297892 46.5292335, 14.2981529 46.5294937))"
Umspannwerk Hörbranz,"POLYGON ((9.7491042 47.542865, 9.7488648 47.5428677, 9.748855300000001 47.5424858, 9.7491871 47.5424821, 9.749189400000001 47.5425724, 9.749097000000001 47.5425734, 9.7491042 47.542865))"
Spittal an der Drau,"POLYGON ((13.519313 46.7903117, 13.5188462 46.7898251, 13.519597 46.7895007, 13.5197917 46.789709, 13.5197298 46.7897361, 13.5196688 46.7897628, 13.5196828 46.7897777, 13.5197644 46.7898651, 13.5198579 46.7899651, 13.5199134 46.7900241, 13.5199223 46.7900336, 13.5198189 46.7900825, 13.519313 46.7903117))"
Rennweg,"POLYGON ((13.603848 47.0289702, 13.6032994 47.0290181, 13.6034741 47.0294911, 13.6042132 47.0294637, 13.6043344 47.029487, 13.6043751 47.0294812, 13.6044431 47.0294715, 13.6043884 47.0293308, 13.6042513 47.028987, 13.603848 47.0289702))"
Umspannwerk Lungau,"POLYGON ((13.6220758 47.0946039, 13.6221847 47.0940369, 13.6209733 47.0939579, 13.6208712 47.094511, 13.6220758 47.0946039))"
Umspannwerk Zwettl,"POLYGON ((15.17953 48.5984697, 15.1797691 48.5983809, 15.1804519 48.5994126, 15.1803543 48.5994282, 15.1801251 48.5994665, 15.1800558 48.5994781, 15.1798737 48.5995085, 15.1798798 48.5995216, 15.1798853 48.5995334, 15.1799036 48.5995725, 15.1799111 48.5995886, 15.1798036 48.59961, 15.1796202 48.5996445, 15.1793819 48.5997084, 15.1789985 48.5998324, 15.1786042 48.5993096, 15.178597 48.5992939, 15.1786011 48.5992783, 15.1787285 48.5992338, 15.1787846 48.5992177, 15.1788555 48.5991974, 15.1788504 48.5991883, 15.1792979 48.5990796, 15.1792923 48.5990662, 15.1791946 48.5988346, 15.1792028 48.5987423, 15.1792397 48.5985535, 15.17953 48.5984697))"
Umspannwerk Gmunden,"POLYGON ((13.7850986 47.9237035, 13.78591 47.9230272, 13.7861041 47.923133, 13.786133 47.9231731, 13.7853484 47.9238416, 13.7850986 47.9237035))"
Kraftwerk Freibach,"POLYGON ((14.4831223 46.559831, 14.4832896 46.5598183, 14.4833461 46.5597344, 14.4835899 46.559368, 14.4835124 46.5593475, 14.4834653 46.5593351, 14.4832045 46.5593582, 14.483212 46.5593916, 14.4828333 46.5594318, 14.4828349 46.559439, 14.4825624 46.5594679, 14.4825722 46.5595402, 14.4831223 46.559831))"
Bleiburg,"POLYGON ((14.7845355 46.6287118, 14.7855128 46.6287072, 14.7855413 46.6286693, 14.7855377 46.6285966, 14.7855056 46.6285966, 14.7855104 46.6285526, 14.7852549 46.6285505, 14.7851657 46.6285101, 14.7851389 46.6284217, 14.7848358 46.6281349, 14.7845013 46.6280013, 14.7844964 46.6280115, 14.7844517 46.6280942, 14.7843563 46.6281894, 14.7844546 46.6286006, 14.7845355 46.6287118))"
Umspannwerk Spannberg,"POLYGON ((16.7601251 48.4674272, 16.7602765 48.4674608, 16.760347 48.4673451, 16.7607216 48.4673841, 16.7612207 48.4675036, 16.7607856 48.4682438, 16.7605901 48.4684835, 16.7601384 48.4688961, 16.760011 48.4688987, 16.7594933 48.468648, 16.759429 48.4685537, 16.7596596 48.4681429, 16.760026 48.4675639, 16.7600512 48.4675712, 16.7601251 48.4674272))"
Kraftwerk Edling,"POLYGON ((14.7022888 46.6301019, 14.7026993 46.6300408, 14.7027583 46.6299931, 14.7027701 46.6299432, 14.7027096 46.6297434, 14.7026915 46.6296858, 14.702653 46.6295613, 14.7026198 46.6295215, 14.7025347 46.6294927, 14.7021109 46.6295509, 14.7022888 46.6301019))"
Kraftwerk Schwabeck,"POLYGON ((14.8738412 46.6591824, 14.8734579 46.6587775, 14.8732619 46.6587614, 14.873146 46.6588451, 14.8731089 46.6587521, 14.8728923 46.6584149, 14.8729135 46.6583142, 14.8732743 46.6584104, 14.8734593 46.6580793, 14.8733731 46.6580553, 14.8731494 46.6579931, 14.8731688 46.657959, 14.8731439 46.6579525, 14.8732359 46.657785, 14.8732714 46.6576865, 14.8732989 46.6575665, 14.8732976 46.6573933, 14.8732835 46.6572194, 14.873246 46.6568377, 14.8733546 46.6568701, 14.8735202 46.6569928, 14.8737516 46.6572092, 14.8739845 46.6573588, 14.8743709 46.6576635, 14.8748443 46.6577757, 14.8754677 46.657998, 14.8760396 46.6581632, 14.8763034 46.6582701, 14.8762486 46.6582904, 14.8761024 46.6583446, 14.8738412 46.6591824))"
 ,"POLYGON ((14.0993747 48.1734715, 14.0990463 48.1731444, 14.0998473 48.1727868, 14.1000152 48.1729541, 14.1001757 48.1731139, 14.0993747 48.1734715))"
UW Deutschlandsberg,"POLYGON ((15.2257946 46.8185804, 15.2264934 46.8187198, 15.2265139 46.8186637, 15.2266079 46.8186862, 15.2267592 46.8183886, 15.2274206 46.8178593, 15.2271026 46.817754, 15.2267711 46.8177286, 15.2264401 46.8177363, 15.226325 46.8179376, 15.2261946 46.8183554, 15.2259369 46.8183001, 15.2257946 46.8185804))"
Umspannwerk Horn,"POLYGON ((15.6322119 48.6473063, 15.6322314 48.64741, 15.6322342 48.6474277, 15.6323454 48.6475276, 15.6324463 48.6481715, 15.6330228 48.648132, 15.6331693 48.6480331, 15.6330443 48.6472357, 15.6324617 48.6472859, 15.6324026 48.6472907, 15.6322119 48.6473063))"
